"Date","BRAV3.SA.Open","BRAV3.SA.High","BRAV3.SA.Low","BRAV3.SA.Close","BRAV3.SA.Volume","BRAV3.SA.Adjusted"
2021-02-05,34,34.7299995422363,33.8400001525879,34.5699996948242,539200,34.5699996948242
2021-02-08,34.5699996948242,36,34.5699996948242,36,443400,36
2021-02-09,36.4099998474121,37.4500007629395,35.2000007629395,35.689998626709,486700,35.689998626709
2021-02-10,35.8199996948242,36.7599983215332,35.6100006103516,36.2400016784668,182200,36.2400016784668
2021-02-11,36.2400016784668,36.7299995422363,35.1500015258789,35.1800003051758,125500,35.1800003051758
2021-02-12,35.0299987792969,35.9199981689453,33.9900016784668,35.7900009155273,213500,35.7900009155273
2021-02-17,35.9300003051758,37.7000007629395,35.9300003051758,37.7000007629395,432500,37.7000007629395
2021-02-18,37.8400001525879,38.8899993896484,37.1500015258789,38.5,647300,38.5
2021-02-19,38.9000015258789,39,37.2999992370605,37.8699989318848,274100,37.8699989318848
2021-02-22,36.9000015258789,39.4099998474121,35.9500007629395,39.2000007629395,580700,39.2000007629395
2021-02-23,39.2000007629395,39.8600006103516,37.7000007629395,38.3699989318848,371300,38.3699989318848
2021-02-24,38.4099998474121,41,38.060001373291,39.4599990844727,579400,39.4599990844727
2021-02-25,39.7000007629395,40.4799995422363,37.810001373291,38.0200004577637,392600,38.0200004577637
2021-02-26,38.0099983215332,38.7099990844727,35.1100006103516,35.9700012207031,401200,35.9700012207031
2021-03-01,37.2900009155273,40.8800010681152,36.7099990844727,38.9099998474121,2112300,38.9099998474121
2021-03-02,38.9099998474121,41.8800010681152,38.5299987792969,41.5900001525879,1039800,41.5900001525879
2021-03-03,41.4000015258789,44.3699989318848,39.5999984741211,40.5999984741211,1525200,40.5999984741211
2021-03-04,41.2000007629395,42.9900016784668,40.9000015258789,41.5099983215332,483700,41.5099983215332
2021-03-05,42.2200012207031,44.3699989318848,42.2200012207031,44.2999992370605,700400,44.2999992370605
2021-03-08,45.310001373291,46.4000015258789,42.3499984741211,43.5999984741211,990900,43.5999984741211
2021-03-09,44,45.2599983215332,41.5,45.2599983215332,551400,45.2599983215332
2021-03-10,45.5999984741211,46.7000007629395,45.1300010681152,46.5,416300,46.5
2021-03-11,46.5999984741211,49,46.5999984741211,49,666000,49
2021-03-12,49.0499992370605,50.9900016784668,47.0099983215332,47.5,934000,47.5
2021-03-15,47.5,48.5999984741211,46,46.3199996948242,345700,46.3199996948242
2021-03-16,46.2999992370605,47.0099983215332,44.4799995422363,44.4799995422363,549100,44.4799995422363
2021-03-17,44.2000007629395,45.8400001525879,42.9199981689453,45.689998626709,627400,45.689998626709
2021-03-18,45.7900009155273,46.8400001525879,42.2099990844727,42.5400009155273,560300,42.5400009155273
2021-03-19,43.1300010681152,45.9500007629395,43.1300010681152,44,625500,44
2021-03-22,43.9799995422363,44.5699996948242,42.7999992370605,42.7999992370605,248300,42.7999992370605
2021-03-23,42.5,42.5999984741211,40.9500007629395,40.9500007629395,325400,40.9500007629395
2021-03-24,41.6100006103516,42.3499984741211,40.4099998474121,41.2000007629395,448400,41.2000007629395
2021-03-25,40.7099990844727,41.9799995422363,40.0999984741211,40.5999984741211,408500,40.5999984741211
2021-03-26,41.5699996948242,42.5999984741211,39.0800018310547,39.4000015258789,822000,39.4000015258789
2021-03-29,39.4300003051758,40.4900016784668,38.4099998474121,38.8499984741211,572000,38.8499984741211
2021-03-30,38.8600006103516,40.5999984741211,37.75,39.2999992370605,926200,39.2999992370605
2021-03-31,39,39.5999984741211,37.7000007629395,38.2000007629395,2760600,38.2000007629395
2021-04-01,38.5099983215332,38.7200012207031,37.1800003051758,37.8699989318848,1816800,37.8699989318848
2021-04-05,38.5099983215332,38.5099983215332,36.5099983215332,37.1199989318848,1068400,37.1199989318848
2021-04-06,37.2999992370605,38.8300018310547,36.7400016784668,38.4000015258789,1603900,38.4000015258789
2021-04-07,38.8699989318848,40.3400001525879,38.1699981689453,39.8499984741211,1944300,39.8499984741211
2021-04-08,40.310001373291,41,39.0999984741211,40.3699989318848,1489700,40.3699989318848
2021-04-09,40.2299995422363,40.5400009155273,38.5499992370605,39.8199996948242,1060500,39.8199996948242
2021-04-12,39.9099998474121,40.3499984741211,39.5699996948242,40.0699996948242,707100,40.0699996948242
2021-04-13,40.2900009155273,40.2900009155273,39.7700004577637,39.9599990844727,956100,39.9599990844727
2021-04-14,40.0699996948242,42.8800010681152,40.0699996948242,41.7000007629395,1783300,41.7000007629395
2021-04-15,42.2999992370605,43.189998626709,41.0999984741211,42,1276200,42
2021-04-16,42.2000007629395,42.9000015258789,41.2000007629395,41.5999984741211,918200,41.5999984741211
2021-04-19,42.0099983215332,43.939998626709,41.8300018310547,43,1754500,43
2021-04-20,43,44.8899993896484,43,43.6500015258789,1912900,43.6500015258789
2021-04-22,44.2999992370605,44.5,42.7000007629395,44.0800018310547,1150600,44.0800018310547
2021-04-23,44.5499992370605,46.0999984741211,44.0900001525879,45.8699989318848,1858700,45.8699989318848
2021-04-26,45.8699989318848,47.1500015258789,45.0499992370605,45.1500015258789,1233900,45.1500015258789
2021-04-27,45.1500015258789,46.0999984741211,44.7799987792969,45.5,1121500,45.5
2021-04-28,45.6399993896484,46.4599990844727,42.5699996948242,45.7999992370605,1769700,45.7999992370605
2021-04-29,46.1599998474121,47.4199981689453,45.1100006103516,45.7299995422363,1171800,45.7299995422363
2021-04-30,45.7299995422363,46.2900009155273,43.1500015258789,43.6699981689453,3822700,43.6699981689453
2021-05-03,43.689998626709,43.8400001525879,41.7000007629395,42,1468800,42
2021-05-04,42.2599983215332,42.7000007629395,40.560001373291,41,1448700,41
2021-05-05,41.5,42.2799987792969,40.6500015258789,41.3499984741211,3572400,41.3499984741211
2021-05-06,41.9000015258789,42.1500015258789,41.0900001525879,41.3899993896484,909600,41.3899993896484
2021-05-07,41.2599983215332,41.6100006103516,39.0299987792969,40.4000015258789,2179500,40.4000015258789
2021-05-10,40.5999984741211,41.1500015258789,39.5999984741211,39.9099998474121,1542000,39.9099998474121
2021-05-11,39.6699981689453,39.7799987792969,38.4000015258789,39.1500015258789,1010100,39.1500015258789
2021-05-12,39.3400001525879,40.2599983215332,38.5499992370605,38.5499992370605,766200,38.5499992370605
2021-05-13,38.5800018310547,39.0499992370605,37.2099990844727,37.7000007629395,970800,37.7000007629395
2021-05-14,38.4000015258789,39.5,37.5999984741211,38,1644600,38
2021-05-17,38,38.6300010681152,37.3800010681152,37.9000015258789,922100,37.9000015258789
2021-05-18,38,38.4000015258789,35.9900016784668,36.560001373291,2014100,36.560001373291
2021-05-19,35.5,36.4799995422363,35.2799987792969,35.689998626709,14061100,35.689998626709
2021-05-20,35.9099998474121,36.689998626709,35.9099998474121,36.0299987792969,918400,36.0299987792969
2021-05-21,36.2200012207031,37.3300018310547,36.1699981689453,36.4300003051758,1217600,36.4300003051758
2021-05-24,36.8600006103516,39.5,36.8600006103516,38.9199981689453,1776200,38.9199981689453
2021-05-25,39.0400009155273,40.3499984741211,38.7299995422363,38.7999992370605,1686400,38.7999992370605
2021-05-26,39.060001373291,40.1599998474121,39.060001373291,39.9000015258789,1510600,39.9000015258789
2021-05-27,40.1599998474121,41.25,40.1599998474121,40.689998626709,1861500,40.689998626709
2021-05-28,41.0999984741211,41.6100006103516,39.2099990844727,40.9000015258789,1241400,40.9000015258789
2021-05-31,40.9799995422363,41.7299995422363,40.5999984741211,40.9700012207031,695800,40.9700012207031
2021-06-01,42,42.25,41.0400009155273,41.189998626709,1292800,41.189998626709
2021-06-02,41.439998626709,41.9500007629395,40.6399993896484,41.4000015258789,1884100,41.4000015258789
2021-06-04,41.9900016784668,42.2799987792969,40.8499984741211,41.2400016784668,1475400,41.2400016784668
2021-06-07,40.9900016784668,41.2000007629395,39.6399993896484,40.0699996948242,1464800,40.0699996948242
2021-06-08,39.9799995422363,40.4199981689453,39.2400016784668,40.0099983215332,942200,40.0099983215332
2021-06-09,40.0400009155273,40.2200012207031,38.7999992370605,39.5499992370605,815300,39.5499992370605
2021-06-10,39.4700012207031,40.0200004577637,39.0999984741211,39.9000015258789,575900,39.9000015258789
2021-06-11,39.9000015258789,40.189998626709,39.1399993896484,39.6399993896484,613200,39.6399993896484
2021-06-14,40.6599998474121,41.810001373291,40.6500015258789,41.7999992370605,2264300,41.7999992370605
2021-06-15,42.060001373291,46,42.060001373291,44.689998626709,4094800,44.689998626709
2021-06-16,44.9700012207031,46.3199996948242,43.2700004577637,45.0999984741211,1895900,45.0999984741211
2021-06-17,44.689998626709,45.7799987792969,43.2999992370605,44.2000007629395,1538200,44.2000007629395
2021-06-18,44.2000007629395,45.9700012207031,43.4000015258789,45.2999992370605,1490800,45.2999992370605
2021-06-21,45.5,49.1500015258789,45.2900009155273,48.8600006103516,2586600,48.8600006103516
2021-06-22,49.4900016784668,49.9799995422363,47.0099983215332,48.0999984741211,2292800,48.0999984741211
2021-06-23,48.8499984741211,49.1500015258789,47.6500015258789,47.7099990844727,1449600,47.7099990844727
2021-06-24,47.9199981689453,48.0299987792969,46.1500015258789,46.6100006103516,1013300,46.6100006103516
2021-06-25,46.7999992370605,46.7999992370605,45.75,46.25,1310100,46.25
2021-06-28,45.9099998474121,46.439998626709,44.9500007629395,46.3300018310547,1078800,46.3300018310547
2021-06-29,46.4700012207031,47.3300018310547,45.5699996948242,46.0699996948242,1256600,46.0699996948242
2021-06-30,46,46.25,45.2599983215332,45.3400001525879,1237000,45.3400001525879
2021-07-01,45,46.2000007629395,43.7599983215332,45.75,3841400,45.75
