"Date","CMIN3.SA.Open","CMIN3.SA.High","CMIN3.SA.Low","CMIN3.SA.Close","CMIN3.SA.Volume","CMIN3.SA.Adjusted"
2021-02-22,8.92000007629395,9.30000019073486,8.67000007629395,9.28999996185303,10507000,5.87979984283447
2021-02-23,9.5,9.60000038146973,9.10000038146973,9.11999988555908,9243700,5.77220344543457
2021-02-24,9.15999984741211,9.27999973297119,9.06999969482422,9.14999961853027,6550600,5.79119062423706
2021-02-25,9.18000030517578,9.28999996185303,9,9.05000019073486,6054200,5.72789907455444
2021-02-26,9.14999961853027,9.17000007629395,8.89999961853027,8.93000030517578,4849000,5.65194892883301
2021-03-01,9.05000019073486,9.09000015258789,8.81999969482422,8.94999980926514,6578700,5.66460800170898
2021-03-02,8.97000026702881,9.05000019073486,8.51000022888184,8.80000019073486,6141500,5.56967067718506
2021-03-03,8.89999961853027,8.89999961853027,8.18000030517578,8.48999977111816,10191700,5.37346649169922
2021-03-04,8.51000022888184,8.55000019073486,8.09000015258789,8.44999980926514,17915200,5.34814929962158
2021-03-05,8.39999961853027,8.53999996185303,8.30000019073486,8.51000022888184,9965700,5.38612413406372
2021-03-08,8.39999961853027,8.52000045776367,8.35000038146973,8.51000022888184,4979600,5.38612413406372
2021-03-09,8.44999980926514,8.48999977111816,8.26000022888184,8.47000026702881,3953300,5.3608078956604
2021-03-10,8.5,8.5,8.19999980926514,8.39000034332275,9782800,5.3101749420166
2021-03-11,8.44999980926514,8.72999954223633,8.3100004196167,8.5,7448100,5.37979507446289
2021-03-12,8.46000003814697,8.51000022888184,8.35999965667725,8.48999977111816,2243400,5.37346649169922
2021-03-15,8.44999980926514,8.52999973297119,8.35999965667725,8.48999977111816,2556300,5.37346649169922
2021-03-16,8.48999977111816,8.64999961853027,8.47000026702881,8.5,2252700,5.37979507446289
2021-03-17,8.51000022888184,8.72999954223633,8.44999980926514,8.61999988555908,2550800,5.45574474334717
2021-03-18,8.60000038146973,8.65999984741211,8.42000007629395,8.48999977111816,4666500,5.37346649169922
2021-03-19,8.52999973297119,8.52999973297119,8.39000034332275,8.52999973297119,2795400,5.39878177642822
2021-03-22,8.4399995803833,8.47999954223633,8.3100004196167,8.39999961853027,2194800,5.31650352478027
2021-03-23,8.39999961853027,8.4399995803833,8.23999977111816,8.31999969482422,2289600,5.26586961746216
2021-03-24,8.38000011444092,8.40999984741211,8.3100004196167,8.35999965667725,1764200,5.29118585586548
2021-03-25,8.5,8.55000019073486,8.30000019073486,8.30000019073486,4809400,5.25321197509766
2021-03-26,8.44999980926514,8.5,8.3100004196167,8.35999965667725,4067400,5.29118585586548
2021-03-29,8.35999965667725,9.19999980926514,8.35999965667725,9.17000007629395,10506900,5.80384969711304
2021-03-30,9.14999961853027,9.4399995803833,9,9.02000045776367,8874400,5.70891189575195
2021-03-31,9.05000019073486,9.25,9.05000019073486,9.1899995803833,5409900,5.8165078163147
2021-04-01,9.30000019073486,9.42000007629395,9.02000045776367,9.05000019073486,6402600,5.72789907455444
2021-04-05,9.18000030517578,9.30000019073486,9.17000007629395,9.19999980926514,3784100,5.82283735275269
2021-04-06,9.22000026702881,9.36999988555908,9.21000003814697,9.25,4143800,5.85448312759399
2021-04-07,9.34000015258789,9.38000011444092,9.26000022888184,9.38000011444092,4412700,5.9367618560791
2021-04-08,9.39000034332275,9.5,9.30000019073486,9.30000019073486,4841100,5.8861289024353
2021-04-09,9.30000019073486,9.43000030517578,9.15999984741211,9.36999988555908,3099000,5.93043231964111
2021-04-12,9.38000011444092,9.5,9.31999969482422,9.43000030517578,4062100,5.96840810775757
2021-04-13,9.43000030517578,9.44999980926514,9.3100004196167,9.38000011444092,3709000,5.9367618560791
2021-04-14,9.36999988555908,9.47999954223633,9.30000019073486,9.47000026702881,10782400,5.99372434616089
2021-04-15,9.52999973297119,9.77000045776367,9.52999973297119,9.6899995803833,10601300,6.13296604156494
2021-04-16,9.6899995803833,9.82999992370605,9.47000026702881,9.56999969482422,7175300,6.05701684951782
2021-04-19,9.68000030517578,9.77999973297119,9.61999988555908,9.72000026702881,5841400,6.15195417404175
2021-04-20,9.78999996185303,10.0699996948242,9.64999961853027,9.65999984741211,7337800,6.11397886276245
2021-04-22,9.81999969482422,9.84000015258789,9.53999996185303,9.65999984741211,5257900,6.11397886276245
2021-04-23,9.75,9.85999965667725,9.68000030517578,9.75,4640400,6.17094135284424
2021-04-26,9.90999984741211,10.0299997329712,9.82999992370605,9.92000007629395,7569500,6.27853679656982
2021-04-27,9.97999954223633,10.3999996185303,9.94999980926514,10.25,10525600,6.48739957809448
2021-04-28,10.25,10.710000038147,10.25,10.6599998474121,7548900,6.74689626693726
2021-04-29,10.8999996185303,11.1999998092651,10.5200004577637,10.8000001907349,16410300,6.83550500869751
2021-04-30,10.75,10.75,10.4899997711182,10.4899997711182,7332800,6.63929986953735
2021-05-03,10.539999961853,10.5799999237061,10.1700000762939,10.1899995803833,8011400,6.48129463195801
2021-05-04,10.2299995422363,10.289999961853,9.8100004196167,10.1199998855591,9051100,6.43677139282227
2021-05-05,10.1899995803833,10.2799997329712,9.90999984741211,10.1000003814697,15848800,6.42405033111572
2021-05-06,10.3000001907349,10.5,10.1999998092651,10.5,10379600,6.67846775054932
2021-05-07,10.6599998474121,10.8500003814697,10.5,10.6199998855591,9213900,6.75479221343994
2021-05-10,11,11.0699996948242,10.4099998474121,10.6199998855591,13198600,6.75479221343994
2021-05-11,10.5500001907349,10.8999996185303,10.3199996948242,10.8999996185303,8752700,6.93288660049438
2021-05-12,10.25,10.4700002670288,10.039999961853,10.039999961853,142911300,6.38588666915894
2021-05-13,10,10.1499996185303,9.71000003814697,9.86999988555908,13571300,6.27776050567627
2021-05-14,9.69999980926514,9.81999969482422,9.5,9.53999996185303,11768300,6.06786584854126
2021-05-17,9.60000038146973,9.84000015258789,9.57999992370605,9.64999961853027,7634200,6.13783025741577
2021-05-18,9.77999973297119,9.97999954223633,9.61999988555908,9.77000045776367,13950600,6.21415615081787
2021-05-19,9.60000038146973,9.60000038146973,9.31999969482422,9.40999984741211,9867200,5.98517990112305
2021-05-20,9.44999980926514,9.48999977111816,9.3100004196167,9.34000015258789,7367800,5.94065618515015
2021-05-21,9.27999973297119,9.30000019073486,9.10000038146973,9.22999954223633,8097000,5.87069129943848
2021-05-24,9.14000034332275,9.25,9.02999973297119,9.23999977111816,9010300,5.87705087661743
2021-05-25,9.28999996185303,9.39999961853027,9.0600004196167,9.11999988555908,6475700,5.80072689056396
2021-05-26,9.03999996185303,9.17000007629395,8.90999984741211,9.0600004196167,15932800,5.76256418228149
2021-05-27,9.13000011444092,9.32999992370605,9.11999988555908,9.22000026702881,10164300,5.86433124542236
2021-05-28,9.35000038146973,9.4399995803833,9.19999980926514,9.31999969482422,7474900,5.9279351234436
2021-05-31,9.43000030517578,9.5,9.30000019073486,9.39000034332275,5398300,5.97245836257935
2021-06-01,9.59000015258789,9.61999988555908,9.44999980926514,9.60000038146973,6978600,6.10602903366089
