"Date","INTB3.SA.Open","INTB3.SA.High","INTB3.SA.Low","INTB3.SA.Close","INTB3.SA.Volume","INTB3.SA.Adjusted"
2021-03-30,20.25,20.4300003051758,19.6900005340576,20.2999992370605,1236600,18.5237197875977
2021-03-31,20.2099990844727,20.4500007629395,19.8099994659424,20.3899993896484,1295900,18.6058444976807
2021-04-01,21,21.5599994659424,20.6299991607666,21.1299991607666,3703000,19.2810935974121
2021-04-05,21.1299991607666,21.1299991607666,20.5,21.0100002288818,1393700,19.1715927124023
2021-04-06,20.9899997711182,21,20.6000003814697,20.6700000762939,621500,18.8613433837891
2021-04-07,20.6800003051758,20.8400001525879,20.0599994659424,20.2000007629395,1251200,18.4324703216553
2021-04-08,20.4099998474121,20.6000003814697,20.1800003051758,20.4899997711182,579700,18.6970901489258
2021-04-09,20.4799995422363,21.5699996948242,20.0599994659424,21.4899997711182,1826900,19.6095905303955
2021-04-12,21.7000007629395,22.2900009155273,20.9300003051758,22.2900009155273,1702300,20.3395919799805
2021-04-13,22.1800003051758,22.5599994659424,21.8500003814697,21.9400005340576,870800,20.0202178955078
2021-04-14,22.0400009155273,22.2000007629395,21.3199996948242,21.7199993133545,1446300,19.819465637207
2021-04-15,21.75,23.3400001525879,21.75,23.2600002288818,2430200,21.2247161865234
2021-04-16,23.2600002288818,23.3700008392334,22.5599994659424,22.75,1012500,20.7593383789062
2021-04-19,22.7600002288818,22.8600006103516,22.0799999237061,22.5,1129100,20.5312175750732
2021-04-20,22.3999996185303,23.1499996185303,21.75,22.1000003814697,963300,20.1662197113037
2021-04-22,22.2600002288818,22.3799991607666,21.6499996185303,22,644000,20.0749702453613
2021-04-23,22.1000003814697,22.3799991607666,21.8199996948242,22.2000007629395,1143200,20.2574672698975
2021-04-26,22.7900009155273,22.8500003814697,21.6599998474121,21.8199996948242,794900,19.9107189178467
2021-04-27,21.8999996185303,22.3999996185303,21.1200008392334,21.8199996948242,1149600,19.9107189178467
2021-04-28,21.8199996948242,22.2700004577637,21.6000003814697,22.1299991607666,644600,20.1935882568359
2021-04-29,22.3799991607666,22.6599998474121,22.1000003814697,22.3500003814697,1691000,20.3943424224854
2021-04-30,22.2800006866455,22.7199993133545,22.0200004577637,22.5499992370605,543100,20.5768375396729
2021-05-03,22.5599994659424,23.7199993133545,22.4799995422363,23.1200008392334,1456100,21.0969657897949
2021-05-04,23.3799991607666,24.0599994659424,23.1700000762939,23.4899997711182,1046400,21.434591293335
2021-05-05,23.7199993133545,24.3700008392334,23.4300003051758,24.2299995422363,1406400,22.1098403930664
2021-05-06,24.3199996948242,24.9200000762939,23.8099994659424,24.5900001525879,1186200,22.4383354187012
2021-05-07,24.6399993896484,25,24.1000003814697,24.8199996948242,705800,22.6482124328613
2021-05-10,25.0200004577637,25.1299991607666,23.6000003814697,24.8500003814697,1553500,22.6755886077881
2021-05-11,24.8500003814697,25.2600002288818,23.5900001525879,25,1684300,22.812463760376
2021-05-12,24.8500003814697,25.2399997711182,24.1100006103516,24.6000003814697,2194400,22.4474639892578
2021-05-13,24.75,24.9500007629395,24.2099990844727,24.7000007629395,916000,22.5387134552002
2021-05-14,24.9599990844727,25.6200008392334,24.8600006103516,25.3999996185303,1704600,23.1774635314941
2021-05-17,25.3999996185303,25.9200000762939,25.0100002288818,25.0100002288818,756300,22.8215885162354
2021-05-18,25.0599994659424,25.9599990844727,25.0599994659424,25.5100002288818,1334700,23.2778339385986
2021-05-19,25.3099994659424,25.9500007629395,25.25,25.8999996185303,1999300,23.6337108612061
2021-05-20,25.8400001525879,27.3400001525879,25.8400001525879,27,5039100,24.6374607086182
2021-05-21,27,27.7999992370605,26.6000003814697,27.3899993896484,2413400,24.9933338165283
2021-05-24,27.3999996185303,27.7000007629395,27.1000003814697,27.2999992370605,2509800,24.9112071990967
2021-05-25,27.3500003814697,28.0799999237061,27.3199996948242,27.8799991607666,1213000,25.4404582977295
2021-05-26,27.8600006103516,27.8899993896484,26.5100002288818,27.0200004577637,3946700,24.6557064056396
2021-05-27,27.0599994659424,27.3700008392334,26.6900005340576,26.6900005340576,2450500,24.354585647583
2021-05-28,27.3700008392334,28,26.9899997711182,27.3700008392334,2411700,24.9750843048096
2021-05-31,27.7299995422363,29.1000003814697,27.7099990844727,28.3999996185303,3740500,25.9149570465088
2021-06-01,28.6299991607666,28.8700008392334,27.1800003051758,28.0400009155273,5363600,25.5864582061768
2021-06-02,28.3199996948242,29.6700000762939,28.3199996948242,29.1000003814697,2415800,26.5537033081055
2021-06-04,29.3199996948242,29.9799995422363,29,29.8700008392334,1823300,27.2563323974609
2021-06-07,29.8700008392334,30.4200000762939,29.7999992370605,30.2299995422363,1870100,27.584831237793
2021-06-08,30.3199996948242,30.3400001525879,29.3199996948242,30.0100002288818,2177400,27.3840808868408
2021-06-09,30.1299991607666,30.3700008392334,29.4099998474121,29.4099998474121,1018100,26.8365783691406
2021-06-10,29.6800003051758,29.9300003051758,29.3999996185303,29.5,797300,26.9187049865723
2021-06-11,29.8500003814697,30.4099998474121,29.5300006866455,29.7000007629395,1338600,27.101203918457
2021-06-14,29.75,30.1000003814697,28.7199993133545,29.2000007629395,2236300,26.6449527740479
2021-06-15,29.2800006866455,29.6499996185303,28.3999996185303,28.5499992370605,1896900,26.051830291748
2021-06-16,28.6000003814697,29,27.7900009155273,28.2600002288818,2156700,25.7872104644775
2021-06-17,28.3500003814697,28.5,27.8099994659424,28,946300,25.5499591827393
2021-06-18,28.0400009155273,28.3099994659424,27.2999992370605,27.5699996948242,2685600,25.1575813293457
2021-06-21,27.7000007629395,28.3899993896484,27.5,28.3899993896484,1177900,25.9058322906494
2021-06-22,28.5,29.8199996948242,28.2800006866455,29.8199996948242,2109600,27.2107048034668
2021-06-23,29.9200000762939,30.1800003051758,29.1900005340576,29.8199996948242,1154100,27.2107048034668
2021-06-24,29.8999996185303,30.0200004577637,29.0699996948242,29.5400009155273,743900,26.9552059173584
2021-06-25,29.6200008392334,29.7000007629395,28.3099994659424,28.9099998474121,1296100,26.3803291320801
2021-06-28,29,29.1900005340576,28.5499992370605,29.1399993896484,862700,26.5902042388916
2021-06-29,29.25,29.6200008392334,27.7299995422363,28.6900005340576,1643800,26.1795845031738
2021-06-30,28.6299991607666,28.7900009155273,27.7900009155273,28.7000007629395,2168100,26.1887073516846
2021-07-01,28.4500007629395,28.4699993133545,27.6200008392334,28.2999992370605,1877400,25.8237075805664
2021-07-02,28.2000007629395,28.5200004577637,27.9400005340576,28.0400009155273,958900,25.5864582061768
2021-07-05,28.0400009155273,28.0799999237061,26.8999996185303,27.3799991607666,1843300,24.9842071533203
2021-07-06,27.3799991607666,27.5799999237061,27.1399993896484,27.4099998474121,1170900,25.0115852355957
2021-07-07,27.5,27.7999992370605,26.6700000762939,27.6000003814697,1083000,25.1849575042725
2021-07-08,27.3199996948242,27.3199996948242,26.6499996185303,27,1228900,24.6374607086182
2021-07-12,27.6900005340576,27.8999996185303,26.75,27.7399997711182,1371800,25.3127098083496
2021-07-13,27.6800003051758,27.8099994659424,27.1200008392334,27.7000007629395,608800,25.2762088775635
2021-07-14,27.6100006103516,28.3099994659424,27.5599994659424,28.1700000762939,1435000,25.7050857543945
2021-07-15,28.1700000762939,28.6200008392334,27.4300003051758,27.9699993133545,1327300,25.5225849151611
2021-07-16,27.9500007629395,28.3099994659424,27.6800003051758,28.2399997711182,755600,25.7689571380615
2021-07-19,28,28.4300003051758,27.7000007629395,28.0699996948242,1301200,25.6138324737549
2021-07-20,28.0799999237061,28.4200000762939,27.6299991607666,28,743500,25.5499591827393
2021-07-21,28.1000003814697,28.1800003051758,27.2099990844727,28,2243300,25.5499591827393
2021-07-22,27.8999996185303,28.0699996948242,27.6000003814697,27.9400005340576,1049700,25.4952087402344
2021-07-23,28.0400009155273,28.0400009155273,27.3199996948242,27.8799991607666,763400,25.4404582977295
2021-07-26,27.6700000762939,27.8199996948242,27.0300006866455,27.1000003814697,1452300,24.7287101745605
2021-07-27,27.1200008392334,27.2199993133545,26.1200008392334,26.8099994659424,1393800,24.4640865325928
2021-07-28,27,27.6000003814697,26.2299995422363,27.5699996948242,1621100,25.1575813293457
2021-07-29,27.6499996185303,28.1299991607666,27.3099994659424,28.1000003814697,2915700,25.641206741333
2021-07-30,28.0300006866455,29.6100006103516,28.0100002288818,28.8999996185303,4473500,26.3712062835693
2021-08-02,29.4099998474121,30.7199993133545,29.3999996185303,29.75,2756100,27.1468296051025
2021-08-03,30.2000007629395,30.3199996948242,29.1000003814697,29.9899997711182,1046800,27.3658313751221
2021-08-04,29.75,29.8899993896484,29.1399993896484,29.5,945900,27.0672302246094
2021-08-05,29.9899997711182,30,29.2099990844727,30,1098700,27.5259990692139
2021-08-06,30.2299995422363,30.5,29.6000003814697,30.5,1311900,27.9847679138184
2021-08-09,30.5,31.1200008392334,29.7999992370605,30.0499992370605,1305900,27.5718746185303
2021-08-10,30.0699996948242,30.3600006103516,29.3799991607666,29.8600006103516,806500,27.3975429534912
2021-08-11,29.8099994659424,30.1499996185303,29.2600002288818,29.8799991607666,988100,27.4158935546875
2021-08-12,29.8700008392334,30.2600002288818,28.1599998474121,28.5799999237061,2323600,26.2230987548828
2021-08-13,28.5499992370605,28.6000003814697,27.0200004577637,28.4099998474121,1980800,26.06711769104
2021-08-16,28.1100006103516,28.1100006103516,25.2000007629395,26.4599990844727,4413800,24.2779293060303
2021-08-17,25.7099990844727,25.9300003051758,24.2099990844727,25.5699996948242,3396300,23.4613265991211
2021-08-18,25.4699993133545,26.4599990844727,24.75,26.1200008392334,3957300,23.965970993042
2021-08-19,25.6800003051758,27.2399997711182,25.1499996185303,27.2000007629395,2295000,24.9569072723389
2021-08-20,26.9899997711182,28.7999992370605,26.3400001525879,28.5499992370605,2427900,26.1955738067627
2021-08-23,28.5499992370605,28.5499992370605,27.2700004577637,27.7000007629395,1022700,25.4156761169434
2021-08-24,28.3999996185303,28.7800006866455,27.7700004577637,28,1216300,25.6909351348877
2021-08-25,28.4899997711182,29.9300003051758,28,29.7600002288818,2907800,27.3057918548584
2021-08-26,29.6499996185303,30.9200000762939,29.3999996185303,29.8500003814697,2941100,27.388370513916
2021-08-27,29.8700008392334,30.4500007629395,29.8099994659424,30,2638600,27.5259990692139
2021-08-30,30.1399993896484,30.7600002288818,29.3700008392334,29.3700008392334,1549800,26.9479541778564
2021-08-31,29.3199996948242,29.5499992370605,28.75,28.8999996185303,1662400,26.5167102813721
2021-09-01,29.1100006103516,29.5400009155273,28.3299999237061,28.9400005340576,2020600,26.5534114837646
2021-09-02,28.9300003051758,28.9300003051758,28.1200008392334,28.2800006866455,1211200,25.9478397369385
2021-09-03,28.5900001525879,28.5900001525879,27.5499992370605,28.5400009155273,2843300,26.1864013671875
2021-09-06,28.3299999237061,28.5300006866455,28,28.2999992370605,1039200,25.9661922454834
2021-09-08,27.7900009155273,28.1800003051758,27.25,27.5,1754400,25.2321681976318
2021-09-09,27.4200000762939,28.5,26.6399993896484,28,1981200,25.6909351348877
2021-09-10,28.5,28.8199996948242,27.6399993896484,28.7999992370605,4032900,26.4249591827393
2021-09-13,29.2099990844727,30.2000007629395,28.8500003814697,30,3012400,27.5259990692139
2021-09-14,30,31.2199993133545,29.7199993133545,30.4099998474121,2135100,27.9021892547607
2021-09-15,30.4500007629395,30.8299999237061,29.7199993133545,29.9699993133545,2328000,27.4984722137451
2021-09-16,29.9300003051758,30.5900001525879,29.5100002288818,30.3999996185303,1403800,27.8930130004883
2021-09-17,30.4099998474121,31.2000007629395,29.7700004577637,30.8500003814697,2917600,28.3059024810791
2021-09-20,30.7700004577637,30.9799995422363,29.5699996948242,30,2721300,27.5259990692139
2021-09-21,30.25,31.5799999237061,29.4099998474121,30.8099994659424,3825400,28.2691993713379
2021-09-22,31.2999992370605,32.3499984741211,30.8099994659424,31.7000007629395,3791400,29.0858039855957
2021-09-23,31.9799995422363,32.9700012207031,31.8799991607666,32.3699989318848,2193900,29.7005519866943
2021-09-24,31.9899997711182,33.2999992370605,31.7700004577637,33.1199989318848,1336700,30.3887004852295
2021-09-27,33.3199996948242,33.9000015258789,32.2200012207031,32.4099998474121,1761900,29.7372550964355
2021-09-28,32.0699996948242,32.4599990844727,31.1299991607666,31.3299999237061,1337600,28.7463207244873
2021-09-29,31.6599998474121,32.0099983215332,30.7299995422363,31.3700008392334,1374200,28.7830200195312
2021-09-30,31.6299991607666,31.6299991607666,30.6499996185303,31.1700000762939,1945000,28.5995121002197
2021-10-01,31.1200008392334,31.4200000762939,30.1700000762939,31.2800006866455,1360100,28.7004413604736
2021-10-04,31.4599990844727,32.2999992370605,29,29.0499992370605,2531600,26.6543388366699
2021-10-05,29.3500003814697,29.5599994659424,27.6299991607666,27.9500007629395,3804700,25.645055770874
2021-10-06,27.5,28.1499996185303,26.5100002288818,27.7999992370605,3430300,25.5074272155762
2021-10-07,28,28.4899997711182,27,27.7999992370605,2542600,25.5074272155762
2021-10-08,28,28.7700004577637,27.5699996948242,28.2199993133545,1449200,25.8927898406982
2021-10-11,28.2000007629395,28.2199993133545,27.3700008392334,27.7399997711182,1412700,25.4523735046387
2021-10-13,27.8600006103516,29.4699993133545,27.6399993896484,29.4699993133545,1789400,27.0397052764893
2021-10-14,29.2299995422363,29.9200000762939,29.1299991607666,29.7199993133545,1739600,27.2690887451172
2021-10-15,29.8500003814697,30.3299999237061,29.5900001525879,29.6499996185303,696400,27.2048587799072
2021-10-18,29.2700004577637,30.0900001525879,28.8400001525879,29.8099994659424,825100,27.3516674041748
2021-10-19,29.5,29.7000007629395,28.4300003051758,28.6299991607666,1187000,26.2689762115479
2021-10-20,28.7600002288818,28.9799995422363,28.0400009155273,28.6299991607666,1327400,26.2689762115479
2021-10-21,28.25,29.4200000762939,27.7399997711182,28.6700000762939,3032200,26.3056793212891
2021-10-22,28.4300003051758,28.6499996185303,26.3700008392334,27.4300003051758,2115200,25.1679382324219
2021-10-25,27.6700000762939,28.6900005340576,27.4899997711182,28.5599994659424,1332600,26.2047481536865
2021-10-26,28.5,28.5799999237061,27.5100002288818,27.7800006866455,865700,25.4890747070312
2021-10-27,27.9899997711182,28.3799991607666,27.6200008392334,27.8799991607666,2201300,25.5808296203613
2021-10-28,27.3299999237061,27.3299999237061,26.0499992370605,27.1599998474121,6099300,24.9202041625977
2021-10-29,26.8500003814697,27.2600002288818,26.3199996948242,26.3199996948242,2553600,24.1494770050049
2021-11-01,26.6000003814697,26.7900009155273,25.7199993133545,26.6900005340576,1711500,24.4889621734619
2021-11-03,26.4200000762939,27.7000007629395,26.2099990844727,27.5400009155273,1443200,25.2688674926758
2021-11-04,27.3500003814697,28.0200004577637,26.7700004577637,27,1068800,24.773401260376
2021-11-05,27.0400009155273,27.7099990844727,26.8500003814697,27.4799995422363,1243900,25.2138156890869
2021-11-08,27.3099994659424,27.7900009155273,26.7999992370605,26.9200000762939,866200,24.6999969482422
2021-11-09,27.1200008392334,28.2199993133545,26.9699993133545,27.5400009155273,1258800,25.2688674926758
2021-11-10,27.5,28.6200008392334,27.4500007629395,28.2700004577637,2168600,25.9386653900146
2021-11-11,28.3600006103516,30.2900009155273,28.0799999237061,29.7299995422363,3325100,27.2782669067383
2021-11-12,29.6599998474121,30.2199993133545,29.1900005340576,30.0599994659424,1502000,27.5810508728027
2021-11-16,29.9300003051758,30.2000007629395,28.9400005340576,29.1499996185303,955300,26.74609375
2021-11-17,29.3400001525879,29.5,28,28.5599994659424,980900,26.2047481536865
2021-11-18,28.8899993896484,29.1700000762939,28.1399993896484,28.5599994659424,959900,26.2047481536865
2021-11-19,29.3700008392334,29.8400001525879,28.75,29.0499992370605,1238800,26.6543388366699
2021-11-22,29.0699996948242,29.3500003814697,27.7099990844727,27.8700008392334,1271000,25.5716533660889
2021-11-23,28,28.0699996948242,26.3600006103516,27.1900005340576,1656100,24.9477272033691
2021-11-24,26.8999996185303,27.0599994659424,26.3299999237061,27.0300006866455,1390300,24.8009243011475
2021-11-25,26.8500003814697,28.25,26.7700004577637,28.1499996185303,1288400,25.8285617828369
2021-11-26,27.2800006866455,27.3400001525879,26.6000003814697,27.1599998474121,913400,24.9202041625977
2021-11-29,27.3700008392334,27.6499996185303,26.8799991607666,27.1499996185303,1384000,24.9110279083252
2021-11-30,27,27.1100006103516,26.0599994659424,26.5400009155273,1532100,24.3513355255127
2021-12-01,27.6499996185303,27.6499996185303,24.75,24.75,2177700,22.708948135376
2021-12-02,24.7000007629395,25.7600002288818,24.6000003814697,25.7600002288818,1439900,23.6356601715088
2021-12-03,25.8500003814697,26.6399993896484,25.4599990844727,25.8899993896484,1070700,23.7549343109131
2021-12-06,25.9200000762939,26.7299995422363,25.75,26.5499992370605,899900,24.3605079650879
2021-12-07,26.6700000762939,27.2700004577637,26.2000007629395,26.4599990844727,1070900,24.2779293060303
2021-12-08,26.4599990844727,27.4699993133545,26.1800003051758,27.2399997711182,739200,24.9936065673828
2021-12-09,27.1499996185303,28.1800003051758,26.8999996185303,27.25,945000,25.0027828216553
2021-12-10,27.5200004577637,28.7099990844727,27.5,28.0300006866455,906900,25.7184581756592
2021-12-13,28.2600002288818,28.7999992370605,27.6499996185303,27.8799991607666,1032600,25.5808296203613
2021-12-14,28,28.1599998474121,26.8099994659424,26.9300003051758,944600,24.7091732025146
2021-12-15,26.8099994659424,27.7700004577637,26.6700000762939,27.6700000762939,575200,25.3881492614746
2021-12-16,27.8999996185303,28.2000007629395,26.9300003051758,27.2900009155273,696700,25.0394821166992
2021-12-17,27.1800003051758,27.5900001525879,26.5300006866455,27.5900001525879,1074400,25.3147449493408
2021-12-20,27.1399993896484,27.5200004577637,26.2700004577637,27.1399993896484,855700,24.9018535614014
2021-12-21,27.4500007629395,27.5,26.5200004577637,27.3999996185303,816600,25.1404132843018
2021-12-22,27.4400005340576,27.8899993896484,27.1200008392334,27.2999992370605,715100,25.0486583709717
2021-12-23,27.3400001525879,27.5100002288818,26.8199996948242,26.9400005340576,509300,24.7183475494385
2021-12-27,26.9300003051758,27.4699993133545,26.9300003051758,27.2800006866455,745200,25.0303077697754
2021-12-28,27.0799999237061,28.0100002288818,27.0799999237061,27.5100002288818,735700,25.2413425445557
2021-12-29,27.4799995422363,27.6000003814697,26.6700000762939,26.75,611400,24.5440158843994
2021-12-30,26.7600002288818,28.1499996185303,26.7600002288818,27.9699993133545,1670100,25.6634063720703
2022-01-03,28.2600002288818,28.2999992370605,26.7199993133545,26.7800006866455,748000,24.5715446472168
2022-01-04,26.7999992370605,26.9899997711182,25.75,25.8500003814697,969700,23.7182331085205
2022-01-05,25.7999992370605,25.9200000762939,23.2299995422363,24.8899993896484,2221100,22.83740234375
2022-01-06,24.8700008392334,24.8700008392334,23.6499996185303,23.9200000762939,1350200,21.9473934173584
2022-01-07,23.8999996185303,24.2099990844727,23.4099998474121,24,1170900,22.0207996368408
2022-01-10,23.8500003814697,23.8500003814697,22.4200000762939,23.4899997711182,1390800,21.5528583526611
2022-01-11,23.4899997711182,23.8500003814697,23.0599994659424,23.5799999237061,1182800,21.6354370117188
2022-01-12,23.7000007629395,24.4099998474121,23.4500007629395,24.3099994659424,717000,22.3052368164062
2022-01-13,24.4899997711182,24.4899997711182,23.8099994659424,24.1700000762939,675800,22.1767826080322
2022-01-14,24.0100002288818,24.4899997711182,23.2099990844727,24.4899997711182,783800,22.4703884124756
2022-01-17,24.2999992370605,25.0599994659424,24.2999992370605,24.9400005340576,665500,22.883279800415
2022-01-18,24.8899993896484,24.8899993896484,23.7800006866455,24.0799999237061,1287800,22.094202041626
2022-01-19,24.1100006103516,25.1399993896484,23.9099998474121,24.8700008392334,1348400,22.819055557251
2022-01-20,24.8700008392334,27.1299991607666,24.8700008392334,26.1299991607666,1678100,23.9751415252686
2022-01-21,26,27.2999992370605,25.8199996948242,26.9300003051758,1395300,24.7091732025146
2022-01-24,26.8799991607666,27.3299999237061,25.8600006103516,27.3299999237061,1519700,25.0761833190918
2022-01-25,27.1299991607666,29.5,26.7600002288818,29.2900009155273,1649400,26.8745498657227
2022-01-26,29.3099994659424,30.5,28.7999992370605,30.0799999237061,2170000,27.5994033813477
2022-01-27,30.0200004577637,30.7099990844727,29.3099994659424,30.2999992370605,1228300,27.8012561798096
2022-01-28,30.1900005340576,30.7700004577637,30,30.3600006103516,1260400,27.8563098907471
2022-01-31,30.2600002288818,31.3600006103516,30.2600002288818,31.2999992370605,1094800,28.7187919616699
2022-02-01,31.2900009155273,31.4799995422363,30.1000003814697,30.7199993133545,946600,28.1866226196289
2022-02-02,30.7199993133545,31.1100006103516,29.4200000762939,29.8099994659424,1300200,27.3516674041748
2022-02-03,29.7900009155273,30.1599998474121,29.0900001525879,30.1000003814697,1093300,27.6177520751953
2022-02-04,30.1000003814697,31.1000003814697,29.0599994659424,30.8400001525879,985400,28.296724319458
2022-02-07,30.7999992370605,31.2800006866455,30.2299995422363,30.8999996185303,1402500,28.3517780303955
2022-02-08,30.6000003814697,30.7999992370605,30.1200008392334,30.4099998474121,687600,27.9021892547607
2022-02-09,30.4099998474121,31.2299995422363,30.3400001525879,30.5799999237061,788700,28.0581684112549
2022-02-10,30.6599998474121,31.6599998474121,30.0300006866455,31.0499992370605,1029200,28.4894046783447
2022-02-11,31.1599998474121,31.5900001525879,29.7600002288818,30.1399993896484,1411000,27.6544494628906
2022-02-14,30.1700000762939,31.1399993896484,29.6299991607666,30.6100006103516,978500,28.0856952667236
2022-02-15,30.75,31.7800006866455,30.75,31.4300003051758,1441200,28.8380737304688
2022-02-16,31.5599994659424,32.7799987792969,31.2999992370605,32.5299987792969,2980200,29.8473587036133
2022-02-17,32.5200004577637,32.8499984741211,32,32.5200004577637,1201600,29.8381843566895
2022-02-18,32.5400009155273,32.6599998474121,31.4699993133545,31.7700004577637,1011500,29.150032043457
2022-02-21,31.8400001525879,31.9899997711182,30.4400005340576,30.9500007629395,914900,28.3976535797119
2022-02-22,31.1599998474121,32.2000007629395,31,31.4099998474121,1109000,28.8197193145752
2022-02-23,31.5200004577637,32.1100006103516,30.9300003051758,31.2000007629395,1843200,28.6270389556885
2022-02-24,29.9200000762939,32.1699981689453,29.4099998474121,32.1100006103516,1994400,29.4619922637939
2022-02-25,31.8500003814697,33.9900016784668,31.3799991607666,33.3600006103516,2296400,30.6089134216309
2022-03-02,33.2999992370605,33.8499984741211,32.5299987792969,33.5499992370605,1028500,30.783239364624
2022-03-03,33.7099990844727,34.310001373291,32.7200012207031,33.2700004577637,1119100,30.5263347625732
2022-03-04,33.2000007629395,33.5400009155273,31.75,31.8700008392334,1258000,29.2417869567871
2022-03-07,32.0499992370605,32.0499992370605,30.0300006866455,31,1751500,28.4435329437256
2022-03-08,31.2900009155273,31.7600002288818,30.6200008392334,31.6499996185303,1051800,29.0399265289307
2022-03-09,31.7999992370605,32.6300010681152,31.7000007629395,32.5999984741211,1912900,29.9115829467773
2022-03-10,32.2200012207031,32.689998626709,31.3899993896484,32.2200012207031,1191800,29.5629253387451
2022-03-11,32.2000007629395,32.4199981689453,30.8799991607666,31.3700008392334,1204300,28.9425582885742
2022-03-14,31.2000007629395,32.0400009155273,30.9799995422363,31.1700000762939,760400,28.7580337524414
2022-03-15,30.8700008392334,31.8999996185303,30.8600006103516,31.8999996185303,747900,29.4315452575684
2022-03-16,32,32.5499992370605,31.75,32.5499992370605,1262500,30.0312423706055
2022-03-17,32.5499992370605,32.7999992370605,31.2299995422363,32.2900009155273,1950100,29.7913703918457
2022-03-18,32.0999984741211,32.9099998474121,31.8899993896484,32.6800003051758,917400,30.1511936187744
2022-03-21,32.6100006103516,33.5,32.1500015258789,32.9300003051758,1858600,30.3818435668945
2022-03-22,32.9300003051758,33.5,32.5400009155273,33.5,1390900,30.9077377319336
2022-03-23,33.3699989318848,33.7700004577637,32.9000015258789,33.6800003051758,809500,31.0738143920898
2022-03-24,33.6199989318848,34.439998626709,33.2099990844727,33.8899993896484,916500,31.2675533294678
2022-03-25,34,34.2900009155273,33.689998626709,33.8699989318848,1389800,31.2491035461426
2022-03-28,33.8400001525879,34.1699981689453,32.5999984741211,32.7400016784668,1193700,30.2065467834473
2022-03-29,33.0299987792969,34.6500015258789,33.0299987792969,33.8800010681152,2386400,31.2583351135254
2022-03-30,33.9500007629395,34.4700012207031,33.0900001525879,33.7099990844727,1810800,31.1014823913574
2022-03-31,33.3499984741211,34.2099990844727,33.3499984741211,33.75,1389400,31.138391494751
