"Date","BRKM5.SA.Open","BRKM5.SA.High","BRKM5.SA.Low","BRKM5.SA.Close","BRKM5.SA.Volume","BRKM5.SA.Adjusted"
2017-12-01,45.3800010681152,46.3499984741211,45.1599998474121,45.2299995422363,1337100,33.450553894043
2017-12-04,44,44.5999984741211,43.7099990844727,44.060001373291,1157000,33.5165252685547
2017-12-05,44.060001373291,45,43.6100006103516,44.2099990844727,1607900,33.6306266784668
2017-12-06,44.1500015258789,44.3899993896484,42.9799995422363,43.9700012207031,1531400,33.4480590820312
2017-12-07,43.7700004577637,43.8899993896484,42.5200004577637,43.4300003051758,1257000,33.037281036377
2017-12-08,43.8499984741211,43.8600006103516,42.7999992370605,43.1500015258789,1157400,32.8242797851562
2017-12-11,43.1500015258789,44.3699989318848,42.8499984741211,44.0999984741211,1177200,33.546947479248
2017-12-12,44.2999992370605,44.2999992370605,43.4199981689453,44.2299995422363,887400,33.6458396911621
2017-12-13,44.5999984741211,45.6599998474121,44.4099998474121,44.5,2404200,33.8512268066406
2017-12-14,44.4000015258789,44.8899993896484,43.8499984741211,44.8800010681152,1313100,34.1402969360352
2017-12-15,44.4900016784668,45.2200012207031,44.0099983215332,44.2299995422363,1308900,33.6458396911621
2017-12-18,44.0800018310547,44.7999992370605,43.9799995422363,44.7999992370605,1343100,34.0794410705566
2017-12-19,44.5999984741211,44.7000007629395,43.5099983215332,43.5099983215332,1502300,33.0981292724609
2017-12-20,43.7999992370605,43.7999992370605,42.9599990844727,43.0900001525879,1208400,32.7786445617676
2017-12-21,43.1300010681152,43.2999992370605,42.2400016784668,43.1800003051758,1957700,32.8471031188965
2017-12-22,43.1500015258789,43.5,42.9000015258789,43.2099990844727,639100,32.8699264526367
2017-12-25,43.2099990844727,43.2099990844727,43.2099990844727,43.2099990844727,0,32.8699264526367
2017-12-26,43.4900016784668,43.7299995422363,43.0800018310547,43.4900016784668,618200,33.0829238891602
2017-12-27,43.7900009155273,43.8899993896484,43.5,43.7000007629395,489700,33.2426681518555
2017-12-28,43.7599983215332,43.8300018310547,42.5999984741211,42.8699989318848,1804000,32.6112823486328
2017-12-29,42.8699989318848,42.8699989318848,42.8699989318848,42.8699989318848,0,32.6112823486328
2018-01-02,42.8800010681152,44.060001373291,42.8300018310547,43.8600006103516,1898000,33.3643836975098
2018-01-03,43.7200012207031,44.1800003051758,43.1500015258789,43.4900016784668,1291800,33.0829238891602
2018-01-04,43.5400009155273,44.2299995422363,43.0999984741211,44.1500015258789,1618100,33.5849838256836
2018-01-05,44.0999984741211,45.4000015258789,43.7599983215332,45.2200012207031,1693300,34.3989372253418
2018-01-08,45.3600006103516,45.3899993896484,44.6399993896484,45.2999992370605,1487800,34.459789276123
2018-01-09,45.2999992370605,46.2000007629395,45,45.4000015258789,1559600,34.5358581542969
2018-01-10,45,45.4000015258789,44.5200004577637,44.9099998474121,1109600,34.1631164550781
2018-01-11,45.0999984741211,46.2099990844727,44.5800018310547,46.2099990844727,1506900,35.1520309448242
2018-01-12,45.7799987792969,46.7700004577637,45.5999984741211,46.6300010681152,1152600,35.4715309143066
2018-01-15,46.5999984741211,47.8899993896484,46.3800010681152,47.7200012207031,1049300,36.3006935119629
2018-01-16,49,50.3600006103516,48.310001373291,49.2700004577637,3079000,37.4797821044922
2018-01-17,49.4000015258789,49.6100006103516,47.8300018310547,48.8600006103516,1599500,37.1678924560547
2018-01-18,48.5999984741211,49.4500007629395,48.1500015258789,48.5,1022500,36.8940391540527
2018-01-19,48.4500007629395,51.0499992370605,48.4500007629395,50.7099990844727,1857800,38.5751876831055
2018-01-22,51,52.6399993896484,50.9500007629395,52.0299987792969,2535400,39.5793113708496
2018-01-23,51.939998626709,52.4300003051758,50.3699989318848,50.4799995422363,2955200,38.4002265930176
2018-01-24,50.4900016784668,51.7200012207031,50.3600006103516,50.8600006103516,2146300,38.6892967224121
2018-01-25,50.8600006103516,50.8600006103516,50.8600006103516,50.8600006103516,0,38.6892967224121
2018-01-26,50.8600006103516,51.439998626709,49.9000015258789,50.3300018310547,1986000,38.2861213684082
2018-01-29,49.5,50.9500007629395,49.0699996948242,50.5800018310547,1043100,38.4762992858887
2018-01-30,50.5699996948242,50.689998626709,49.1300010681152,50.4900016784668,1179300,38.4078330993652
2018-01-31,50.689998626709,50.8600006103516,49.4099998474121,49.4099998474121,958100,37.5862770080566
2018-02-01,49.5999984741211,50.1199989318848,48.4199981689453,48.9000015258789,1414800,37.1983184814453
2018-02-02,48.2000007629395,49.2000007629395,47.5,48.7999992370605,1978800,37.1222457885742
2018-02-05,49.5099983215332,50.1300010681152,48.4799995422363,48.4799995422363,1797500,36.8788223266602
2018-02-06,48.2599983215332,49.7099990844727,47.5999984741211,48.75,1272800,37.0842132568359
2018-02-07,48.75,49.3699989318848,48.1199989318848,48.4799995422363,931400,36.8788223266602
