"Date","HAPV3.SA.Open","HAPV3.SA.High","HAPV3.SA.Low","HAPV3.SA.Close","HAPV3.SA.Volume","HAPV3.SA.Adjusted"
2018-10-25,5.09200000762939,5.19000005722046,4.99200010299683,5.19000005722046,7439500,5.0659031867981
2018-10-26,5.19799995422363,5.32800006866455,5.01000022888184,5.11999988555908,8193000,4.99757719039917
2018-10-29,5.21600008010864,5.21999979019165,5.13399982452393,5.1560001373291,2820000,5.03271722793579
2018-10-30,5.16599988937378,5.19999980926514,5.03000020980835,5.09200000762939,19604500,4.97024726867676
2018-10-31,5.16800022125244,5.23199987411499,5.04400014877319,5.09600019454956,12952500,4.97415113449097
2018-11-01,5.16599988937378,5.33199977874756,5.06400012969971,5.14599990844727,4341500,5.02295541763306
2018-11-05,5.17799997329712,5.2480001449585,5.05200004577637,5.21600008010864,4739000,5.09128141403198
2018-11-06,5.2020001411438,5.25600004196167,5.06199979782104,5.13000011444092,3660500,5.00733709335327
2018-11-07,5.15999984741211,5.39799976348877,5.15999984741211,5.28000020980835,5637500,5.15375185012817
2018-11-08,5.27799987792969,5.41200017929077,5.19999980926514,5.28000020980835,3683000,5.15375185012817
2018-11-09,5.28000020980835,5.40000009536743,5.13600015640259,5.23999977111816,6352000,5.11470699310303
2018-11-12,5.26000022888184,5.31199979782104,5.17600011825562,5.24399995803833,2159000,5.11861181259155
2018-11-13,5.27600002288818,5.31599998474121,5.11600017547607,5.1399998664856,9568500,5.01709890365601
2018-11-14,5.12400007247925,5.48600006103516,4.84999990463257,5.42000007629395,24130500,5.29040384292603
2018-11-16,5.38199996948242,5.69999980926514,5.38199996948242,5.53800010681152,9784500,5.40558195114136
2018-11-19,5.50799989700317,5.56799983978271,5.44799995422363,5.48000001907349,2378000,5.34896850585938
2018-11-21,5.39799976348877,5.57200002670288,5.33599996566772,5.44999980926514,13782000,5.31968593597412
2018-11-22,5.43200016021729,5.48000001907349,5.31199979782104,5.40000009536743,3057500,5.27088212966919
2018-11-23,5.36999988555908,5.42999982833862,5.28000020980835,5.42999982833862,5581500,5.30016469955444
2018-11-26,5.48199987411499,5.48600006103516,5.20599985122681,5.37799978256226,3785500,5.24940824508667
2018-11-27,5.34600019454956,5.6399998664856,5.21199989318848,5.57200002670288,6546000,5.43876886367798
2018-11-28,5.54400014877319,5.88800001144409,5.5,5.77199983596802,6442500,5.63398742675781
2018-11-29,5.75799989700317,5.85200023651123,5.68800020217896,5.7480001449585,3480500,5.61056089401245
2018-11-30,5.7519998550415,5.75400018692017,5.62200021743774,5.66200017929077,6969000,5.52661800384521
2018-12-03,5.68800020217896,5.82399988174438,5.65399980545044,5.76999998092651,4708000,5.63203525543213
2018-12-04,5.78000020980835,5.91400003433228,5.6399998664856,5.72399997711182,3119000,5.58713531494141
2018-12-05,5.72399997711182,5.90000009536743,5.67600011825562,5.88000011444092,2973500,5.73940515518188
2018-12-06,5.82200002670288,5.83599996566772,5.72800016403198,5.80000019073486,4063000,5.66131734848022
2018-12-07,5.8439998626709,5.88000011444092,5.61199998855591,5.75400018692017,7287500,5.61641836166382
2018-12-10,5.75799989700317,5.78399991989136,5.67199993133545,5.69999980926514,4706000,5.56370735168457
2018-12-11,5.69999980926514,5.76200008392334,5.67799997329712,5.72800016403198,4148000,5.59103870391846
2018-12-12,5.77400016784668,5.89200019836426,5.76200008392334,5.84600019454956,3652000,5.70621728897095
2018-12-13,5.85799980163574,6.06199979782104,5.80399990081787,5.92600011825562,7302000,5.78430461883545
2018-12-14,5.92600011825562,6.03000020980835,5.8600001335144,5.90000009536743,4304500,5.75892639160156
2018-12-17,5.86600017547607,5.86800003051758,5.71999979019165,5.76399993896484,3085500,5.66155195236206
2018-12-18,5.76599979400635,5.91400003433228,5.74599981307983,5.8600001335144,5807000,5.75584650039673
2018-12-19,5.87200021743774,6.14599990844727,5.85599994659424,6.08599996566772,5773000,5.97782945632935
2018-12-20,6.05800008773804,6.31599998474121,5.91800022125244,6.03999996185303,14632500,5.93264675140381
2018-12-21,6.11999988555908,6.11999988555908,5.8420000076294,5.97200012207031,30805500,5.86585521697998
2018-12-26,5.96400022506714,6.28999996185303,5.86199998855591,6.14799976348877,5944500,6.03872728347778
2018-12-27,6.19999980926514,6.19999980926514,6.06400012969971,6.15000009536743,5158000,6.04069185256958
2018-12-28,6.19799995422363,6.25,6.10599994659424,6.23999977111816,8742000,6.12909173965454
2019-01-02,6.25799989700317,6.39200019836426,6.12799978256226,6.21999979019165,6465500,6.10944700241089
2019-01-03,6.21199989318848,6.21199989318848,6.07800006866455,6.07800006866455,4625000,5.96997117996216
2019-01-04,6.09600019454956,6.19999980926514,6.01800012588501,6.09999990463257,8779500,5.99157953262329
2019-01-07,6.09999990463257,6.21999979019165,6.09999990463257,6.19199991226196,7052000,6.08194494247437
2019-01-08,6.19000005722046,6.19000005722046,6.06400012969971,6.09999990463257,4104500,5.99157953262329
2019-01-09,6.08799982070923,6.23799991607666,6.08799982070923,6.19999980926514,3387500,6.08980178833008
2019-01-10,6.18200016021729,6.43599987030029,6.18200016021729,6.33799982070923,3652000,6.22535085678101
2019-01-11,6.26999998092651,6.31400012969971,6.16599988937378,6.26800012588501,4247000,6.1565957069397
2019-01-14,6.30800008773804,6.54199981689453,6.29400014877319,6.42199993133545,7177500,6.30785655975342
2019-01-15,6.42600011825562,6.73600006103516,6.29400014877319,6.34000015258789,11044000,6.22731494903564
2019-01-16,6.37200021743774,6.78999996185303,6.36199998855591,6.67999982833862,16975000,6.56127166748047
2019-01-17,6.7039999961853,6.78800010681152,6.64400005340576,6.73600006103516,4704000,6.61627721786499
2019-01-18,6.76399993896484,6.94000005722046,6.69999980926514,6.84000015258789,7134000,6.71842765808105
2019-01-21,6.84000015258789,6.94600009918213,6.66599988937378,6.88000011444092,3904500,6.75771713256836
2019-01-22,6.9060001373291,6.9060001373291,6.73000001907349,6.80399990081787,3543500,6.68306827545166
2019-01-23,6.75799989700317,6.85799980163574,6.66200017929077,6.73400020599365,3605500,6.61431217193604
2019-01-24,6.73400020599365,6.85200023651123,6.58599996566772,6.66599988937378,5584000,6.54752063751221
2019-01-28,6.65399980545044,6.65399980545044,6.51200008392334,6.59999990463257,3959000,6.48269319534302
2019-01-29,6.61600017547607,6.65000009536743,6.56400012969971,6.60400009155273,2780000,6.48662281036377
2019-01-30,6.60200023651123,6.69999980926514,6.5479998588562,6.69999980926514,6713000,6.58091592788696
2019-01-31,6.77199983596802,7.09600019454956,6.73199987411499,6.84800004959106,7572000,6.72628593444824
2019-02-01,6.86800003051758,6.89200019836426,6.70800018310547,6.80000019073486,2251000,6.67913913726807
2019-02-04,6.83599996566772,6.94000005722046,6.75600004196167,6.80399990081787,4744000,6.68306827545166
2019-02-05,6.80399990081787,6.91200017929077,6.36999988555908,6.69999980926514,14555000,6.58091592788696
2019-02-06,6.67999982833862,6.75600004196167,6.51999998092651,6.61399984359741,8913000,6.49644374847412
2019-02-07,6.59600019454956,6.69199991226196,6.46799993515015,6.59000015258789,7445000,6.47287178039551
2019-02-08,6.57200002670288,6.68599987030029,6.5,6.5939998626709,3157500,6.47679996490479
2019-02-11,6.59000015258789,6.69600009918213,6.52199983596802,6.65999984741211,6029500,6.54162693023682
2019-02-12,6.66400003433228,6.76200008392334,6.56799983978271,6.61999988555908,4528500,6.50233697891235
2019-02-13,6.59999990463257,6.77799987792969,6.53399991989136,6.69999980926514,6720500,6.58091592788696
2019-02-14,6.67799997329712,6.71999979019165,6.55200004577637,6.62599992752075,6936500,6.50823163986206
2019-02-15,6.62400007247925,6.79199981689453,6.62400007247925,6.74599981307983,2366500,6.6260986328125
2019-02-18,6.67399978637695,6.80000019073486,6.62599992752075,6.80000019073486,2322000,6.67913913726807
2019-02-19,6.80200004577637,6.85400009155273,6.66800022125244,6.67999982833862,3234000,6.56127166748047
2019-02-20,6.71000003814697,6.73000001907349,6.48199987411499,6.59999990463257,9251000,6.48269319534302
2019-02-21,6.60200023651123,6.62400007247925,6.44999980926514,6.5,8131500,6.38447046279907
2019-02-22,6.50400018692017,6.50600004196167,6.30200004577637,6.30200004577637,7723000,6.18999004364014
2019-02-25,6.35599994659424,6.59000015258789,6.26000022888184,6.47399997711182,6068500,6.35893249511719
2019-02-26,6.48600006103516,6.59999990463257,6.33599996566772,6.45599985122681,4982000,6.34125328063965
2019-02-27,6.45599985122681,6.55800008773804,6.40999984741211,6.49399995803833,6709000,6.378577709198
2019-02-28,6.49399995803833,6.5460000038147,6.42999982833862,6.51800012588501,8942500,6.40215158462524
2019-03-01,6.46600008010864,6.55999994277954,6.42000007629395,6.47599983215332,4899500,6.36089754104614
2019-03-06,6.4539999961853,6.55600023269653,6.37599992752075,6.4980001449585,3708000,6.38250684738159
2019-03-07,6.49599981307983,6.53000020980835,6.44000005722046,6.52199983596802,5581500,6.40607976913452
2019-03-08,6.49399995803833,6.56599998474121,6.48999977111816,6.55800008773804,3187000,6.44143962860107
2019-03-11,6.59999990463257,6.61800003051758,6.52799987792969,6.60400009155273,8007500,6.48662281036377
2019-03-12,6.57200002670288,6.68400001525879,6.46999979019165,6.59999990463257,4135000,6.48269319534302
2019-03-13,6.61199998855591,6.62200021743774,6.47399997711182,6.5,6387500,6.38447046279907
2019-03-14,6.43800020217896,6.43800020217896,6.15000009536743,6.17999982833862,34880000,6.0701584815979
2019-03-15,6.17999982833862,6.25400018692017,6.03399991989136,6.05999994277954,13917000,5.95229148864746
2019-03-18,6.05999994277954,6.06199979782104,5.69000005722046,5.88000011444092,38335000,5.77549028396606
2019-03-19,5.8600001335144,6.06799983978271,5.8600001335144,6.06799983978271,21775000,5.96015024185181
2019-03-20,6.10400009155273,6.10400009155273,5.96400022506714,6.01599979400635,17699500,5.90907335281372
2019-03-21,6.05800008773804,6.05800008773804,5.94600009918213,5.9980001449585,6818000,5.89139366149902
2019-03-22,5.96799993515015,5.96799993515015,5.87400007247925,5.96000003814697,3859000,5.85406923294067
2019-03-25,5.8899998664856,5.94799995422363,5.82200002670288,5.94000005722046,6770000,5.83442449569702
2019-03-26,5.98600006103516,6.08199977874756,5.88800001144409,6.07800006866455,13259000,5.96997117996216
2019-03-27,6.05999994277954,6.05999994277954,5.86999988555908,5.89599990844727,10370000,5.79120683670044
2019-03-28,5.8600001335144,6.1100001335144,5.80800008773804,6.1100001335144,8371000,6.00140285491943
2019-03-29,6.15999984741211,6.23000001907349,6.01800012588501,6.15199995040894,5695000,6.04265594482422
2019-04-01,6.18400001525879,6.21799993515015,6.10200023651123,6.16800022125244,5141000,6.05837297439575
2019-04-02,6.21999979019165,6.23799991607666,6.09999990463257,6.22200012207031,3972000,6.111412525177
2019-04-03,6.29199981689453,6.2960000038147,6.03200006484985,6.03200006484985,5572500,5.92478942871094
2019-04-04,6.07999992370605,6.11199998855591,5.80399990081787,5.8600001335144,11667000,5.75584650039673
2019-04-05,5.90999984741211,5.96799993515015,5.73000001907349,5.75,10108000,5.6478009223938
2019-04-08,5.76999998092651,5.82800006866455,5.58199977874756,5.59999990463257,9291000,5.50046682357788
2019-04-09,5.57999992370605,5.7039999961853,5.48999977111816,5.61999988555908,8034500,5.52011203765869
2019-04-10,5.67600011825562,5.71600008010864,5.53800010681152,5.65999984741211,6843500,5.55940055847168
2019-04-11,5.68599987030029,5.74200010299683,5.59200000762939,5.72399997711182,6047000,5.62226390838623
2019-04-12,5.72399997711182,5.75,5.58799982070923,5.61399984359741,5150500,5.51421785354614
2019-04-15,5.61999988555908,5.72599983215332,5.60400009155273,5.69799995422363,3163500,5.5967264175415
2019-04-16,5.6399998664856,5.72800016403198,5.60400009155273,5.67199993133545,3229500,5.57118701934814
2019-04-17,5.71400022506714,5.71600008010864,5.52799987792969,5.6100001335144,4346500,5.51028966903687
2019-04-18,5.57800006866455,5.73000001907349,5.54400014877319,5.69999980926514,4781500,5.59868860244751
2019-04-22,5.66599988937378,5.85400009155273,5.58599996566772,5.73999977111816,6925000,5.63797855377197
2019-04-23,5.76000022888184,5.86399984359741,5.69199991226196,5.82999992370605,6564000,5.75075626373291
2019-04-24,5.82999992370605,5.88399982452393,5.7480001449585,5.84600019454956,5428500,5.76653861999512
2019-04-25,5.88000011444092,5.98400020599365,5.73600006103516,5.94000005722046,7299500,5.85926151275635
2019-04-26,5.9079999923706,5.92399978637695,5.82200002670288,5.90999984741211,2808500,5.82966804504395
2019-04-29,5.93800020217896,6.00799989700317,5.85599994659424,5.92000007629395,5342500,5.83953332901001
2019-04-30,5.86399984359741,6.09999990463257,5.86399984359741,6.05200004577637,4775500,5.9697380065918
2019-05-02,5.98999977111816,6.1100001335144,5.98999977111816,6.07000017166138,6227500,5.98749399185181
2019-05-03,6.00799989700317,6.14200019836426,6.00799989700317,6.09600019454956,3726000,6.01314067840576
2019-05-06,5.98999977111816,6.1560001373291,5.96000003814697,6.11800003051758,3098500,6.03484153747559
2019-05-07,6.13800001144409,6.59800004959106,6.0460000038147,6.55000019073486,48164000,6.46096897125244
2019-05-08,6.80000019073486,7.05800008773804,6.68200016021729,6.91599988937378,28472500,6.82199478149414
2019-05-09,6.85799980163574,7.18800020217896,6.74200010299683,7.1100001335144,11723000,7.0133581161499
2019-05-10,7.1100001335144,7.1100001335144,6.84800004959106,7,6606000,6.90485239028931
2019-05-13,6.91800022125244,6.96000003814697,6.80399990081787,6.96000003814697,3854500,6.86539649963379
2019-05-14,6.93800020217896,7.05600023269653,6.88000011444092,6.96199989318848,7838500,6.86736917495728
2019-05-15,6.86600017547607,7.05000019073486,6.82000017166138,7,4933000,6.90485239028931
2019-05-16,7,7.00600004196167,6.93200016021729,6.93200016021729,8757500,6.83777761459351
2019-05-17,6.95599985122681,6.9980001449585,6.86199998855591,6.95800018310547,5418500,6.86342334747314
2019-05-20,7,7.1560001373291,7,7.09999990463257,8964000,7.00349378585815
2019-05-21,7.15000009536743,7.42199993133545,7.15000009536743,7.32200002670288,8322000,7.2224760055542
2019-05-22,7.32000017166138,7.4539999961853,7.28999996185303,7.39599990844727,8731000,7.29547071456909
2019-05-23,7.38800001144409,7.59999990463257,7.37799978256226,7.5,6749500,7.39805603027344
2019-05-24,7.51399993896484,7.56199979782104,7.42999982833862,7.46000003814697,4410000,7.35860013961792
2019-05-27,7.43599987030029,7.55000019073486,7.41200017929077,7.42999982833862,1156000,7.32900762557983
2019-05-28,7.47200012207031,7.50600004196167,7.23600006103516,7.38600015640259,6033500,7.28560590744019
2019-05-29,7.38399982452393,7.44000005722046,7.32200002670288,7.42799997329712,10883000,7.32703495025635
2019-05-30,7.42799997329712,7.54400014877319,7.27799987792969,7.27799987792969,6794500,7.17907428741455
2019-05-31,7.25799989700317,7.46199989318848,7.21999979019165,7.35599994659424,7566000,7.2560133934021
2019-06-03,7.35200023651123,7.48400020599365,7.34000015258789,7.42399978637695,4410000,7.32309007644653
2019-06-04,7.4060001373291,7.5,7.24200010299683,7.24200010299683,4258000,7.14356374740601
2019-06-05,7.20599985122681,7.42199993133545,7.19000005722046,7.35799980163574,3465500,7.25798559188843
