"Date","HAPV3.SA.Open","HAPV3.SA.High","HAPV3.SA.Low","HAPV3.SA.Close","HAPV3.SA.Volume","HAPV3.SA.Adjusted"
2018-04-26,5.80000019073486,5.84999990463257,5.43400001525879,5.56799983978271,29354000,5.43486547470093
2018-04-27,5.59800004959106,5.73000001907349,5.5,5.59999990463257,13982500,5.46610021591187
2018-04-30,5.57000017166138,5.59999990463257,5.51000022888184,5.53000020980835,5555500,5.39777374267578
2018-05-02,5.40000009536743,5.59000015258789,5.40000009536743,5.46199989318848,6425000,5.33139991760254
2018-05-03,5.42199993133545,5.57999992370605,5.3600001335144,5.4980001449585,11859000,5.36653852462769
2018-05-04,5.53399991989136,5.53399991989136,5.28000020980835,5.34999990463257,9492000,5.22207832336426
2018-05-07,5.32999992370605,5.40000009536743,5.32000017166138,5.40000009536743,5628000,5.27088212966919
2018-05-08,5.42999982833862,5.46000003814697,5.3600001335144,5.40000009536743,4736000,5.27088212966919
2018-05-09,5.40000009536743,5.41800022125244,5.31400012969971,5.38000011444092,4996000,5.25136041641235
2018-05-10,5.42000007629395,5.52799987792969,5.35599994659424,5.44000005722046,5946500,5.30992555618286
2018-05-11,5.4980001449585,5.6399998664856,5.49599981307983,5.51999998092651,8790000,5.38801288604736
2018-05-14,5.57800006866455,5.58799982070923,5.46400022506714,5.46400022506714,5256500,5.33335208892822
2018-05-15,5.61999988555908,5.82000017166138,5.59999990463257,5.78999996185303,13513000,5.65155744552612
2018-05-16,5.78999996185303,5.96199989318848,5.71000003814697,5.96199989318848,8844000,5.81944370269775
2018-05-17,6,6.19600009918213,6,6.05999994277954,7808000,5.91510152816772
2018-05-18,6.05999994277954,6.05999994277954,5.84600019454956,5.92000007629395,14701000,5.77844858169556
2018-05-21,5.94000005722046,6.21799993515015,5.80000019073486,6.15999984741211,9509000,6.01270914077759
2018-05-22,6.15999984741211,6.55999994277954,6.15999984741211,6.55000019073486,6941500,6.39338397979736
2018-05-23,6.55000019073486,6.55000019073486,6.19999980926514,6.53800010681152,7315000,6.38167142868042
2018-05-24,6.3600001335144,6.40399980545044,6.08400011062622,6.09999990463257,12331500,5.95414352416992
2018-05-25,6.06199979782104,6.20599985122681,6.00600004196167,6.19799995422363,8436500,6.04980182647705
2018-05-28,6.19799995422363,6.19799995422363,5.80600023269653,5.90000009536743,6411500,5.75892639160156
2018-05-29,5.96000003814697,6.07000017166138,5.76999998092651,5.9520001411438,2629500,5.80968379974365
2018-05-30,6.01999998092651,6.15000009536743,5.83799982070923,6,7408000,5.85653591156006
2018-06-01,6.12599992752075,6.19799995422363,5.7979998588562,5.97800016403198,5865500,5.83506202697754
2018-06-04,6.03999996185303,6.15999984741211,5.92199993133545,6.05999994277954,4560000,5.91510152816772
2018-06-05,6.01999998092651,6.01999998092651,5.76000022888184,5.85400009155273,3595500,5.71402597427368
2018-06-06,5.80399990081787,5.83599996566772,5.57999992370605,5.69600009918213,6656500,5.55980396270752
2018-06-07,5.69600009918213,5.69600009918213,5.36999988555908,5.51999998092651,8206000,5.38801288604736
2018-06-08,5.44600009918213,5.67799997329712,5.40000009536743,5.53000020980835,6645000,5.39777374267578
2018-06-11,5.56400012969971,5.65000009536743,5.3899998664856,5.55999994277954,3034000,5.42705678939819
2018-06-12,5.55999994277954,5.69399976730347,5.46799993515015,5.61600017547607,3053500,5.48171758651733
2018-06-13,5.62200021743774,5.62200021743774,5.30600023269653,5.34800004959106,11790500,5.22012519836426
2018-06-14,5.34000015258789,5.47800016403198,5.32000017166138,5.40399980545044,8048500,5.2747859954834
2018-06-15,5.40399980545044,5.40999984741211,5.13000011444092,5.40000009536743,5843500,5.27088212966919
2018-06-18,5.40000009536743,5.40000009536743,5.23999977111816,5.27600002288818,6980000,5.14984703063965
2018-06-19,5.31599998474121,5.67799997329712,5.26000022888184,5.57000017166138,2394000,5.4368166923523
2018-06-20,5.60200023651123,5.84000015258789,5.57999992370605,5.76000022888184,2124000,5.62227439880371
2018-06-21,5.69999980926514,5.83599996566772,5.46999979019165,5.64200019836426,3703500,5.50709533691406
2018-06-22,5.60200023651123,5.84000015258789,5.5460000038147,5.80000019073486,4482000,5.66131734848022
2018-06-25,5.86399984359741,5.90000009536743,5.76000022888184,5.90000009536743,13637500,5.75892639160156
2018-06-26,5.91400003433228,6,5.80999994277954,5.92399978637695,2298500,5.78235244750977
2018-06-27,5.94000005722046,6.05000019073486,5.82200002670288,6,1769500,5.85653591156006
2018-06-28,6,6.05600023269653,5.82999992370605,6.05600023269653,13831000,5.91119718551636
2018-06-29,5.97200012207031,6.10599994659424,5.82999992370605,5.97800016403198,7384000,5.83506202697754
2018-07-02,5.87599992752075,5.93800020217896,5.86399984359741,5.88000011444092,1320500,5.73940515518188
2018-07-03,5.92199993133545,5.95599985122681,5.73199987411499,5.84000015258789,2137500,5.70036125183105
2018-07-04,5.91800022125244,5.94600009918213,5.74599981307983,5.85799980163574,4814000,5.71793079376221
2018-07-05,5.85799980163574,5.89400005340576,5.75600004196167,5.84000015258789,5866500,5.70036125183105
2018-07-06,5.84000015258789,5.8439998626709,5.71000003814697,5.71000003814697,11536500,5.5734691619873
2018-07-10,5.74599981307983,5.87799978256226,5.67999982833862,5.7519998550415,4219000,5.61446523666382
2018-07-11,5.72200012207031,5.8899998664856,5.64400005340576,5.74200010299683,4077500,5.6047043800354
2018-07-12,5.73000001907349,5.94999980926514,5.62400007247925,5.94600009918213,3530000,5.80382585525513
2018-07-13,5.94799995422363,5.98000001907349,5.73400020599365,5.76399993896484,3343500,5.62617826461792
2018-07-16,5.76599979400635,5.87400007247925,5.66200017929077,5.69999980926514,2601000,5.56370735168457
2018-07-17,5.74399995803833,5.77600002288818,5.62400007247925,5.67399978637695,2290000,5.53833055496216
2018-07-18,5.66200017929077,5.86600017547607,5.65000009536743,5.86600017547607,6666500,5.7257399559021
2018-07-19,5.84000015258789,5.90999984741211,5.71000003814697,5.81799983978271,2540500,5.67888736724854
2018-07-20,5.90000009536743,6.06199979782104,5.8420000076294,6,5353000,5.85653591156006
2018-07-23,6.07800006866455,6.09600019454956,5.92199993133545,5.98600006103516,2179500,5.84287023544312
2018-07-24,6.02199983596802,6.05800008773804,5.94799995422363,6.01999998092651,2108500,5.87605810165405
2018-07-25,6.06199979782104,6.1399998664856,5.73600006103516,5.73600006103516,9799500,5.59884738922119
2018-07-26,5.74599981307983,5.79400014877319,5.46000003814697,5.5019998550415,6813500,5.37044286727905
2018-07-27,5.5479998588562,5.64200019836426,5.46600008010864,5.64200019836426,2997500,5.50709533691406
2018-07-30,5.63600015640259,5.6399998664856,5.44999980926514,5.48999977111816,4602000,5.35873031616211
2018-07-31,5.5479998588562,5.63800001144409,5.42000007629395,5.63199996948242,6460500,5.49733543395996
2018-08-01,5.56199979782104,5.73799991607666,5.55999994277954,5.73799991607666,1344000,5.60080003738403
2018-08-02,5.68400001525879,5.78800010681152,5.68400001525879,5.78800010681152,954000,5.64960479736328
2018-08-03,5.78800010681152,5.78800010681152,5.7039999961853,5.73000001907349,2568500,5.59299087524414
2018-08-06,5.69399976730347,5.70599985122681,5.53999996185303,5.55399990081787,3639500,5.42119979858398
2018-08-07,5.55000019073486,5.55999994277954,5.40399980545044,5.40399980545044,3193000,5.2747859954834
2018-08-08,5.44799995422363,5.48000001907349,5.26599979400635,5.38000011444092,4052000,5.25136041641235
2018-08-09,5.34000015258789,5.40399980545044,5.2480001449585,5.39200019836426,8194000,5.26307392120361
2018-08-10,5.40399980545044,5.48799991607666,5.33799982070923,5.38600015640259,2650500,5.2572169303894
2018-08-13,5.3899998664856,5.46999979019165,5.30999994277954,5.40000009536743,2406000,5.27088212966919
2018-08-14,5.35799980163574,5.35799980163574,5.08400011062622,5.28999996185303,7874000,5.16351318359375
2018-08-15,5.26000022888184,5.30399990081787,5.19999980926514,5.19999980926514,10535500,5.0756630897522
2018-08-16,5.21199989318848,5.23400020599365,4.96400022506714,5.01999998092651,24765000,4.89996767044067
2018-08-17,4.98199987411499,4.98199987411499,4.80000019073486,4.88000011444092,32077000,4.76331567764282
2018-08-20,4.91400003433228,4.98600006103516,4.90000009536743,4.94000005722046,6386500,4.82188081741333
2018-08-21,4.89200019836426,4.95599985122681,4.80200004577637,4.8899998664856,20765000,4.7730770111084
2018-08-22,4.84600019454956,5.03200006484985,4.84600019454956,5.01999998092651,7777000,4.89996767044067
2018-08-23,4.95599985122681,5.07600021362305,4.90999984741211,5.01000022888184,1898500,4.89020729064941
2018-08-24,5.05999994277954,5.15999984741211,5,5.14200019836426,2463000,5.01905155181885
2018-08-27,5.14200019836426,5.21999979019165,5.03000020980835,5.19199991226196,4777500,5.06785488128662
2018-08-28,5.18400001525879,5.19999980926514,5.0460000038147,5.13800001144409,4476000,5.01514625549316
2018-08-29,5.16800022125244,5.19999980926514,5.01599979400635,5.08199977874756,2433000,4.96048498153687
2018-08-30,5.06599998474121,5.17999982833862,5.01200008392334,5.17999982833862,3097000,5.05614137649536
2018-08-31,5.19799995422363,5.22399997711182,5.11600017547607,5.17799997329712,4428000,5.05419158935547
2018-09-03,5.17399978637695,5.19399976730347,5.05200004577637,5.09800004959106,2388000,4.97610330581665
2018-09-04,5.07999992370605,5.08199977874756,4.90799999237061,4.98799991607666,2943000,4.86873245239258
2018-09-05,4.97800016403198,5.16599988937378,4.97200012207031,5.0019998550415,1431000,4.88239860534668
2018-09-06,5.06400012969971,5.22599983215332,4.88000011444092,5.06799983978271,2086500,4.94682121276855
2018-09-10,5.16599988937378,5.23999977111816,5.08199977874756,5.1560001373291,2361000,5.03271722793579
2018-09-11,5.08400011062622,5.13399982452393,5.01599979400635,5.01599979400635,3760000,4.89606380462646
2018-09-12,5,5.09800004959106,4.87200021743774,4.98199987411499,2e+06,4.86287641525269
2018-09-13,5.03800010681152,5.04400014877319,4.80999994277954,4.8899998664856,3755500,4.7730770111084
2018-09-14,4.84600019454956,4.93599987030029,4.76000022888184,4.76599979400635,4042000,4.6520414352417
2018-09-17,4.78200006484985,5.05800008773804,4.76599979400635,5.01800012588501,1715000,4.89801549911499
2018-09-18,5.09200000762939,5.14599990844727,5.02799987792969,5.08799982070923,2921500,4.96634244918823
2018-09-19,5.02400016784668,5.09999990463257,4.69600009918213,4.69600009918213,7654000,4.58371591567993
2018-09-20,4.73999977111816,4.7519998550415,4.48199987411499,4.65999984741211,18854500,4.54857540130615
2018-09-21,4.6399998664856,4.8600001335144,4.63600015640259,4.73600006103516,4397500,4.62275791168213
2018-09-24,4.73600006103516,4.74599981307983,4.46400022506714,4.46999979019165,12472000,4.36311864852905
2018-09-25,4.40199995040894,4.59000015258789,4.20800018310547,4.36399984359741,9441500,4.25965356826782
2018-09-26,4.36600017547607,4.53999996185303,4.31199979782104,4.44000005722046,7041000,4.33383655548096
2018-09-27,4.47200012207031,4.76999998092651,4.44399976730347,4.68400001525879,9081000,4.57200193405151
2018-09-28,4.68400001525879,4.87200021743774,4.59800004959106,4.80000019073486,9186000,4.68522834777832
2018-10-01,4.79400014877319,4.79400014877319,4.67199993133545,4.71999979019165,5782000,4.60714054107666
2018-10-02,4.72599983215332,4.7979998588562,4.64200019836426,4.72200012207031,5871000,4.60909366607666
2018-10-03,4.82000017166138,5.02600002288818,4.71799993515015,4.80999994277954,6952000,4.6949896812439
2018-10-04,4.81799983978271,4.92600011825562,4.62400007247925,4.80000019073486,3025500,4.68522834777832
2018-10-05,4.8899998664856,4.8899998664856,4.59999990463257,4.66200017929077,5468500,4.55052804946899
2018-10-08,4.7020001411438,4.84200000762939,4.7020001411438,4.75,10458000,4.63642263412476
2018-10-09,4.77799987792969,4.90000009536743,4.66200017929077,4.66200017929077,6504000,4.55052804946899
2018-10-10,4.59999990463257,4.89799976348877,4.59200000762939,4.72200012207031,2247500,4.60909366607666
2018-10-11,4.71799993515015,4.89200019836426,4.68599987030029,4.84000015258789,3882500,4.72427177429199
2018-10-15,4.88800001144409,4.97800016403198,4.55999994277954,4.92000007629395,7806500,4.80235862731934
2018-10-16,4.91599988937378,5.17999982833862,4.87200021743774,5.04199981689453,7268000,4.92144203186035
2018-10-17,5.00400018692017,5.18200016021729,5.00400018692017,5.11600017547607,7809000,4.99367237091064
2018-10-18,5.11600017547607,5.24399995803833,5.11399984359741,5.15999984741211,3791000,5.03662109375
2018-10-19,5.16400003433228,5.21799993515015,4.96799993515015,5.05000019073486,2973000,4.92925071716309
2018-10-22,5.09000015258789,5.22800016403198,5.07999992370605,5.09800004959106,4691500,4.97610330581665
2018-10-23,5.10799980163574,5.19999980926514,5.06400012969971,5.15199995040894,3665500,5.02881145477295
2018-10-24,5.1399998664856,5.1399998664856,5.07000017166138,5.07999992370605,6214500,4.95853328704834
