"Date","YDUQ3.SA.Open","YDUQ3.SA.High","YDUQ3.SA.Low","YDUQ3.SA.Close","YDUQ3.SA.Volume","YDUQ3.SA.Adjusted"
2017-02-14,14.8599996566772,15.1400003433228,14.75,15.0200004577637,1532500,12.5889654159546
2017-02-15,15.1800003051758,15.2399997711182,14.9300003051758,15,1911700,12.5722036361694
2017-02-16,15.0200004577637,15.1400003433228,14.7799997329712,14.8500003814697,2403800,12.4464807510376
2017-02-17,14.6499996185303,15.6999998092651,14.6000003814697,15.6999998092651,2338200,13.1589069366455
2017-02-20,15.6999998092651,15.710000038147,15.3800001144409,15.5,865600,12.9912767410278
2017-02-21,15.3999996185303,15.75,15.2200002670288,15.6199998855591,1719800,13.091854095459
2017-02-22,15.5699996948242,15.5699996948242,14.7299995422363,15.1999998092651,1987400,12.7398338317871
2017-02-23,15.1899995803833,15.5500001907349,15.0699996948242,15.2600002288818,1593100,12.7901210784912
2017-02-24,15.0699996948242,15.2799997329712,14.9499998092651,14.9899997711182,1627200,12.5638208389282
2017-03-01,15.1999998092651,15.3000001907349,14.9300003051758,15.2399997711182,1383100,12.7733592987061
2017-03-02,15.2399997711182,15.3699998855591,14.9700002670288,15.0299997329712,2194000,12.5973472595215
2017-03-03,15.1999998092651,15.2399997711182,14.8199996948242,15.1499996185303,1336200,12.697925567627
2017-03-06,15.2299995422363,15.2299995422363,14.8500003814697,14.9700002670288,5421600,12.5470590591431
2017-03-07,14.9700002670288,15.2299995422363,14.8999996185303,15.1599998474121,795700,12.7063074111938
2017-03-08,15.1300001144409,15.2399997711182,14.6599998474121,14.789999961853,1077100,12.3961925506592
2017-03-09,14.7799997329712,15.0900001525879,14.3999996185303,14.3999996185303,2265500,12.069314956665
2017-03-10,14.5200004577637,15.4499998092651,14.4499998092651,15.4499998092651,1933800,12.9493684768677
2017-03-13,15.3100004196167,15.4499998092651,14.960000038147,15,1155000,12.5722036361694
2017-03-14,15.0699996948242,15.0699996948242,14.6999998092651,14.75,895500,12.3626661300659
2017-03-15,14.75,15.8400001525879,14.75,15.8000001907349,2285400,13.2427206039429
2017-03-16,15.8400001525879,16.2299995422363,15.789999961853,15.9399995803833,1681000,13.3600625991821
2017-03-17,15.5,15.5500001907349,15.0600004196167,15.1999998092651,3004600,12.7398338317871
2017-03-20,15.1999998092651,15.6999998092651,15.1999998092651,15.6199998855591,3423600,13.091854095459
2017-03-21,15.6499996185303,15.6899995803833,14.75,14.8999996185303,1562600,12.4883890151978
2017-03-22,14.9899997711182,15.0200004577637,14.5500001907349,14.75,2941400,12.3626661300659
2017-03-23,14.6300001144409,14.9300003051758,14.5900001525879,14.7799997329712,1064400,12.3878116607666
2017-03-24,14.6400003433228,15.2299995422363,14.6400003433228,14.8999996185303,2374100,12.4883890151978
2017-03-27,14.8800001144409,15.1300001144409,14.8000001907349,14.960000038147,1527200,12.5386781692505
2017-03-28,15.0299997329712,15.3000001907349,14.8299999237061,15.25,1436800,12.7817401885986
2017-03-29,15.3800001144409,15.4700002670288,15.0600004196167,15.2299995422363,1785200,12.7649765014648
2017-03-30,15.2299995422363,15.5699996948242,15.2200002670288,15.5699996948242,1535600,13.0499467849731
2017-03-31,15.460000038147,15.9399995803833,15.4099998474121,15.8699998855591,2873700,13.3013916015625
2017-04-03,15.9200000762939,15.9300003051758,15.460000038147,15.5500001907349,1238400,13.0331830978394
2017-04-04,15.6099996566772,15.6999998092651,15.3299999237061,15.3999996185303,1513600,12.9074602127075
2017-04-05,15.4899997711182,16.0799999237061,15.3999996185303,15.6800003051758,1477300,13.1421432495117
2017-04-06,15.5799999237061,16.4799995422363,15.4799995422363,16.2000007629395,2176900,13.5779800415039
2017-04-07,16.2000007629395,16.5,16,16,1897000,13.4103517532349
2017-04-10,15.9499998092651,16.2600002288818,15.8000001907349,16.2600002288818,1348800,13.6282691955566
2017-04-11,16.2600002288818,16.6299991607666,15.8900003433228,16.1200008392334,1039700,13.5109281539917
2017-04-12,16.2199993133545,16.6100006103516,16.1100006103516,16.4899997711182,1955600,13.8210411071777
2017-04-13,16.3600006103516,16.6100006103516,15.7299995422363,15.7399997711182,1800900,13.1924314498901
2017-04-17,15.6199998855591,16.75,15.6199998855591,16.7000007629395,2154900,13.9970541000366
2017-04-18,16.6299991607666,16.7999992370605,16.4099998474121,16.6000003814697,1116600,13.9132385253906
2017-04-19,16.6499996185303,16.8199996948242,16.4099998474121,16.6000003814697,985900,13.9132385253906
2017-04-20,16.4699993133545,16.7999992370605,16.4500007629395,16.7000007629395,1919600,14.2402334213257
2017-04-24,16.6900005340576,16.9099998474121,16.6100006103516,16.7000007629395,1797400,14.2402334213257
2017-04-25,16.6000003814697,17.2199993133545,16.2600002288818,17.1499996185303,2499500,14.6239519119263
2017-04-26,17.1499996185303,17.3999996185303,17,17.3999996185303,2190700,14.8371276855469
2017-04-27,17.4599990844727,17.9500007629395,17.0900001525879,17.4799995422363,2198000,14.9053449630737
2017-04-28,17.4799995422363,17.8899993896484,17.2999992370605,17.8299999237061,1795000,15.2037916183472
2017-05-02,17.9500007629395,18.3799991607666,17.4400005340576,18.2000007629395,2590900,15.5192947387695
2017-05-03,18.0599994659424,18.7199993133545,18.0599994659424,18.5,1984700,15.7751092910767
2017-05-04,18.5,18.5699996948242,18.1100006103516,18.3999996185303,1685500,15.6898365020752
2017-05-05,18.1700000762939,18.8400001525879,18.1599998474121,18.6000003814697,1539600,15.8603811264038
2017-05-08,18.5799999237061,18.7000007629395,17.7600002288818,18.1299991607666,1764400,15.4596061706543
2017-05-09,17.9500007629395,18.3199996948242,17.9099998474121,18.2999992370605,1670700,15.604567527771
2017-05-10,18.2099990844727,18.6200008392334,18.1499996185303,18.6200008392334,2874200,15.8774328231812
2017-05-11,18.4599990844727,18.6499996185303,18.2199993133545,18.2999992370605,2537000,15.604567527771
2017-05-12,18.2999992370605,18.5599994659424,18.2999992370605,18.4500007629395,1702200,15.7324733734131
2017-05-15,18.2999992370605,18.6000003814697,18.1499996185303,18.3999996185303,2144500,15.6898365020752
2017-05-16,18.3400001525879,18.5699996948242,18.2099990844727,18.5699996948242,3782100,15.8347978591919
2017-05-17,18.5,18.6299991607666,18.1700000762939,18.3500003814697,1817400,15.6472024917603
2017-05-18,16.1000003814697,17.1000003814697,15.0799999237061,16,4283800,13.6433372497559
2017-05-19,16,17.5300006866455,15.9399995803833,17.4300003051758,3032500,14.8627109527588
2017-05-22,16.9500007629395,17.1200008392334,16.6100006103516,16.9699993133545,1914200,14.4704627990723
2017-05-23,17,17.3099994659424,16.8299999237061,17.3099994659424,1169900,14.76038646698
2017-05-24,17.2999992370605,17.9300003051758,17.25,17.5,1654900,14.9224014282227
2017-05-25,17.6100006103516,17.8099994659424,17.2000007629395,17.6000003814697,1747800,15.0076704025269
2017-05-26,17.7399997711182,17.9799995422363,17.6800003051758,17.8400001525879,3190900,15.2123212814331
2017-05-29,17.8400001525879,17.8400001525879,17.8400001525879,17.8400001525879,0,15.2123212814331
2017-05-30,17.1399993896484,17.75,17.1100006103516,17.6000003814697,1133700,15.0076704025269
2017-05-31,17.5,18.0100002288818,17.1800003051758,17.3899993896484,2166500,14.8285989761353
2017-06-01,17.3500003814697,17.4500007629395,17.0799999237061,17.2000007629395,1165500,14.6665887832642
2017-06-02,17.3999996185303,17.4799995422363,16.8400001525879,17.1000003814697,1108400,14.581316947937
2017-06-05,16.7900009155273,16.8600006103516,15.710000038147,15.8999996185303,3837100,13.5580654144287
2017-06-06,16.0900001525879,16.6399993896484,15.7200002670288,16.5599994659424,2731500,14.1208524703979
2017-06-07,16.5300006866455,17.2000007629395,16.5300006866455,17.1900005340576,2672600,14.6580610275269
2017-06-08,17.0400009155273,17.1200008392334,16.5599994659424,17.1200008392334,843000,14.5983715057373
2017-06-09,17.2000007629395,17.2900009155273,16.8999996185303,17,1466200,14.4960451126099
2017-06-12,16.9099998474121,17.2999992370605,16.6499996185303,17.0499992370605,1055500,14.5386800765991
2017-06-13,17.1599998474121,17.1700000762939,16.6800003051758,16.8999996185303,1157200,14.410774230957
2017-06-14,16.8799991607666,17.1000003814697,16.5799999237061,17.0300006866455,2785500,14.5216283798218
2017-06-15,17.0300006866455,17.0300006866455,17.0300006866455,17.0300006866455,0,14.5216283798218
2017-06-16,17.0300006866455,17.0300006866455,16.5200004577637,16.9500007629395,1483100,14.4534101486206
2017-06-19,16.9300003051758,17.0900001525879,16.6599998474121,17.0100002288818,1594500,14.5045719146729
2017-06-20,16.7999992370605,16.8600006103516,15.5799999237061,15.8000001907349,3866000,13.4727964401245
2017-06-21,15.8100004196167,15.8400001525879,14.25,14.6499996185303,9170500,12.4921798706055
2017-06-22,14.7799997329712,15.289999961853,14.5600004196167,15.1599998474121,5915000,12.9270620346069
2017-06-23,15.2200002670288,16,14.5299997329712,15.6800003051758,4112700,13.3704710006714
2017-06-26,15.6199998855591,15.9700002670288,15.25,15.3999996185303,1548000,13.1317129135132
2017-06-27,15.4700002670288,15.4899997711182,14.789999961853,14.8000001907349,4808100,12.6200866699219
2017-06-28,14.6999998092651,14.789999961853,14.1499996185303,14.6999998092651,4388300,12.5348148345947
2017-06-29,14.5,14.8900003433228,14.2200002670288,14.3999996185303,6541300,12.2790040969849
2017-06-30,14.5100002288818,14.7600002288818,14.3000001907349,14.6199998855591,10426100,12.4665994644165
2017-07-03,14.6800003051758,14.9799995422363,14.6199998855591,14.6400003433228,5903900,12.4836549758911
2017-07-04,14.75,14.9799995422363,14.6800003051758,14.9099998474121,1239000,12.7138843536377
2017-07-05,14.960000038147,15.2399997711182,14.6300001144409,15,4260700,12.7906293869019
2017-07-06,15.1199998855591,15.1199998855591,14.5,14.7299995422363,1326900,12.560396194458
2017-07-07,14.7700004577637,15.1199998855591,14.7700004577637,15,1891200,12.7906293869019
2017-07-10,14.9399995803833,15.3800001144409,14.9300003051758,15.25,1666800,13.0038061141968
2017-07-11,15.289999961853,15.3299999237061,14.9799995422363,15.2200002670288,2543200,12.9782238006592
2017-07-12,15.3299999237061,15.7700004577637,15.2200002670288,15.5100002288818,3225200,13.2255096435547
2017-07-13,15.539999961853,15.9499998092651,15.5299997329712,15.6000003814697,2248400,13.3022537231445
2017-07-14,15.5200004577637,15.9200000762939,15.5200004577637,15.8699998855591,1882000,13.5324859619141
2017-07-17,15.7600002288818,16.0799999237061,15.7600002288818,16,991500,13.6433372497559
2017-07-18,16.0799999237061,16.2999992370605,15.8599996566772,16.1800003051758,1575800,13.7968244552612
2017-07-19,16.1200008392334,16.4799995422363,15.960000038147,16.4799995422363,3931600,14.052638053894
2017-07-20,16.4500007629395,16.6499996185303,16.1399993896484,16.4400005340576,1146500,14.0185289382935
2017-07-21,16.4400005340576,16.5,16.0400009155273,16.1299991607666,1347900,13.7541875839233
2017-07-24,16.1299991607666,16.7399997711182,16.0799999237061,16.6700000762939,1154900,14.2146520614624
2017-07-25,16.6700000762939,16.8999996185303,16.4699993133545,16.8999996185303,2309900,14.410774230957
2017-07-26,16.9699993133545,17.5400009155273,16.7399997711182,16.8400001525879,1187400,14.3596134185791
2017-07-27,16.9300003051758,17.2000007629395,16.8799991607666,17.1800003051758,1310000,14.6495342254639
2017-07-28,17.8099994659424,19.7199993133545,17.8099994659424,19.7199993133545,22540700,16.8154125213623
2017-07-31,19.6000003814697,20.5,19.0100002288818,20.3999996185303,4040600,17.3952541351318
2017-08-01,20.3999996185303,20.5599994659424,20,20.2900009155273,3001500,17.3014583587646
2017-08-02,20.0799999237061,20.8799991607666,19.2299995422363,19.5,6537200,16.6278171539307
2017-08-03,19.5,19.5,18.3799991607666,18.4500007629395,7348500,15.7324733734131
2017-08-04,18.4599990844727,18.9899997711182,18.0799999237061,18.5499992370605,5915600,15.8177423477173
2017-08-07,18.5,19.2999992370605,18.5,19,7005000,16.2014636993408
2017-08-08,19.0100002288818,19.5599994659424,19.0100002288818,19.3500003814697,2027300,16.4999103546143
2017-08-09,19.1800003051758,19.3299999237061,18.9099998474121,19.1399993896484,4069400,16.3208446502686
2017-08-10,19.2399997711182,19.6100006103516,19.0400009155273,19.2000007629395,5455100,16.3720054626465
2017-08-11,19.2999992370605,19.4899997711182,19.2199993133545,19.4500007629395,4327900,16.5851821899414
2017-08-14,19.4899997711182,19.9799995422363,19.3700008392334,19.9799995422363,3638700,17.0371170043945
2017-08-15,19.9699993133545,20.8600006103516,19.9200000762939,20.8299999237061,3880200,17.7619190216064
2017-08-16,20.7999992370605,21.2099990844727,20.5699996948242,21.1200008392334,2927200,18.009204864502
2017-08-17,21.1499996185303,21.7999992370605,20.7399997711182,21.7700004577637,14733600,18.5634670257568
2017-08-18,21.8600006103516,22.6599998474121,21.7600002288818,22.5,6359900,19.185941696167
2017-08-21,22.5900001525879,23.4099998474121,22.3700008392334,23.1700000762939,3849000,19.7572593688965
2017-08-22,23.5499992370605,24.3299999237061,23.0100002288818,24.2600002288818,4262000,20.686710357666
2017-08-23,24.1499996185303,25,23.6200008392334,24.8999996185303,5795700,21.232442855835
2017-08-24,24.7999992370605,25.8099994659424,24.5599994659424,25.5200004577637,5089000,21.7611236572266
2017-08-25,25.5200004577637,25.6900005340576,24.7099990844727,25.0799999237061,3943900,21.385929107666
2017-08-28,24.9500007629395,25.2999992370605,24.9500007629395,25.2099990844727,2170700,21.4967803955078
2017-08-29,25,25.3899993896484,24.9300003051758,25.2999992370605,2726200,21.5735244750977
2017-08-30,25.2600002288818,26.2800006866455,25.2600002288818,26.2800006866455,4577100,22.4091835021973
2017-08-31,26.2800006866455,26.5,25.4699993133545,25.8099994659424,5450800,22.0084095001221
2017-09-01,25.7000007629395,26.5200004577637,25.6800003051758,26.3899993896484,3855200,22.5029811859131
2017-09-04,26.1900005340576,26.6299991607666,25.7099990844727,26.5200004577637,1808300,22.6138324737549
2017-09-05,26.6700000762939,26.9300003051758,26.2099990844727,26.5200004577637,2459900,22.6138324737549
2017-09-06,26.3999996185303,28.0900001525879,26.3999996185303,28.0900001525879,3504700,23.9525871276855
2017-09-07,28.0900001525879,28.0900001525879,28.0900001525879,28.0900001525879,0,23.9525871276855
2017-09-08,28.1499996185303,28.5900001525879,27.7700004577637,27.7999992370605,3504200,23.7052974700928
2017-09-11,27.9200000762939,28.6000003814697,27.9200000762939,28.5,3099800,24.3021945953369
2017-09-12,28.4899997711182,29.0799999237061,28.0200004577637,28.0799999237061,4000500,23.9440593719482
2017-09-13,28.25,28.6299991607666,27.6100006103516,28.4500007629395,5313300,24.259557723999
2017-09-14,28.4500007629395,28.5400009155273,28.1000003814697,28.3999996185303,7573200,24.2169246673584
2017-09-15,28.5900001525879,28.6399993896484,27.8799991607666,28.5,4326800,24.3021945953369
2017-09-18,28.2600002288818,28.8199996948242,27.8700008392334,27.8700008392334,5198400,23.7649879455566
2017-09-19,28,28.3199996948242,27.6299991607666,27.8600006103516,4467700,23.756462097168
2017-09-20,27.75,28.75,27.75,28.6000003814697,11239700,24.3874664306641
2017-09-21,28.7600002288818,29.7800006866455,28.25,29.7299995422363,8434000,25.3510246276855
2017-09-22,29.8899993896484,30.75,29.1100006103516,30.3999996185303,4526100,25.922342300415
2017-09-25,30.3999996185303,30.6299991607666,28.2600002288818,28.6000003814697,6332500,24.3874664306641
2017-09-26,28.6200008392334,29.8999996185303,28.6200008392334,29.6000003814697,8324600,25.2401733398438
2017-09-27,29.6200008392334,29.9300003051758,29.1399993896484,29.5599994659424,3546700,25.2060642242432
2017-09-28,29.4400005340576,30.7700004577637,29.3199996948242,30.75,4224600,26.2207889556885
2017-09-29,30.9200000762939,31.4799995422363,30.8099994659424,30.9899997711182,4062500,26.4254379272461
2017-10-02,30.9899997711182,32,30.8899993896484,31.8199996948242,4529100,27.1331882476807
2017-10-03,31.7800006866455,33.0900001525879,31.6299991607666,32.5,3749300,27.7130279541016
2017-10-04,32.7999992370605,33.310001373291,32.2099990844727,33.310001373291,3021600,28.4037246704102
2017-10-05,33.310001373291,33.9000015258789,31.5300006866455,31.75,4656600,27.0734996795654
2017-10-06,31.4799995422363,32.6500015258789,31.2600002288818,32.4799995422363,3077800,27.6959743499756
2017-10-09,32.7999992370605,32.7999992370605,30.7099990844727,31.6499996185303,2962500,26.988224029541
2017-10-10,32.0099983215332,32.5099983215332,30.9300003051758,32.3300018310547,5460700,27.5680694580078
2017-10-11,32.3600006103516,32.3800010681152,30.7700004577637,31.1399993896484,5332400,26.5533466339111
2017-10-12,31.1399993896484,31.1399993896484,31.1399993896484,31.1399993896484,0,26.5533466339111
2017-10-13,31.1299991607666,31.5400009155273,30.3099994659424,31.3899993896484,2907400,26.7665214538574
2017-10-16,31.75,31.9899997711182,30.4300003051758,30.8700008392334,3450300,26.3231143951416
2017-10-17,30.9200000762939,31.2700004577637,30.3600006103516,31.1499996185303,3487100,26.5618705749512
2017-10-18,31.3199996948242,31.9400005340576,30.9300003051758,31.6000003814697,4164800,26.945592880249
2017-10-19,31.5799999237061,31.5799999237061,29.8199996948242,30.8500003814697,4329800,26.3060569763184
2017-10-20,30.6200008392334,31.0599994659424,30.3999996185303,30.9500007629395,2698500,26.3913326263428
2017-10-23,31.1499996185303,31.1499996185303,29.0300006866455,29.3999996185303,3537500,25.0696296691895
2017-10-24,31.1499996185303,31.1499996185303,29.0300006866455,29.9599990844727,2233900,25.5471458435059
2017-10-25,30.1599998474121,30.3899993896484,29.2600002288818,30.1100006103516,1389900,25.6750564575195
2017-10-26,30.3799991607666,30.5499992370605,29.0900001525879,29.7900009155273,3935200,25.4021873474121
2017-10-27,29.8099994659424,30.0900001525879,27.8199996948242,28.3999996185303,9040200,24.2169246673584
2017-10-30,28.1499996185303,28.8500003814697,27.7299995422363,28.2999992370605,4773800,24.131649017334
2017-10-31,28.3299999237061,29.7900009155273,28.3299999237061,29.3299999237061,4695200,25.0099430084229
2017-11-01,29.5499992370605,30,28.4500007629395,28.8600006103516,3673600,24.6091690063477
2017-11-02,28.8600006103516,28.8600006103516,28.8600006103516,28.8600006103516,0,24.6091690063477
2017-11-03,28.8600006103516,29.2299995422363,27.1299991607666,28.4799995422363,2793200,24.2851390838623
2017-11-06,28.4799995422363,28.6700000762939,27.7900009155273,28.1000003814697,2893900,23.9611110687256
2017-11-07,27.7199993133545,28.1900005340576,26.9500007629395,28.0200004577637,4777800,23.892894744873
2017-11-08,28.0200004577637,30.1200008392334,27.6900005340576,30.1200008392334,4083900,25.6835823059082
2017-11-09,30.1200008392334,30.1200008392334,28.75,29.1200008392334,3599700,24.8308734893799
2017-11-10,29.1200008392334,29.3500003814697,27.7999992370605,28,3218500,23.8758392333984
2017-11-13,28,29.2900009155273,27.4400005340576,29.1399993896484,2435100,24.8479290008545
2017-11-14,29.1399993896484,29.6900005340576,28.2999992370605,28.4699993133545,2931700,24.276611328125
2017-11-15,28.4699993133545,28.4699993133545,28.4699993133545,28.4699993133545,0,24.276611328125
2017-11-16,28.4599990844727,29.6599998474121,28.2600002288818,29.6200008392334,2402100,25.2572288513184
2017-11-17,29.7000007629395,31.1299991607666,29.2299995422363,31.1299991607666,5104600,26.5448169708252
2017-11-20,31.1299991607666,31.1299991607666,31.1299991607666,31.1299991607666,0,26.5448169708252
2017-11-21,31.2000007629395,31.7900009155273,31.2000007629395,31.2999992370605,5984000,26.6897773742676
2017-11-22,31.3099994659424,31.7399997711182,30.7600002288818,31,2629000,26.4339637756348
2017-11-23,30.9799995422363,31.6599998474121,30.5599994659424,31.5900001525879,1259800,26.9370632171631
2017-11-24,31.3099994659424,31.7700004577637,31.2000007629395,31.6000003814697,1062500,26.945592880249
2017-11-27,31.2900009155273,31.7000007629395,30.5100002288818,31.7000007629395,2550400,27.0308647155762
2017-11-28,31.7000007629395,32.2200012207031,31.5200004577637,32.0299987792969,2326500,27.312255859375
2017-11-29,31.9500007629395,32.0099983215332,30.3199996948242,30.7900009155273,3795700,26.2548961639404
2017-11-30,30.4400005340576,30.9699993133545,29.2199993133545,30.6499996185303,4515700,26.13551902771
2017-12-01,30.2700004577637,30.7299995422363,29.7099990844727,30.2999992370605,1934200,25.8370704650879
2017-12-04,30.75,31.0300006866455,29.9899997711182,30.6100006103516,1714800,26.1014080047607
2017-12-05,30.8400001525879,31.2399997711182,30.1200008392334,30.3999996185303,1431800,25.922342300415
2017-12-06,30.1000003814697,31.6499996185303,30.0100002288818,31.3500003814697,3746500,26.7324123382568
2017-12-07,30.6299991607666,31.2600002288818,30.5499992370605,30.7099990844727,1596300,26.1866798400879
2017-12-08,30.8500003814697,31.5900001525879,30.8400001525879,31.4500007629395,2909800,26.8176860809326
2017-12-11,31.5100002288818,31.8299999237061,29.8299999237061,29.8999996185303,2628600,25.4959850311279
2017-12-12,29.9099998474121,31.3400001525879,29.5900001525879,31.2800006866455,2295900,26.6727237701416
2017-12-13,31.3099994659424,32.9799995422363,30.7999992370605,31.25,5274700,26.6471405029297
2017-12-14,30.7399997711182,31.4699993133545,30.4799995422363,30.9899997711182,2347200,26.4254379272461
2017-12-15,30.7000007629395,32.4700012207031,30.7000007629395,32.2299995422363,3002000,27.4827976226807
2017-12-18,32.5499992370605,33.1800003051758,31.9300003051758,33,3019000,28.13938331604
2017-12-19,32.9199981689453,33.3899993896484,32.5,32.8800010681152,1393300,28.0370578765869
2017-12-20,32.9900016784668,33.689998626709,32.8300018310547,33.4000015258789,1903400,28.4804668426514
2017-12-21,33.3800010681152,34.2000007629395,32.9000015258789,34.2000007629395,2978300,29.162633895874
2017-12-22,33.9099998474121,34.5099983215332,33.2299995422363,34.0999984741211,2297200,29.0773601531982
2017-12-25,34.0999984741211,34.0999984741211,34.0999984741211,34.0999984741211,0,29.0773601531982
2017-12-26,33.9000015258789,34.560001373291,33.9000015258789,34.189998626709,1906000,29.1541061401367
2017-12-27,34.2299995422363,34.4500007629395,33.810001373291,33.8800010681152,1241300,28.8897686004639
2017-12-28,33.9900016784668,34.0900001525879,32.7599983215332,32.8199996948242,3567800,27.985897064209
2017-12-29,32.8199996948242,32.8199996948242,32.8199996948242,32.8199996948242,0,27.985897064209
2018-01-02,32.6500015258789,34.0900001525879,32.6500015258789,33.8699989318848,2677200,28.8812370300293
2018-01-03,33.5,34.2099990844727,33.3199996948242,33.9000015258789,1468000,28.9068202972412
2018-01-04,33.9000015258789,34.3300018310547,33.2999992370605,33.7599983215332,2086000,28.7874374389648
2018-01-05,33.5999984741211,33.75,32.9799995422363,33.2999992370605,1757300,28.3951950073242
2018-01-08,33.2999992370605,33.75,32.7700004577637,33.4199981689453,3714800,28.4975166320801
2018-01-09,33.4099998474121,33.5499992370605,32.5499992370605,32.8499984741211,2722400,28.0114765167236
2018-01-10,32.3499984741211,32.9700012207031,32.2900009155273,32.8800010681152,1710100,28.0370578765869
2018-01-11,34,34,33.25,33.8899993896484,3160600,28.8982944488525
2018-01-12,33.8600006103516,33.9000015258789,32.8300018310547,33,5761400,28.13938331604
2018-01-15,32.9900016784668,33.1800003051758,32.4599990844727,32.7099990844727,1451800,27.8920936584473
2018-01-16,32.8400001525879,33.060001373291,32.2200012207031,32.5,1906200,27.7130279541016
2018-01-17,32.5,33.1800003051758,32.1300010681152,33,2954300,28.13938331604
2018-01-18,33,33.2700004577637,32.4500007629395,32.8499984741211,2038400,28.0114765167236
2018-01-19,32.8600006103516,33.1800003051758,32.5699996948242,32.7200012207031,1457500,27.9006252288818
2018-01-22,32.5800018310547,32.9099998474121,31.8299999237061,32.25,4276100,27.4998512268066
2018-01-23,32.25,32.7000007629395,31.1299991607666,31.25,4144500,26.6471405029297
2018-01-24,31.9200000762939,32.7999992370605,31.3899993896484,32.5,8059100,27.7130279541016
2018-01-25,32.5,32.5,32.5,32.5,0,27.7130279541016
2018-01-26,32.9900016784668,34.4000015258789,32.7000007629395,33.7000007629395,6109000,28.7362804412842
2018-01-29,33.7999992370605,34.6699981689453,33.0499992370605,33.4199981689453,3073400,28.4975166320801
2018-01-30,33.4000015258789,33.7099990844727,32.8699989318848,33.7099990844727,2147400,28.7448062896729
2018-01-31,34.0200004577637,35.5299987792969,33.9300003051758,35.0499992370605,3236100,29.8874320983887
2018-02-01,34.9000015258789,35.9900016784668,34.7999992370605,35.9900016784668,2765500,30.6889877319336
2018-02-02,35.6100006103516,35.7900009155273,34.7099990844727,35.4599990844727,2787300,30.2370433807373
2018-02-05,34.8600006103516,35.9500007629395,34.6199989318848,34.6199989318848,1534900,29.52077293396
2018-02-06,34.5200004577637,35.939998626709,34,35.3499984741211,3074300,30.1432456970215
2018-02-07,35.3199996948242,36.2999992370605,35.2299995422363,35.5,4378100,30.2711563110352
2018-02-08,35.5,35.9900016784668,33.7200012207031,34.25,4375200,29.2052726745605
