"Date","PCAR3.SA.Open","PCAR3.SA.High","PCAR3.SA.Low","PCAR3.SA.Close","PCAR3.SA.Volume","PCAR3.SA.Adjusted"
2017-01-02,6.22457695007324,6.22457695007324,6.22457695007324,6.22457695007324,0,4.5879340171814
2017-01-03,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,2265,4.48936367034912
2017-01-04,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-05,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-06,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-09,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-10,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-11,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-12,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-13,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-16,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-17,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-18,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-19,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-20,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-23,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-24,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-26,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-27,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-30,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,0,4.48936367034912
2017-01-31,6.09084320068359,6.09084320068359,6.09084320068359,6.09084320068359,755,4.48936367034912
2017-02-01,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,755,10.7354345321655
2017-02-02,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-03,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-06,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-07,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-08,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-09,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-10,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-13,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-14,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-15,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-16,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-17,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-20,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-21,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-22,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
2017-02-23,14.5650596618652,14.5650596618652,14.5650596618652,14.5650596618652,0,10.7354345321655
