"Date","BHIA3.SA.Open","BHIA3.SA.High","BHIA3.SA.Low","BHIA3.SA.Close","BHIA3.SA.Volume","BHIA3.SA.Adjusted"
2017-01-02,82.0241546630859,83.1178131103516,79.6181106567383,83.1178131103516,1645,82.7084808349609
2017-01-03,83.1178131103516,86.8362426757812,80.9304962158203,81.3679656982422,1453,80.9672470092773
2017-01-04,81.1492309570312,83.5552749633789,81.1492309570312,82.8990783691406,123,82.4908218383789
2017-01-05,82.0241546630859,83.1178131103516,80.9304962158203,83.1178131103516,498,82.7084808349609
2017-01-06,81.3679656982422,82.2428894042969,79.8368453979492,82.2428894042969,64,81.8378677368164
2017-01-09,83.1178131103516,83.1178131103516,81.1492309570312,82.0241546630859,109,81.6202011108398
2017-01-10,81.5866928100586,81.5866928100586,78.9619216918945,78.9619216918945,338,78.5730514526367
2017-01-11,80.9304962158203,80.9304962158203,76.3371505737305,76.5558776855469,585,76.1788558959961
2017-01-12,77.4308013916016,78.5244598388672,74.3685684204102,75.4622192382812,918,75.0905914306641
2017-01-13,75.2434921264648,76.5558776855469,71.0876007080078,71.7437973022461,2372,71.3904800415039
2017-01-16,71.7437973022461,72.8374481201172,71.0876007080078,72.8374481201172,576,72.4787445068359
2017-01-17,75.4622192382812,77.6495361328125,72.8374481201172,72.8374481201172,704,72.4787445068359
2017-01-18,76.5558776855469,76.5558776855469,69.9939422607422,70.6501388549805,813,70.3022003173828
2017-01-19,70.2126770019531,70.6501388549805,68.6815567016602,70.2126770019531,694,69.8668975830078
2017-01-20,69.1190185546875,69.1190185546875,68.6815567016602,69.1190185546875,342,68.7786254882812
2017-01-23,69.3377532958984,74.3685684204102,68.6815567016602,68.6815567016602,896,68.3433227539062
2017-01-24,69.3377532958984,70.8688735961914,68.9002914428711,69.9939422607422,1024,69.6492462158203
2017-01-26,72.1812591552734,73.2749099731445,69.3377532958984,69.3377532958984,882,68.9962844848633
2017-01-27,69.9939422607422,71.9625244140625,69.3377532958984,70.4314117431641,978,70.0845565795898
2017-01-30,70.2126770019531,70.2126770019531,68.4628295898438,69.9939422607422,854,69.6492462158203
2017-01-31,71.3063354492188,72.1812591552734,71.0876007080078,71.0876007080078,608,70.7375106811523
2017-02-01,71.0876007080078,71.9625244140625,69.5564804077148,71.9625244140625,553,71.6081237792969
2017-02-02,71.9625244140625,75.4622192382812,69.9939422607422,75.4622192382812,1526,75.0905914306641
2017-02-03,75.4622192382812,78.5244598388672,71.5250625610352,71.7437973022461,2336,71.3904800415039
2017-02-06,75.4622192382812,80.493034362793,75.0247573852539,75.4622192382812,1581,75.0905914306641
2017-02-07,75.4622192382812,75.4622192382812,73.4936447143555,75.2434921264648,932,74.8729400634766
2017-02-08,75.2434921264648,76.3371505737305,74.3685684204102,75.0247573852539,402,74.6552810668945
2017-02-09,76.9933395385742,81.8054275512695,75.4622192382812,78.7431869506836,909,78.3554000854492
2017-02-10,79.8368453979492,82.0241546630859,79.6181106567383,81.1492309570312,1408,80.7495956420898
2017-02-13,80.9304962158203,82.2428894042969,74.3685684204102,82.0241546630859,1142,81.6202011108398
2017-02-14,82.8990783691406,82.8990783691406,77.8682632446289,80.9304962158203,1129,80.5319366455078
2017-02-15,82.2428894042969,82.2428894042969,77.8682632446289,79.1806488037109,1238,78.7907028198242
2017-02-16,79.1806488037109,82.0241546630859,79.1806488037109,79.8368453979492,320,79.4436721801758
2017-02-17,80.7117691040039,80.7117691040039,78.7431869506836,80.0555725097656,420,79.6613159179688
2017-02-20,79.8368453979492,83.9927368164062,79.8368453979492,83.9927368164062,1874,83.5790939331055
2017-02-21,83.9927368164062,90.7733993530273,83.9927368164062,87.9298934936523,384,87.4968643188477
2017-02-22,88.3673553466797,88.3673553466797,80.9304962158203,86.8362426757812,1933,86.4085998535156
2017-02-23,87.0549697875977,88.3673553466797,83.9927368164062,86.6175079345703,841,86.1909408569336
2017-02-24,80.493034362793,88.3673553466797,78.3057250976562,88.3673553466797,1522,87.9321670532227
2017-03-01,89.023551940918,90.7733993530273,88.3673553466797,90.7733993530273,283,90.3263626098633
2017-03-02,90.7733993530273,90.9921264648438,84.2114639282227,85.5238494873047,278,85.102668762207
2017-03-03,85.961311340332,87.492431640625,84.2114639282227,85.0863876342773,1773,84.6673583984375
2017-03-06,87.2737045288086,87.2737045288086,80.9304962158203,85.0863876342773,996,84.6673583984375
2017-03-07,84.64892578125,87.492431640625,82.0241546630859,84.8676605224609,356,84.44970703125
2017-03-08,86.180046081543,87.492431640625,84.2114639282227,84.4301986694336,635,84.014404296875
2017-03-09,85.0863876342773,85.0863876342773,82.0241546630859,83.1178131103516,114,82.7084808349609
2017-03-10,83.1178131103516,90.9921264648438,82.0241546630859,86.180046081543,987,85.7556304931641
2017-03-13,90.9921264648438,91.867057800293,89.6797409057617,91.867057800293,1261,91.4146423339844
2017-03-14,91.867057800293,96.2416763305664,87.7111663818359,96.0229415893555,1161,95.5500564575195
2017-03-15,91.2108612060547,93.6169052124023,87.492431640625,90.7733993530273,1115,90.3263626098633
2017-03-16,90.9921264648438,93.3981704711914,90.7733993530273,90.7733993530273,630,90.3263626098633
2017-03-17,92.3045196533203,93.3981704711914,87.9298934936523,87.9298934936523,493,87.4968643188477
2017-03-20,87.2737045288086,90.7733993530273,86.3987731933594,90.3359375,352,89.8910522460938
2017-03-21,90.3359375,90.7733993530273,86.6175079345703,87.0549697875977,498,86.6262435913086
2017-03-22,87.0549697875977,87.0549697875977,85.3051223754883,85.3051223754883,493,84.8850173950195
2017-03-23,85.3051223754883,88.3673553466797,83.1178131103516,88.3673553466797,150,87.9321670532227
2017-03-24,88.5860900878906,88.5860900878906,80.9304962158203,82.6803512573242,685,82.2731704711914
2017-03-27,87.2737045288086,87.2737045288086,78.5244598388672,78.7431869506836,882,78.3554000854492
2017-03-28,80.7117691040039,82.6803512573242,77.8682632446289,78.7431869506836,237,78.3554000854492
2017-03-29,78.9619216918945,81.3679656982422,77.6495361328125,81.3679656982422,1193,80.9672470092773
2017-03-30,81.3679656982422,81.5866928100586,80.493034362793,80.493034362793,150,80.0966262817383
2017-03-31,79.3993835449219,79.6181106567383,79.3993835449219,79.6181106567383,18,79.2260131835938
2017-04-03,79.6181106567383,83.336540222168,79.6181106567383,83.336540222168,251,82.9261245727539
2017-04-04,78.7431869506836,82.8990783691406,78.7431869506836,82.8990783691406,45,82.4908218383789
2017-04-05,82.0241546630859,82.0241546630859,79.8368453979492,79.8368453979492,54,79.4436721801758
2017-04-06,84.2114639282227,84.2114639282227,83.1178131103516,83.1178131103516,256,82.7084808349609
2017-04-07,83.1178131103516,83.1178131103516,81.1492309570312,82.0241546630859,114,81.6202011108398
2017-04-10,82.0241546630859,87.2737045288086,82.0241546630859,87.2737045288086,617,86.8439025878906
2017-04-11,87.2737045288086,87.492431640625,82.4616165161133,87.492431640625,420,87.0615539550781
2017-04-12,87.492431640625,92.9607086181641,87.2737045288086,92.9607086181641,978,92.5028991699219
