"Date","ITSA4.SA.Open","ITSA4.SA.High","ITSA4.SA.Low","ITSA4.SA.Close","ITSA4.SA.Volume","ITSA4.SA.Adjusted"
2017-01-02,5.79113101959229,5.82644319534302,5.76288080215454,5.79819297790527,5869005,3.39566040039062
2017-01-03,5.82644319534302,6.0524377822876,5.82644319534302,6.0524377822876,24146335,3.5445556640625
2017-01-04,6.01006412506104,6.09481191635132,5.99593877792358,6.08774995803833,12303119,3.56523656845093
2017-01-05,6.10187387466431,6.20780992507935,6.04537582397461,6.14424800872803,22154507,3.59832429885864
2017-01-06,6.14424800872803,6.17956018447876,6.07362508773804,6.12306118011475,15638975,3.5859158039093
2017-01-09,6.10893678665161,6.22899723052979,6.05950021743774,6.18662309646606,13127632,3.62313890457153
2017-01-10,6.20780992507935,6.25018405914307,6.08774995803833,6.14424800872803,13296555,3.59832429885864
2017-01-11,6.16543579101562,6.21487188339233,6.10187387466431,6.18662309646606,17649636,3.62313890457153
2017-01-12,6.30668306350708,6.4126181602478,6.29962015151978,6.35611915588379,30876810,3.72240543365479
2017-01-13,6.30668306350708,6.4126181602478,6.22899723052979,6.29255819320679,14871667,3.68518018722534
2017-01-16,6.29255819320679,6.33493185043335,6.25018405914307,6.29255819320679,13608491,3.68518018722534
2017-01-17,6.29255819320679,6.4761791229248,6.2854962348938,6.41968011856079,20913420,3.75962924957275
2017-01-18,6.46911716461182,6.46911716461182,6.3490571975708,6.38436889648438,20340381,3.73894906044006
2017-01-19,6.39849281311035,6.41968011856079,6.32786989212036,6.37730598449707,14314063,3.73481202125549
2017-01-20,6.39143085479736,6.4761791229248,6.37730598449707,6.44792985916138,16888700,3.77617287635803
2017-01-23,6.44086694717407,6.61036396026611,6.4267430305481,6.61036396026611,19210163,3.8713014125824
2017-01-24,6.60330200195312,6.62448883056641,6.51149082183838,6.53267812728882,21434492,3.82580542564392
2017-01-26,6.60330200195312,6.62448883056641,6.51149082183838,6.56092691421509,25140621,3.84234857559204
2017-01-27,6.57505178451538,6.62448883056641,6.53974008560181,6.5538649559021,14332187,3.83821225166321
2017-01-30,6.53974008560181,6.54680299758911,6.41968011856079,6.4761791229248,16982861,3.79271817207336
2017-01-31,6.50442886352539,6.60330200195312,6.4267430305481,6.5538649559021,29133907,3.83821225166321
2017-02-01,6.58917713165283,6.6174259185791,6.53974008560181,6.58211517333984,24225771,3.85475707054138
2017-02-02,6.53974008560181,6.60330200195312,6.39849281311035,6.57505178451538,18488449,3.85062003135681
2017-02-03,6.56798982620239,6.75161123275757,6.54680299758911,6.70217514038086,22899159,3.92506694793701
2017-02-06,6.70923709869385,6.76573610305786,6.60330200195312,6.60330200195312,19103117,3.86716461181641
2017-02-07,6.73748588562012,6.87167119979858,6.67392492294312,6.69511222839355,25508204,3.92093324661255
2017-02-08,6.71629905700684,6.77279806137085,6.6174259185791,6.75161123275757,20125580,3.95402026176453
2017-02-09,6.78692293167114,6.89991998672485,6.73042392730713,6.80104780197144,19635234,3.98297238349915
2017-02-10,6.82223510742188,6.89285802841187,6.76573610305786,6.86460876464844,26509995,4.02019739151001
2017-02-13,6.87167119979858,6.89991998672485,6.77986001968384,6.85048389434814,18520309,4.01192378997803
2017-02-14,6.87873315811157,6.87873315811157,6.79398488998413,6.82223510742188,29008878,3.9953830242157
2017-02-15,6.87167119979858,7.09766578674316,6.85048389434814,7.08354187011719,33259726,4.14841413497925
2017-02-16,7.04823017120361,7.1329779624939,7.04116821289062,7.06235504150391,32719538,4.13600587844849
2017-02-17,7.00585603713989,7.2036018371582,6.97054386138916,7.17535209655762,26845860,4.20218086242676
2017-02-20,7.2036018371582,7.31659889221191,7.17535209655762,7.27422523498535,12823909,4.260085105896
2017-02-21,7.25126791000366,7.32235908508301,7.20150423049927,7.32235908508301,26089567,4.3589768409729
2017-02-22,7.30814123153687,7.37212181091309,7.2654857635498,7.35790395736694,26090692,4.38013696670532
2017-02-23,7.37212181091309,7.47875881195068,7.18728590011597,7.2654857635498,25006446,4.325119972229
2017-02-24,7.19439506530762,7.24415922164917,7.11619520187378,7.13752317428589,16803424,4.24894237518311
2017-03-01,7.21572303771973,7.25126791000366,7.08775901794434,7.10197687149048,19782709,4.23408222198486
2017-03-02,7.10908603668213,7.13041400909424,7.00244998931885,7.01666784286499,22597698,4.18322134017944
2017-03-03,7.0522141456604,7.10197687149048,7.0095591545105,7.10197687149048,12081017,4.23408222198486
2017-03-06,7.10197687149048,7.15885019302368,7.02377700805664,7.15885019302368,17989652,4.26798915863037
2017-03-07,7.16595888137817,7.16595888137817,7.0522141456604,7.0522141456604,11803485,4.20441389083862
2017-03-08,7.08775901794434,7.09486818313599,6.88870477676392,6.91714096069336,15784305,4.12388563156128
2017-03-09,6.91714096069336,6.96690511703491,6.81050491333008,6.85315895080566,22639757,4.08574247360229
2017-03-10,6.88870477676392,7.01666784286499,6.86737680435181,6.88159513473511,30261411,4.10269403457642
2017-03-13,6.9313588142395,7.04510402679443,6.89581394195557,6.98112297058105,11667743,4.16203117370605
2017-03-14,6.95979499816895,7.0522141456604,6.90292310714722,6.90292310714722,17189549,4.11541080474854
2017-03-15,6.96690511703491,7.08775901794434,6.87448596954346,7.08064985275269,24568556,4.22136735916138
2017-03-16,7.09486818313599,7.13041400909424,7.0095591545105,7.08064985275269,20111584,4.22136735916138
2017-03-17,7.09486818313599,7.13752317428589,6.9313588142395,6.9455771446228,38513667,4.14083909988403
2017-03-20,6.9313588142395,6.96690511703491,6.85315895080566,6.9313588142395,19749372,4.13236236572266
2017-03-21,6.92425012588501,6.93846797943115,6.62566804885864,6.68965005874634,34460966,3.98825979232788
2017-03-22,6.68965005874634,6.86026811599731,6.6541051864624,6.86026811599731,28886692,4.08997964859009
2017-03-23,6.81761407852173,6.87448596954346,6.76074123382568,6.80339622497559,18797632,4.0560736656189
2017-03-24,6.80339622497559,6.92425012588501,6.80339622497559,6.86737680435181,10283177,4.09421634674072
2017-03-27,6.84604978561401,6.9313588142395,6.75363206863403,6.9313588142395,10488266,4.13236236572266
2017-03-28,6.9313588142395,6.9455771446228,6.82472276687622,6.88159513473511,21841202,4.10269403457642
2017-03-29,6.88870477676392,6.95979499816895,6.84604978561401,6.9455771446228,22856381,4.14083909988403
2017-03-30,6.96690511703491,7.00244998931885,6.83183193206787,6.86026811599731,22993389,4.08997964859009
2017-03-31,6.84604978561401,6.88159513473511,6.75363206863403,6.75363206863403,22432839,4.02640581130981
2017-04-03,6.79628610610962,6.83183193206787,6.74652290344238,6.81050491333008,12568843,4.06030988693237
2017-04-04,6.81050491333008,6.91003179550171,6.79628610610962,6.90292310714722,17111339,4.11541080474854
2017-04-05,6.90292310714722,6.9313588142395,6.78206777572632,6.82472276687622,14994471,4.06878852844238
2017-04-06,6.81761407852173,6.83894109725952,6.68965005874634,6.73230504989624,13795724,4.01368999481201
2017-04-07,6.74652290344238,6.85315895080566,6.71808576583862,6.76784992218018,14127271,4.03488206863403
2017-04-10,6.80339622497559,6.85315895080566,6.72519588470459,6.79628610610962,33836835,4.05183410644531
2017-04-11,6.82472276687622,6.91714096069336,6.73230504989624,6.82472276687622,26363723,4.06878852844238
2017-04-12,6.80339622497559,6.87448596954346,6.76074123382568,6.78917694091797,29894557,4.04759740829468
2017-04-13,6.76784992218018,6.80339622497559,6.6114501953125,6.61855888366699,28554581,3.945876121521
2017-04-17,6.6398868560791,6.82472276687622,6.6398868560791,6.79628610610962,23866075,4.05183410644531
2017-04-18,6.76784992218018,6.91003179550171,6.74652290344238,6.85315895080566,24217456,4.08574247360229
2017-04-19,6.88159513473511,6.89581394195557,6.73941421508789,6.73941421508789,19261686,4.0179271697998
2017-04-20,6.78206777572632,6.81761407852173,6.6541051864624,6.68254089355469,20737403,3.98402070999146
2017-04-24,6.78917694091797,6.84604978561401,6.74652290344238,6.84604978561401,23312699,4.08150148391724
2017-04-25,6.79628610610962,6.86737680435181,6.76784992218018,6.86026811599731,19414026,4.08997964859009
2017-04-26,6.81761407852173,6.95979499816895,6.81761407852173,6.83894109725952,20087671,4.07726573944092
2017-04-27,6.89581394195557,6.98112297058105,6.88870477676392,6.92425012588501,13084099,4.12812328338623
2017-04-28,6.91003179550171,7.03088617324829,6.89581394195557,7.03088617324829,19210062,4.19169855117798
2017-05-02,7.05932283401489,7.17306804656982,7.03799486160278,7.16595888137817,24272456,4.27222681045532
2017-05-03,7.18728590011597,7.20861291885376,7.05932283401489,7.09486818313599,17676813,4.22984266281128
2017-05-04,7.10197687149048,7.13041400909424,6.89581394195557,6.9313588142395,23491624,4.13236236572266
2017-05-05,6.95268583297729,7.12330389022827,6.93846797943115,7.12330389022827,14563473,4.24679517745972
2017-05-08,7.12330389022827,7.15885019302368,7.0522141456604,7.10908603668213,21264897,4.23832035064697
2017-05-09,7.13752317428589,7.15174102783203,7.08064985275269,7.13041400909424,12467142,4.25103664398193
2017-05-10,7.15885019302368,7.19439506530762,7.12330389022827,7.18017721176147,21112275,4.28070402145386
2017-05-11,7.20861291885376,7.31524991989136,7.19439506530762,7.30103206634521,18646839,4.35275602340698
2017-05-12,7.33657693862915,7.40055894851685,7.30103206634521,7.32235908508301,17485227,4.36547040939331
2017-05-15,7.32235908508301,7.37212181091309,7.27970409393311,7.32235908508301,19569320,4.36547040939331
2017-05-16,7.32235908508301,7.36501312255859,7.25837707519531,7.30103206634521,37032042,4.35275602340698
2017-05-17,7.2868127822876,7.30814123153687,7.10197687149048,7.15885019302368,24891664,4.26798915863037
2017-05-18,6.13514089584351,6.6114501953125,6.06405115127563,6.46926784515381,85731546,3.85687255859375
2017-05-19,6.57590484619141,6.71808576583862,6.46926784515381,6.51192283630371,47798403,3.88230228424072
2017-05-22,6.47637796401978,6.47637796401978,6.2631049156189,6.32708692550659,37490750,3.77210640907288
2017-05-23,6.37685012817383,6.49059581756592,6.36263179779053,6.40528678894043,25662930,3.81872725486755
2017-05-24,6.49770498275757,6.56168699264526,6.40528678894043,6.40528678894043,36348972,3.81872725486755
2017-05-25,6.43372297286987,6.48348712921143,6.22755908966064,6.2559962272644,45833031,3.72972273826599
2017-05-26,6.30575895309448,6.42661380767822,6.30575895309448,6.37685012817383,35311849,3.8017737865448
2017-05-29,6.37685012817383,6.37685012817383,6.37685012817383,6.37685012817383,0,3.8017737865448
2017-05-30,6.37685012817383,6.44083213806152,6.37685012817383,6.41950511932373,11823459,3.82720446586609
2017-05-31,6.41950511932373,6.44794082641602,6.31286907196045,6.36263179779053,26144849,3.79329752922058
2017-06-01,6.39106798171997,6.41239595413208,6.20623207092285,6.22044992446899,19760766,3.71472811698914
2017-06-02,6.27021408081055,6.29864978790283,6.20623207092285,6.2559962272644,17929447,3.73595809936523
2017-06-05,6.22044992446899,6.31286907196045,6.18490505218506,6.22755908966064,10343522,3.71897506713867
2017-06-06,6.23466920852661,6.35552310943604,6.23466920852661,6.31286907196045,15165801,3.7699191570282
