"Date","GFSA3.SA.Open","GFSA3.SA.High","GFSA3.SA.Low","GFSA3.SA.Close","GFSA3.SA.Volume","GFSA3.SA.Adjusted"
2017-02-09,150.478073120117,150.478073120117,146.227279663086,148.777755737305,75616,148.777755737305
2017-02-10,148.777755737305,152.17839050293,147.077438354492,151.328231811523,69167,151.328231811523
2017-02-13,151.328231811523,153.878707885742,147.927597045898,147.927597045898,58062,147.927597045898
2017-02-14,148.777755737305,149.627914428711,142.826644897461,146.227279663086,73621,146.227279663086
2017-02-15,147.077438354492,148.777755737305,144.526962280273,146.227279663086,102493,146.227279663086
2017-02-16,147.077438354492,147.927597045898,143.676803588867,147.077438354492,79548,147.077438354492
2017-02-17,147.077438354492,148.777755737305,141.976486206055,142.826644897461,110599,142.826644897461
2017-02-20,145.37712097168,145.37712097168,141.976486206055,143.676803588867,58651,143.676803588867
2017-02-21,144.526962280273,145.37712097168,140.276168823242,143.676803588867,93121,143.676803588867
2017-02-22,143.676803588867,143.676803588867,139.426010131836,140.276168823242,71160,140.276168823242
2017-02-23,141.976486206055,142.826644897461,133.474899291992,135.175216674805,98794,135.175216674805
2017-02-24,133.474899291992,136.875534057617,127.523788452148,130.074264526367,83980,130.074264526367
2017-03-01,130.924423217773,136.875534057617,130.074264526367,136.025375366211,46346,136.025375366211
2017-03-02,136.025375366211,136.875534057617,130.924423217773,132.624740600586,63452,132.624740600586
2017-03-03,133.474899291992,134.325057983398,131.77458190918,133.474899291992,23292,133.474899291992
2017-03-06,133.474899291992,138.57585144043,131.77458190918,136.875534057617,59634,136.875534057617
2017-03-07,136.875534057617,139.426010131836,134.325057983398,135.175216674805,38415,135.175216674805
2017-03-08,136.025375366211,136.025375366211,129.224105834961,131.77458190918,56614,131.77458190918
2017-03-09,130.074264526367,136.025375366211,128.373947143555,135.175216674805,81863,135.175216674805
2017-03-10,135.175216674805,136.875534057617,133.474899291992,133.474899291992,26525,133.474899291992
2017-03-13,135.175216674805,142.826644897461,133.474899291992,141.976486206055,82289,141.976486206055
2017-03-14,142.826644897461,146.227279663086,138.57585144043,144.526962280273,125146,144.526962280273
2017-03-15,145.37712097168,148.777755737305,141.976486206055,148.777755737305,105472,148.777755737305
2017-03-16,145.37712097168,148.777755737305,143.676803588867,145.37712097168,82819,145.37712097168
2017-03-17,133.474899291992,133.474899291992,124.97331237793,125.823471069336,240576,125.823471069336
2017-03-20,126.673629760742,127.523788452148,116.471725463867,119.872360229492,136455,119.872360229492
2017-03-21,119.872360229492,123.272994995117,118.17204284668,119.022201538086,71836,119.022201538086
2017-03-22,119.022201538086,119.872360229492,114.771408081055,115.621566772461,104793,115.621566772461
2017-03-23,105.362754821777,117.595176696777,104.480003356934,115.703559875488,198100,115.703559875488
2017-03-24,110.974533081055,113.496681213379,109.145973205566,111.28980255127,159086,111.28980255127
2017-03-27,110.280944824219,113.055305480957,108.263221740723,113.055305480957,85054,113.055305480957
2017-03-28,111.920341491699,119.738998413086,111.920341491699,115.640510559082,43137,115.640510559082
2017-03-29,114.50553894043,117.090744018555,114.50553894043,114.946914672852,62819,114.946914672852
2017-03-30,115.19913482666,116.081886291504,114.316383361816,115.577453613281,81993,115.577453613281
2017-03-31,114.50553894043,116.334098815918,114.50553894043,114.56859588623,91620,114.56859588623
2017-04-03,114.631645202637,115.829666137695,113.496681213379,113.496681213379,65864,113.496681213379
2017-04-04,113.496681213379,114.190269470215,112.676986694336,113.055305480957,79392,113.055305480957
2017-04-05,112.29866027832,115.073028564453,112.235610961914,114.316383361816,113569,114.316383361816
2017-04-06,113.181411743164,114.442489624023,113.055305480957,113.938056945801,30688,113.938056945801
2017-04-07,112.92919921875,113.370574951172,108.515441894531,109.145973205566,60900,109.145973205566
2017-04-10,110.154838562012,110.154838562012,104.480003356934,106.749931335449,48371,106.749931335449
2017-04-11,106.876045227051,107.758796691895,105.804130554199,106.119400024414,39601,106.119400024414
2017-04-12,106.119400024414,107.128257751465,105.110534667969,106.119400024414,35858,106.119400024414
2017-04-13,105.23664855957,107.695739746094,105.17359161377,105.930236816406,32353,105.930236816406
2017-04-17,106.056343078613,111.794235229492,105.551910400391,111.415908813477,28832,111.415908813477
2017-04-18,111.605072021484,111.605072021484,107.758796691895,108.767654418945,32702,108.767654418945
2017-04-19,109.272079467773,113.433624267578,109.272079467773,110.65926361084,28214,110.65926361084
2017-04-20,111.668121337891,113.181411743164,110.65926361084,110.65926361084,17619,110.65926361084
2017-04-24,110.911483764648,111.794235229492,108.704597473145,109.145973205566,10070,109.145973205566
2017-04-25,110.280944824219,124.026649475098,110.154838562012,121.000076293945,162639,121.000076293945
2017-04-26,121.63060760498,121.882827758789,117.153793334961,118.35181427002,34145,118.35181427002
2017-04-27,119.360679626465,119.360679626465,115.514404296875,116.018829345703,90732,116.018829345703
2017-04-28,118.41487121582,118.730140686035,107.821846008301,114.694702148438,298983,114.694702148438
2017-05-02,115.703559875488,117.910438537598,112.550872802734,115.136077880859,100961,115.136077880859
2017-05-03,114.820808410645,116.901580810547,113.875007629395,113.875007629395,39902,113.875007629395
2017-05-04,113.496681213379,116.649368286133,105.993293762207,108.578491210938,141212,108.578491210938
2017-05-05,107.884902954102,108.767654418945,105.993293762207,105.993293762207,70638,105.993293762207
2017-05-08,104.984428405762,104.984428405762,96.1569137573242,97.7332534790039,136708,97.7332534790039
2017-05-09,97.1027145385742,99.2465438842773,93.3194961547852,93.3194961547852,102452,93.3194961547852
2017-05-10,87.644660949707,90.6081848144531,86.3835830688477,87.7707672119141,488932,87.7707672119141
2017-05-11,88.5904693603516,90.4820785522461,84.2397613525391,84.4919738769531,272133,84.4919738769531
2017-05-12,85.4377822875977,87.8338241577148,83.6092224121094,84.2397613525391,206506,84.2397613525391
2017-05-15,84.933349609375,89.2210006713867,84.0505981445312,89.2210006713867,226330,89.2210006713867
2017-05-16,89.9145965576172,90.0407028198242,86.8249588012695,87.644660949707,151521,87.644660949707
2017-05-17,87.8968734741211,88.2751998901367,85.4377822875977,86.1944274902344,167523,86.1944274902344
2017-05-18,65.0083770751953,77.871337890625,65.0083770751953,76.6102600097656,206871,76.6102600097656
2017-05-19,76.4210968017578,78.4388198852539,76.2319412231445,76.7994232177734,126400,76.7994232177734
2017-05-22,76.9255294799805,76.9255294799805,70.6832122802734,71.755126953125,140293,71.755126953125
2017-05-23,70.9354248046875,73.9620056152344,70.1157302856445,70.8723754882812,177991,70.8723754882812
2017-05-24,71.2506942749023,73.2684097290039,70.9984817504883,73.0792541503906,56269,73.0792541503906
2017-05-25,72.8270416259766,74.2772750854492,71.0615310668945,71.0615310668945,77901,71.0615310668945
2017-05-26,70.9984817504883,72.4487152099609,70.8093185424805,71.5659637451172,29197,71.5659637451172
2017-05-29,71.5659637451172,71.5659637451172,71.5659637451172,71.5659637451172,0,71.5659637451172
2017-05-30,71.5659637451172,72.9531478881836,70.9984817504883,70.9984817504883,34383,70.9984817504883
2017-05-31,71.3768005371094,71.5029067993164,67.4674682617188,67.4674682617188,69892,67.4674682617188
2017-06-01,68.0980072021484,71.5029067993164,67.2783126831055,70.4940490722656,104022,70.4940490722656
2017-06-02,70.9984817504883,71.2506942749023,68.9177093505859,69.2329788208008,47578,69.2329788208008
2017-06-05,69.3590850830078,70.2418365478516,67.7827377319336,67.7827377319336,30022,67.7827377319336
2017-06-06,68.0980072021484,68.6024398803711,65.2605895996094,65.3866958618164,71637,65.3866958618164
2017-06-07,66.5216674804688,66.584716796875,65.638916015625,66.0172348022461,51067,66.0172348022461
2017-06-08,65.9541854858398,66.2063980102539,65.3236465454102,65.5758590698242,33955,65.5758590698242
2017-06-09,65.638916015625,67.8457946777344,65.3866958618164,66.8369369506836,46468,66.8369369506836
2017-06-12,67.0260925292969,68.0980072021484,65.5758590698242,67.0891494750977,53256,67.0891494750977
2017-06-13,67.1522064208984,72.1965026855469,67.1522064208984,71.5659637451172,70828,71.5659637451172
2017-06-14,72.0073394775391,72.0073394775391,69.5482406616211,70.9984817504883,51035,70.9984817504883
2017-06-15,70.9984817504883,70.9984817504883,70.9984817504883,70.9984817504883,0,70.9984817504883
2017-06-16,71.5029067993164,71.881233215332,68.7916030883789,70.7462615966797,41107,70.7462615966797
2017-06-19,70.9354248046875,71.1245880126953,67.9719009399414,68.0349578857422,34922,68.0349578857422
2017-06-20,68.0980072021484,68.4132766723633,65.8911285400391,66.3955612182617,27246,66.3955612182617
2017-06-21,66.2063980102539,67.0260925292969,62.4231758117676,62.6123352050781,64452,62.6123352050781
2017-06-22,63.3059272766113,64.6300582885742,62.1079063415527,64.1886825561523,30894,64.1886825561523
2017-06-23,63.8734092712402,69.8004608154297,63.8734092712402,69.8004608154297,106401,69.8004608154297
2017-06-26,69.5482406616211,70.8723754882812,68.4132766723633,68.9807586669922,47039,68.9807586669922
2017-06-27,68.9177093505859,69.8635101318359,67.4674682617188,67.7196884155273,22885,67.7196884155273
2017-06-28,67.4674682617188,68.0980072021484,66.0802917480469,67.2152557373047,53414,67.2152557373047
2017-06-29,67.2152557373047,68.2871704101562,65.1975402832031,65.9541854858398,24344,65.9541854858398
2017-06-30,65.9541854858398,68.9807586669922,65.4497528076172,68.2241134643555,50306,68.2241134643555
2017-07-03,68.350227355957,69.043815612793,66.8369369506836,66.8369369506836,21204,66.8369369506836
2017-07-04,66.8369369506836,67.4674682617188,65.9541854858398,66.0802917480469,8643,66.0802917480469
2017-07-05,66.2063980102539,67.5305252075195,65.3866958618164,66.584716796875,23725,66.584716796875
2017-07-06,67.4674682617188,68.350227355957,65.638916015625,65.7019653320312,39141,65.7019653320312
2017-07-07,66.458610534668,67.2152557373047,64.6300582885742,66.3955612182617,40743,66.3955612182617
2017-07-10,66.8369369506836,67.3413619995117,65.2605895996094,66.8369369506836,35747,66.8369369506836
2017-07-11,66.2063980102539,69.989616394043,66.2063980102539,68.4132766723633,50893,68.4132766723633
2017-07-12,69.5482406616211,71.2506942749023,68.4763336181641,70.1787796020508,66625,70.1787796020508
2017-07-13,69.9265670776367,71.3137512207031,69.3590850830078,69.9265670776367,34193,69.9265670776367
2017-07-14,70.4940490722656,75.9797210693359,70.4940490722656,75.5383453369141,107812,75.5383453369141
2017-07-17,75.5383453369141,78.1235504150391,74.1511611938477,77.2407989501953,50052,77.2407989501953
2017-07-18,77.2407989501953,78.3127136230469,74.7186508178711,75.6644515991211,36968,75.6644515991211
2017-07-19,75.6644515991211,75.6644515991211,72.5117721557617,73.2684097290039,74238,73.2684097290039
2017-07-20,74.1511611938477,74.1511611938477,70.9984817504883,72.1965026855469,47308,72.1965026855469
2017-07-21,71.629020690918,73.5206298828125,71.4398574829102,73.0161972045898,40140,73.0161972045898
2017-07-24,73.1423034667969,74.9708633422852,72.6378784179688,72.700927734375,41456,72.700927734375
2017-07-25,73.5206298828125,74.6555938720703,72.574821472168,73.2053604125977,33495,73.2053604125977
2017-07-26,74.4033813476562,74.4033813476562,72.7639846801758,73.3314666748047,29831,73.3314666748047
2017-07-27,73.9620056152344,75.6644515991211,73.6467361450195,74.5294876098633,44660,74.5294876098633
2017-07-28,74.5294876098633,75.2861328125,73.7728424072266,74.4664306640625,26897,74.4664306640625
2017-07-31,74.0881118774414,74.9078063964844,73.7728424072266,74.7186508178711,15272,74.7186508178711
2017-08-01,74.9078063964844,75.2230758666992,73.2684097290039,73.2684097290039,37412,73.2684097290039
2017-08-02,73.1423034667969,74.7186508178711,73.1423034667969,73.5836791992188,31544,73.5836791992188
2017-08-03,73.8989486694336,74.9078063964844,73.3945236206055,74.7186508178711,23027,74.7186508178711
2017-08-04,74.4664306640625,77.6821746826172,74.0881118774414,77.6821746826172,43121,77.6821746826172
2017-08-07,78.1865997314453,80.7718048095703,77.6191177368164,80.3934860229492,73143,80.3934860229492
2017-08-08,80.6456985473633,81.2131805419922,77.6821746826172,78.2496566772461,55016,78.2496566772461
2017-08-09,77.6821746826172,79.1324081420898,77.3669052124023,78.1865997314453,20093,78.1865997314453
2017-08-10,78.8801956176758,79.1324081420898,77.3669052124023,78.2496566772461,24994,78.2496566772461
2017-08-11,75.2861328125,75.2861328125,72.2595520019531,72.700927734375,117804,72.700927734375
2017-08-14,73.3945236206055,75.0339202880859,72.5117721557617,73.3314666748047,60392,73.3314666748047
2017-08-15,73.6467361450195,74.9078063964844,72.700927734375,73.1423034667969,18967,73.1423034667969
2017-08-16,73.7728424072266,73.7728424072266,71.755126953125,71.755126953125,31354,71.755126953125
2017-08-17,71.755126953125,72.0073394775391,69.989616394043,71.1876373291016,63326,71.1876373291016
2017-08-18,71.5029067993164,72.9531478881836,71.4398574829102,71.4398574829102,21251,71.4398574829102
2017-08-21,72.0703964233398,72.9531478881836,71.5659637451172,72.1334457397461,24709,72.1334457397461
2017-08-22,72.2595520019531,74.0881118774414,72.0073394775391,73.7728424072266,29657,73.7728424072266
2017-08-23,73.9620056152344,74.0250549316406,72.0073394775391,72.6378784179688,21188,72.6378784179688
2017-08-24,73.1423034667969,74.0250549316406,72.5117721557617,72.9531478881836,20300,72.9531478881836
2017-08-25,73.5206298828125,73.5206298828125,71.881233215332,73.2684097290039,9864,73.2684097290039
2017-08-28,73.3945236206055,74.4033813476562,73.3945236206055,74.0881118774414,51781,74.0881118774414
2017-08-29,75.2230758666992,75.9797210693359,74.7186508178711,74.9078063964844,122467,74.9078063964844
2017-08-30,75.0339202880859,75.9797210693359,73.6467361450195,74.7186508178711,40076,74.7186508178711
2017-08-31,74.9078063964844,75.6644515991211,74.4033813476562,74.7186508178711,55539,74.7186508178711
2017-09-01,74.9708633422852,75.4752960205078,72.6378784179688,72.8270416259766,65626,72.8270416259766
2017-09-04,73.2684097290039,74.3403244018555,72.8270416259766,73.2684097290039,22631,73.2684097290039
2017-09-05,73.4575729370117,74.5925445556641,73.4575729370117,74.1511611938477,31481,74.1511611938477
2017-09-06,74.0250549316406,76.5472106933594,73.7728424072266,75.6644515991211,117074,75.6644515991211
2017-09-07,75.6644515991211,75.6644515991211,75.6644515991211,75.6644515991211,0,75.6644515991211
2017-09-08,76.9255294799805,78.0604934692383,76.4841537475586,76.6733169555664,159863,76.6733169555664
2017-09-11,76.9255294799805,78.691032409668,76.9255294799805,77.871337890625,72144,77.871337890625
2017-09-12,77.871337890625,78.5018692016602,76.6733169555664,76.9255294799805,61788,76.9255294799805
2017-09-13,76.9255294799805,77.5560684204102,75.7905654907227,77.5560684204102,24471,77.5560684204102
2017-09-14,77.2407989501953,78.0604934692383,76.4210968017578,76.9255294799805,17905,76.9255294799805
2017-09-15,77.0516357421875,83.7353286743164,77.0516357421875,83.5461654663086,148222,83.5461654663086
2017-09-18,84.9964065551758,90.7342910766602,84.9964065551758,90.4820785522461,216291,90.4820785522461
2017-09-19,91.4278793334961,94.2652969360352,88.338249206543,92.0584182739258,105100,92.0584182739258
2017-09-20,92.1845245361328,93.634765625,86.9510726928711,88.7796249389648,88749,88.7796249389648
2017-09-21,89.4732208251953,89.6623764038086,84.1767044067383,86.8880157470703,74888,86.8880157470703
2017-09-22,86.3205337524414,86.4466400146484,82.1589889526367,83.2939529418945,61693,83.2939529418945
2017-09-25,84.0505981445312,84.0505981445312,77.6191177368164,78.0604934692383,79836,78.0604934692383
2017-09-26,78.691032409668,84.3658676147461,78.5649261474609,84.3658676147461,83230,84.3658676147461
2017-09-27,84.6180801391602,87.0141220092773,81.0240173339844,83.3570098876953,89812,83.3570098876953
2017-09-28,83.8614349365234,83.9875411987305,79.3215713500977,79.3846206665039,60250,79.3846206665039
2017-09-29,80.5826416015625,87.5185546875,80.0782165527344,86.5096893310547,88987,86.5096893310547
2017-10-02,87.5185546875,87.5185546875,83.2309036254883,83.8614349365234,33828,83.8614349365234
2017-10-03,84.7441864013672,85.6899948120117,82.0328826904297,85.1225128173828,38015,85.1225128173828
2017-10-04,84.807243347168,88.338249206543,84.3658676147461,86.7619094848633,39854,86.7619094848633
2017-10-05,87.9599304199219,90.9865036010742,86.7619094848633,88.2751998901367,84213,88.2751998901367
2017-10-06,88.2751998901367,88.338249206543,85.9422073364258,88.338249206543,42947,88.338249206543
2017-10-09,92.0584182739258,92.3106384277344,89.0318450927734,90.4820785522461,145907,90.4820785522461
2017-10-10,90.6712417602539,92.8781204223633,89.7884826660156,91.4278793334961,70416,91.4278793334961
2017-10-11,91.7431488037109,91.7431488037109,89.5993270874023,91.4278793334961,53050,91.4278793334961
2017-10-12,91.4278793334961,91.4278793334961,91.4278793334961,91.4278793334961,0,91.4278793334961
2017-10-13,91.4278793334961,93.2564392089844,89.5362701416016,93.2564392089844,63104,93.2564392089844
2017-10-16,93.3194961547852,97.1027145385742,91.1126174926758,91.8692626953125,91889,91.8692626953125
2017-10-17,90.7342910766602,91.9953689575195,87.5816040039062,91.2387237548828,67989,91.2387237548828
2017-10-18,92.0584182739258,93.2564392089844,90.0407028198242,92.1845245361328,49798,92.1845245361328
2017-10-19,90.6081848144531,95.0849990844727,90.1668090820312,94.5175170898438,42662,94.5175170898438
2017-10-20,95.0849990844727,96.1569137573242,93.634765625,93.634765625,22282,93.634765625
2017-10-23,95.5263748168945,95.9677505493164,91.8062057495117,92.9411697387695,30481,92.9411697387695
2017-10-24,93.8869781494141,94.58056640625,93.0672760009766,94.3914031982422,9309,94.3914031982422
2017-10-25,95.0219421386719,95.0849990844727,91.8062057495117,94.58056640625,19142,94.58056640625
2017-10-26,94.58056640625,95.0849990844727,93.634765625,94.8958358764648,29815,94.8958358764648
2017-10-27,94.0130844116211,98.0485229492188,93.3825454711914,95.8416442871094,43185,95.8416442871094
2017-10-30,95.8416442871094,96.6613388061523,91.9953689575195,93.634765625,35953,93.634765625
2017-10-31,93.634765625,94.58056640625,92.2475814819336,93.3194961547852,24931,93.3194961547852
2017-11-01,93.3825454711914,94.3914031982422,92.0584182739258,94.2022476196289,52320,94.2022476196289
2017-11-02,94.2022476196289,94.2022476196289,94.2022476196289,94.2022476196289,0,94.2022476196289
2017-11-03,94.2022476196289,95.7785873413086,92.6889572143555,92.6889572143555,50655,92.6889572143555
2017-11-06,92.6889572143555,93.8869781494141,92.6889572143555,93.634765625,29324,93.634765625
2017-11-07,93.0672760009766,94.0761413574219,92.1845245361328,94.0761413574219,110350,94.0761413574219
2017-11-08,94.2652969360352,95.8416442871094,94.2652969360352,95.7785873413086,72985,95.7785873413086
2017-11-09,95.7785873413086,98.0485229492188,94.5175170898438,96.7874450683594,85339,96.7874450683594
2017-11-10,93.3194961547852,94.0761413574219,90.923454284668,93.3194961547852,110778,93.3194961547852
2017-11-13,92.1845245361328,94.58056640625,92.1845245361328,94.58056640625,28499,94.58056640625
2017-11-14,94.1391906738281,95.7155380249023,93.1933898925781,95.5894317626953,70352,95.5894317626953
2017-11-15,95.5894317626953,95.5894317626953,95.5894317626953,95.5894317626953,0,95.5894317626953
2017-11-16,95.8416442871094,97.6071472167969,95.2111053466797,96.9766082763672,69083,96.9766082763672
2017-11-17,97.3549346923828,100.885940551758,96.0938568115234,100.885940551758,88464,100.885940551758
2017-11-20,100.885940551758,100.885940551758,100.885940551758,100.885940551758,0,100.885940551758
2017-11-21,101.831741333008,104.606109619141,101.579528808594,104.606109619141,96298,104.606109619141
2017-11-22,103.786407470703,114.757759094238,100.948989868164,114.757759094238,158594,114.757759094238
2017-11-23,115.388290405273,117.595176696777,111.415908813477,116.649368286133,111175,116.649368286133
2017-11-24,116.649368286133,119.802055358887,115.451347351074,119.802055358887,123196,119.802055358887
2017-11-27,117.973495483398,119.738998413086,117.090744018555,117.658226013184,192724,117.658226013184
2017-11-28,116.397155761719,119.423728942871,116.334098815918,119.423728942871,122609,119.423728942871
2017-11-29,119.171516418457,119.171516418457,116.649368286133,118.730140686035,225918,118.730140686035
2017-11-30,117.721282958984,120.054267883301,116.964637756348,120.054267883301,114933,120.054267883301
2017-12-01,120.117324829102,122.576416015625,118.856246948242,122.008934020996,133854,122.008934020996
2017-12-04,122.639472961426,123.270004272461,121.504501342773,123.080848693848,106401,123.080848693848
2017-12-05,123.52222442627,124.846351623535,122.576416015625,124.846351623535,131602,124.846351623535
2017-12-06,125.035514831543,127.368499755859,123.900543212891,127.368499755859,137803,127.368499755859
2017-12-07,126.611854553223,127.683769226074,124.909400939941,127.683769226074,61804,127.683769226074
2017-12-08,127.999038696289,128.692626953125,125.476890563965,128.692626953125,106385,128.692626953125
2017-12-11,128.566513061523,129.575378417969,127.999038696289,129.575378417969,46611,129.575378417969
2017-12-12,129.512329101562,132.601959228516,127.683769226074,132.601959228516,95077,132.601959228516
2017-12-13,132.349746704102,133.547760009766,131.151718139648,133.547760009766,81026,133.547760009766
2017-12-14,132.412796020508,134.934936523438,131.971420288086,134.745788574219,51971,134.745788574219
2017-12-15,134.241348266602,135.565475463867,133.232498168945,133.232498168945,194199,133.232498168945
2017-12-18,132.917221069336,134.052185058594,130.521179199219,133.358596801758,44977,133.358596801758
2017-12-19,132.286682128906,133.547760009766,131.59309387207,131.59309387207,140419,131.59309387207
2017-12-20,131.782257080078,132.2236328125,123.963600158691,129.764541625977,217671,129.764541625977
2017-12-21,129.77197265625,129.77197265625,125.424858093262,127.420257568359,92206,127.420257568359
2017-12-22,126.49382019043,127.206466674805,122.217971801758,127.206466674805,118208,127.206466674805
2017-12-25,127.206466674805,127.206466674805,127.206466674805,127.206466674805,0,127.206466674805
2017-12-26,127.135200500488,129.985763549805,125.424858093262,129.700714111328,58206,129.700714111328
2017-12-27,130.342086791992,137.967346191406,130.342086791992,137.967346191406,90199,137.967346191406
2017-12-28,138.038604736328,145.806396484375,136.114471435547,145.806396484375,127932,145.806396484375
2017-12-29,145.806396484375,145.806396484375,145.806396484375,145.806396484375,0,145.806396484375
2018-01-02,146.233978271484,146.447784423828,142.599517822266,143.597213745117,80980,143.597213745117
2018-01-03,143.597213745117,147.302947998047,142.955841064453,146.804092407227,94170,146.804092407227
2018-01-04,146.804092407227,148.37190246582,141.601821899414,144.309860229492,171881,144.309860229492
2018-01-05,143.953536987305,144.879974365234,138.394927978516,138.537460327148,120607,138.537460327148
2018-01-08,138.109878540039,138.537460327148,125.282333374023,125.994972229004,139663,125.994972229004
2018-01-09,123.785789489746,123.999580383301,114.022598266602,114.236396789551,272479,114.236396789551
2018-01-10,114.378921508789,116.231788635254,112.240997314453,113.880073547363,175740,113.880073547363
2018-01-11,114.66397857666,115.590408325195,112.811111450195,114.592712402344,195568,114.592712402344
2018-01-12,113.381225585938,117.229484558105,113.096168518066,116.588111877441,103333,116.588111877441
2018-01-15,117.229484558105,122.217971801758,117.229484558105,122.146713256836,272577,122.146713256836
2018-01-16,124.640953063965,125.139801025391,119.509941101074,121.861656188965,163195,121.861656188965
2018-01-17,122.7880859375,136.114471435547,121.291542053223,136.114471435547,381355,136.114471435547
2018-01-18,136.185745239258,148.799499511719,132.693801879883,146.804092407227,388652,146.804092407227
2018-01-19,146.804092407227,147.516738891602,143.027099609375,144.381118774414,306858,144.381118774414
2018-01-22,140.390319824219,145.378814697266,135.758163452148,139.677688598633,268873,139.677688598633
2018-01-23,138.893783569336,139.677688598633,133.192657470703,134.902984619141,165819,134.902984619141
2018-01-24,135.401840209961,137.468490600586,134.332870483398,134.974258422852,86621,134.974258422852
2018-01-25,134.974258422852,134.974258422852,134.974258422852,134.974258422852,0,134.974258422852
2018-01-26,133.9765625,136.898391723633,131.909896850586,133.121383666992,70147,133.121383666992
2018-01-29,133.121383666992,133.121383666992,127.063934326172,127.063934326172,88263,127.063934326172
2018-01-30,127.135200500488,127.135200500488,121.291542053223,124.42716217041,129391,124.42716217041
2018-01-31,124.284637451172,126.992668151855,122.004180908203,122.574295043945,113100,122.574295043945
2018-02-01,122.574295043945,124.284637451172,120.507637023926,121.861656188965,79296,121.861656188965
2018-02-02,121.14900970459,125.496124267578,120.436370849609,121.220275878906,102099,121.220275878906
2018-02-05,121.220275878906,121.220275878906,117.942123413086,118.298446655273,116229,118.298446655273
2018-02-06,117.514541625977,121.932914733887,115.804206848145,119.438674926758,210961,119.438674926758
2018-02-07,121.576599121094,124.070838928223,114.450187683105,116.516845703125,266291,116.516845703125
2018-02-08,117.44327545166,117.799598693848,114.378921508789,117.158218383789,94970,117.158218383789
2018-02-09,116.516845703125,116.516845703125,108.891586303711,110.459396362305,183682,110.459396362305
2018-02-14,111.172035217285,113.523750305176,110.459396362305,111.742149353027,141164,111.742149353027
2018-02-15,110.459396362305,114.66397857666,108.677787780762,114.66397857666,178308,114.66397857666
2018-02-16,114.735244750977,115.376617431641,111.670883178711,112.597320556641,77640,112.597320556641
2018-02-19,111.599617004395,114.735244750977,110.815711975098,114.378921508789,55357,114.378921508789
2018-02-20,114.022598266602,114.236396789551,111.884674072266,111.955940246582,113142,111.955940246582
2018-02-21,112.739845275879,115.162826538086,111.599617004395,112.240997314453,109480,112.240997314453
2018-02-22,113.096168518066,114.022598266602,110.031806945801,111.884674072266,52607,111.884674072266
2018-02-23,111.884674072266,113.381225585938,110.388130187988,110.459396362305,114517,110.459396362305
2018-02-26,111.599617004395,111.670883178711,109.390434265137,110.031806945801,41479,110.031806945801
2018-02-27,110.601921081543,114.378921508789,109.247901916504,111.884674072266,138456,111.884674072266
2018-02-28,113.238693237305,114.022598266602,109.960548400879,109.960548400879,199413,109.960548400879
