"Date","CBAV3.SA.Open","CBAV3.SA.High","CBAV3.SA.Low","CBAV3.SA.Close","CBAV3.SA.Volume","CBAV3.SA.Adjusted"
2021-07-16,12.0464649200439,12.2462396621704,11.547025680542,11.8866443634033,4492441,10.8973073959351
2021-07-19,11.7667789459229,11.7667789459229,11.2673397064209,11.3272733688354,1465744,10.3844928741455
2021-07-20,11.2673397064209,11.477105140686,11.1874303817749,11.477105140686,1039766,10.5218544006348
2021-07-21,11.5070705413818,11.6569032669067,11.1874303817749,11.5670042037964,1555245,10.6042718887329
2021-07-22,11.4970817565918,11.5170602798462,11.2373743057251,11.2373743057251,1748161,10.302077293396
2021-07-23,11.3372621536255,11.3872060775757,11.1374864578247,11.3872060775757,2791733,10.4394378662109
2021-07-26,11.4371500015259,11.477105140686,11.1874303817749,11.2873182296753,724312,10.347864151001
2021-07-27,11.2373743057251,11.2873182296753,10.7679014205933,11.1874303817749,2570584,10.2562894821167
2021-07-28,11.1175088882446,11.2673397064209,10.9776659011841,10.9876546859741,4950956,10.0731410980225
2021-07-29,10.9876546859741,11.2773294448853,10.9876546859741,11.2273845672607,2177744,10.2929172515869
2021-07-30,11.1974191665649,11.3372621536255,10.9876546859741,11.2373743057251,1017441,10.302077293396
2021-08-02,11.2573518753052,11.3272733688354,11.0875415802002,11.1374864578247,424976,10.2105026245117
2021-08-03,11.1274967193604,11.3372621536255,10.9876546859741,11.3372621536255,1077208,10.3936500549316
2021-08-04,11.3672275543213,11.4271612167358,11.2373743057251,11.3272733688354,1436311,10.3844928741455
2021-08-05,11.4371500015259,11.4371500015259,11.1874303817749,11.3372621536255,2923781,10.3936500549316
2021-08-06,11.3372621536255,11.4371500015259,11.1874303817749,11.3872060775757,558927,10.4394378662109
2021-08-09,11.4371500015259,11.547025680542,11.3072948455811,11.3172836303711,946462,10.3753347396851
2021-08-10,11.3872060775757,11.6369247436523,11.2473630905151,11.6269359588623,753645,10.6592149734497
2021-08-11,11.5869808197021,11.6169481277466,11.3172836303711,11.537036895752,964882,10.5767974853516
2021-08-12,11.5869808197021,11.9565658569336,11.3372621536255,11.9565658569336,513976,10.9614095687866
2021-08-13,11.816722869873,11.9565658569336,11.6569032669067,11.6968584060669,275709,10.7233180999756
2021-08-16,11.6668910980225,11.6668910980225,10.9976434707642,11.2473630905151,1070000,10.3112335205078
2021-08-17,11.2473630905151,11.3172836303711,10.3883275985718,10.6680135726929,1831555,9.78010368347168
2021-08-18,10.6180696487427,10.7279462814331,10.1286201477051,10.2584743499756,1155296,9.4046516418457
2021-08-19,9.94882202148438,10.7279462814331,9.78900146484375,10.4382724761963,1152993,9.56948471069336
2021-08-20,10.2784509658813,11.7368125915527,10.188551902771,10.9876546859741,703289,10.0731410980225
2021-08-23,11.1574640274048,11.796745300293,11.1574640274048,11.467116355896,1618616,10.5126972198486
2021-08-24,11.6868686676025,11.9865322113037,11.5969696044922,11.8367013931274,1387657,10.8515205383301
2021-08-25,11.8466892242432,11.9965209960938,11.5869808197021,11.816722869873,1576068,10.8332052230835
2021-08-26,11.7667789459229,11.9066219329834,11.5070705413818,11.8566780090332,698283,10.8698348999023
2021-08-27,11.8367013931274,11.9665546417236,11.6469135284424,11.8466892242432,511173,10.8606777191162
2021-08-30,11.7368125915527,11.9865322113037,11.6868686676025,11.9665546417236,725614,10.9705667495728
2021-08-31,11.9765434265137,12.1962966918945,11.7368125915527,12.1363639831543,830632,11.1262426376343
2021-09-01,12.0464649200439,12.6358032226562,11.8866443634033,12.4859714508057,1102337,11.4467515945435
2021-09-02,12.4060611724854,13.3450059890747,12.2262630462646,12.7856340408325,3859831,11.7214727401733
2021-09-03,12.7856340408325,13.2650957107544,12.6158246994019,12.6158246994019,1294452,11.5657968521118
2021-09-06,12.7856340408325,13.8844003677368,12.7157125473022,13.4848489761353,2333518,12.362491607666
2021-09-08,13.4948377609253,14.1940517425537,12.8855218887329,13.3350172042847,2785325,12.2251300811768
2021-09-09,13.4049386978149,13.9643096923828,13.155219078064,13.8544340133667,3093271,12.7013158798218
2021-09-10,14.1840629577637,14.4437713623047,13.6147031784058,13.7245798110962,2408402,12.5822696685791
2021-09-13,13.9842882156372,15.0331087112427,13.9842882156372,14.1840629577637,3758918,13.0035104751587
2021-09-14,14.2439956665039,14.6135807037354,13.9942760467529,14.2040405273438,2264140,13.0218238830566
2021-09-15,14.2539854049683,15.2528619766235,14.1041526794434,14.3139171600342,4275998,13.1225557327271
2021-09-16,14.1840629577637,14.3838386535645,13.4948377609253,13.9543209075928,2444443,12.7928886413574
2021-09-17,13.9742994308472,13.9842882156372,13.175196647644,13.7545461654663,1744057,12.6097421646118
2021-09-20,13.4848489761353,13.5248041152954,12.2262630462646,12.7856340408325,2245720,11.7214727401733
2021-09-21,12.7856340408325,13.1951742172241,12.7356910705566,12.9454545974731,1296354,11.8679914474487
2021-09-22,13.2051630020142,14.6335582733154,13.1152639389038,14.6335582733154,4127532,13.4155931472778
2021-09-23,14.8133563995361,14.9831647872925,14.014253616333,14.3838386535645,2302283,13.1866569519043
2021-09-24,14.2839508056641,14.4437713623047,13.6946134567261,14.1141424179077,1752666,12.9394083023071
2021-09-27,14.3838386535645,14.6835021972656,13.2551069259644,13.7845115661621,2673300,12.6372127532959
2021-09-28,13.7845115661621,14.4637489318848,13.1951742172241,13.1951742172241,2319803,12.0969266891479
2021-09-29,13.095287322998,13.7645349502563,12.7656574249268,13.5248041152954,2938597,12.3991212844849
2021-09-30,13.6047143936157,14.0342321395874,13.3649835586548,13.9643096923828,1776393,12.8020467758179
2021-10-01,13.9842882156372,15.2129068374634,13.8244667053223,14.1441078186035,5615602,12.9668798446655
2021-10-04,14.1041526794434,15.123007774353,14.004264831543,14.8433227539062,4098599,13.6078977584839
2021-10-05,14.9731769561768,14.9831647872925,14.1840629577637,14.1840629577637,1660463,13.0035104751587
2021-10-06,13.934344291687,14.7034797668457,13.2151517868042,14.5736255645752,5715113,13.3606491088867
2021-10-07,14.7134675979614,14.783390045166,13.9043779373169,14.1640863418579,2800242,12.9851951599121
2021-10-08,14.2839508056641,14.2939395904541,13.8344564437866,13.8644218444824,2537447,12.7104721069336
2021-10-11,14.0841751098633,14.6235685348511,14.0542087554932,14.6235685348511,1775092,13.4064340591431
2021-10-13,14.6435470581055,14.9831647872925,14.5836143493652,14.9831647872925,1615412,13.7361011505127
2021-10-14,15.1130199432373,16.211784362793,15.0630760192871,15.4526376724243,6348825,14.1664991378784
2021-10-15,15.6524143218994,16.3316497802734,15.1429862976074,16.2817077636719,4861856,14.9265651702881
2021-10-18,16.1818199157715,16.9309768676758,15.7822675704956,15.9820432662964,3362473,14.6518421173096
2021-10-19,15.9320993423462,16.4615039825439,15.4526376724243,15.4526376724243,3164751,14.1664991378784
2021-10-20,15.6124582290649,15.9221105575562,15.043098449707,15.1429862976074,3166653,13.8826208114624
2021-10-21,14.6735134124756,15.1829414367676,13.664647102356,14.0841751098633,3376188,12.9119358062744
2021-10-22,13.7845115661621,14.3338947296143,13.2950620651245,13.9842882156372,4255275,12.8203620910645
2021-10-25,14.0841751098633,14.8333339691162,14.0841751098633,14.6934909820557,2033281,13.4705371856689
2021-10-26,14.5836143493652,14.9531993865967,14.2340068817139,14.8033666610718,2045395,13.5712671279907
2021-10-27,14.6835021972656,14.7234573364258,13.7145910263062,13.7145910263062,2416111,12.5731115341187
2021-10-28,13.674635887146,13.6946134567261,12.6358032226562,12.6957349777222,4157565,11.6390562057495
2021-10-29,12.7656574249268,12.8855218887329,11.9665546417236,12.7556676864624,2443342,11.6940002441406
2021-11-01,12.9454545974731,12.9454545974731,12.1363639831543,12.5359153747559,1341805,11.4925384521484
2021-11-03,12.4659938812256,13.2850732803345,12.2961835861206,13.2151517868042,2397090,12.1152410507202
2021-11-04,13.2451181411743,13.3849611282349,12.326150894165,12.4859714508057,3532564,11.4467515945435
2021-11-05,12.4959602355957,12.9953994750977,12.306173324585,12.9254770278931,2125285,11.8496770858765
2021-11-08,12.9854097366333,13.2850732803345,12.7856340408325,12.9953994750977,1850877,11.913779258728
2021-11-09,12.7856340408325,12.8056116104126,12.0464649200439,12.6957349777222,2327512,11.6390562057495
2021-11-10,12.7057237625122,12.8655452728271,12.3661060333252,12.4959602355957,1365932,11.4559087753296
2021-11-11,12.6358032226562,13.6946134567261,12.6358032226562,13.6946134567261,2457958,12.5547971725464
2021-11-12,13.5647592544556,13.6246919631958,12.8955106735229,13.2151517868042,2585801,12.1152410507202
2021-11-16,13.1152639389038,13.2351293563843,12.4060611724854,12.4859714508057,1704012,11.4467515945435
2021-11-17,12.5958480834961,12.815601348877,11.8966331481934,12.4260377883911,2336221,11.391806602478
2021-11-18,12.4659938812256,12.5259256362915,12.1263751983643,12.3461284637451,1419392,11.3185482025146
2021-11-19,12.3461284637451,12.655779838562,12.1263751983643,12.4659938812256,1683088,11.4284372329712
2021-11-22,12.4759817123413,12.7656574249268,12.3561172485352,12.3561172485352,1608004,11.3277053833008
2021-11-23,12.5858592987061,13.2750854492188,12.3661060333252,13.2251405715942,2101158,12.1243991851807
2021-11-24,13.1252527236938,13.4848489761353,12.9953994750977,13.1052751541138,1914848,12.0145101547241
2021-11-25,13.2551069259644,13.5547704696655,12.9354658126831,13.4349050521851,1183828,12.316704750061
2021-11-26,13.0453433990479,13.4349050521851,12.6657686233521,12.9254770278931,1391761,11.8496770858765
2021-11-29,13.1851863861084,13.7445573806763,13.0253648757935,13.4748601913452,1769485,12.3533344268799
2021-11-30,13.3649835586548,13.8344564437866,11.9565658569336,11.9565658569336,7088054,10.9614095687866
2021-12-01,12.316162109375,12.4460163116455,11.3772172927856,11.3772172927856,2492697,10.4302797317505
2021-12-02,11.4870929718018,11.9166107177734,10.957688331604,11.1874303817749,3056330,10.2562894821167
2021-12-03,11.2173957824707,11.9965209960938,11.1574640274048,11.9965209960938,3443464,10.9980382919312
2021-12-06,11.9965209960938,12.7356910705566,11.9066219329834,12.7356910705566,1835960,11.675687789917
2021-12-07,12.8855218887329,13.1452302932739,12.5658807754517,12.8056116104126,1977419,11.7397880554199
2021-12-08,12.8555555343628,13.0053882598877,12.5159368515015,12.5958480834961,2436934,11.5474824905396
2021-12-09,12.5958480834961,12.7756462097168,12.306173324585,12.4360265731812,2201871,11.4009637832642
2021-12-10,12.4360265731812,12.5059490203857,11.8866443634033,12.326150894165,2843791,11.3002328872681
