"Date","PETZ3.SA.Open","PETZ3.SA.High","PETZ3.SA.Low","PETZ3.SA.Close","PETZ3.SA.Volume","PETZ3.SA.Adjusted"
2020-09-15,15.7536840438843,15.9032440185547,14.7665863037109,15.4545631408691,11936590,14.3986845016479
2020-09-16,15.4545631408691,15.7736253738403,15.3149728775024,15.404709815979,2705932,14.3522367477417
2020-09-17,15.155442237854,15.8234777450562,14.9560289382935,15.5542697906494,3840257,14.4915809631348
2020-09-18,15.3648271560669,15.9431266784668,15.155442237854,15.1953248977661,5386389,14.1571569442749
2020-09-21,15.1055889129639,15.2750911712646,14.7665863037109,14.906174659729,3374090,13.8877620697021
2020-09-22,14.906174659729,15.5542697906494,14.7366743087769,15.4545631408691,2823376,14.3986845016479
2020-09-23,15.3050031661987,15.7138013839722,14.7566146850586,14.7566146850586,5034257,13.7484197616577
2020-09-24,14.7566146850586,15.2052955627441,14.4574937820435,15.1853551864624,4994540,14.1478691101074
2020-09-25,15.0657062530518,15.145471572876,14.7566146850586,14.9560289382935,2067861,13.934211730957
2020-09-28,15.1155595779419,15.2651195526123,14.4574937820435,14.6569080352783,2581768,13.6555271148682
2020-09-29,14.7067623138428,14.7067623138428,14.1085195541382,14.2580814361572,1718938,13.2839488983154
2020-09-30,14.3777294158936,14.6569080352783,14.1284618377686,14.2580814361572,3062677,13.2839488983154
2020-10-01,14.3877000808716,14.8563222885132,13.9789018630981,14.8563222885132,4789138,13.8413162231445
2020-10-02,14.6569080352783,14.9360866546631,14.1982574462891,14.4774360656738,2131046,13.4883146286011
2020-10-05,14.4874067306519,14.6469383239746,13.9589595794678,13.9589595794678,3256345,13.0052642822266
2020-10-06,14.0985498428345,14.1882858276367,13.679780960083,13.9589595794678,4663570,13.0052642822266
2020-10-07,13.9689311981201,14.3577880859375,13.7595462799072,14.3378458023071,3248723,13.3582630157471
2020-10-08,14.3378458023071,14.3378458023071,13.9689311981201,14.1882858276367,1682933,13.218921661377
2020-10-09,14.1583738327026,14.6569080352783,13.939019203186,14.6569080352783,3881377,13.6555271148682
2020-10-13,14.6569080352783,15.155442237854,14.537260055542,15.155442237854,4008149,14.1200008392334
2020-10-14,15.155442237854,15.6340351104736,14.796498298645,15.4146795272827,3156151,14.3615255355835
2020-10-15,15.2052955627441,16.0827159881592,15.0058822631836,15.8035373687744,3911064,14.7238159179688
2020-10-16,15.9032440185547,16.002950668335,15.5143871307373,15.9231853485107,1854235,14.8352890014648
2020-10-19,15.9331560134888,15.9331560134888,15.4445924758911,15.653977394104,1683535,14.5844745635986
2020-10-20,15.653977394104,16.3918075561523,15.653977394104,16.3020706176758,4404110,15.1882886886597
2020-10-21,16.3020706176758,16.7208404541016,16.1624813079834,16.4516315460205,3293253,15.3276319503784
2020-10-22,16.4316902160645,17.1396083831787,16.3020706176758,16.4915142059326,4255273,15.3647899627686
2020-10-23,16.6510448455811,17.0997257232666,15.9331560134888,16.501485824585,4797663,15.3740787506104
2020-10-26,16.1525115966797,16.9900493621826,15.9730386734009,16.9401950836182,3332268,15.7828159332275
2020-10-27,17.1695213317871,17.6381435394287,16.6709861755371,17.4786128997803,8857464,16.2844486236572
2020-10-28,17.129638671875,17.1495800018311,16.4017772674561,17.1495800018311,4825545,15.977897644043
2020-10-29,17.1396083831787,18.1466484069824,16.7008991241455,17.9472351074219,4665275,16.7210521697998
2020-10-30,18.0768547058105,18.2862377166748,17.4586715698242,17.6979675292969,4802477,16.4888153076172
2020-11-03,18.2164421081543,18.8944492340088,17.6780261993408,18.5155639648438,5969298,17.2505512237549
2020-11-04,18.7050075531006,19.7319869995117,18.6950359344482,18.8545665740967,6910758,17.5663928985596
2020-11-05,19.1038341522217,19.4129257202148,18.5355052947998,18.5355052947998,4321568,17.2691345214844
2020-11-06,18.3959159851074,18.8047142028809,17.9472351074219,18.096794128418,4920022,16.8603935241699
2020-11-09,18.6451835632324,18.9443035125732,17.8275852203369,17.9472351074219,4173433,16.7210521697998
2020-11-10,17.9970874786377,18.1466484069824,17.2293453216553,17.5982608795166,5019514,16.395923614502
2020-11-11,17.50852394104,18.00705909729,17.3091106414795,17.4586715698242,2663507,16.265869140625
2020-11-12,17.5384368896484,18.0868244171143,17.4686412811279,18.0270004272461,3745780,16.7953681945801
2020-11-13,18.2064723968506,18.9443035125732,18.116735458374,18.9443035125732,4420859,17.6500015258789
2020-11-16,19.1536884307861,19.3431301116943,18.6252403259277,18.6950359344482,4073240,17.4177646636963
2020-11-17,18.7448902130127,19.0440101623535,17.9572048187256,18.4158573150635,2670829,17.1576595306396
2020-11-18,18.4657096862793,18.615270614624,17.7877044677734,17.9472351074219,2949044,16.7210521697998
2020-11-19,17.9372634887695,18.3859443664551,17.8076457977295,18.3360900878906,1767782,17.0833396911621
2020-11-23,18.3261203765869,19.0240688323975,18.1466484069824,19.0240688323975,2044894,17.7243156433105
2020-11-24,19.0340385437012,19.093864440918,18.485652923584,18.615270614624,2659997,17.343448638916
2020-11-25,18.6651248931885,18.9443035125732,18.346061706543,18.5454769134521,2605638,17.2784252166748
2020-11-26,18.595329284668,18.9443035125732,18.4657096862793,18.9443035125732,1481743,17.6500015258789
2020-11-27,19.0041275024414,19.7419586181641,18.6551532745361,19.1935691833496,4455560,17.8822383880615
2020-11-30,19.1935691833496,19.5724563598633,18.6950359344482,18.9443035125732,2366436,17.6500015258789
2020-12-01,18.9443035125732,19.1437168121338,17.9671764373779,18.116735458374,4379237,16.8789730072021
2020-12-02,18.1865310668945,18.6352119445801,17.8475284576416,18.6352119445801,2332537,17.3620262145996
2020-12-03,18.6352119445801,18.844596862793,18.346061706543,18.6950359344482,2725288,17.4177646636963
2020-12-04,18.6950359344482,18.864538192749,18.4058856964111,18.8246555328369,1766478,17.5385246276855
2020-12-07,18.8246555328369,18.844596862793,17.8973808288574,17.8973808288574,4568993,16.6746044158936
2020-12-08,17.9572048187256,18.2463550567627,17.9472351074219,18.1466484069824,2403345,16.9068450927734
2020-12-09,18.236385345459,18.256326675415,17.5982608795166,17.7976741790771,2010694,16.5817108154297
2020-12-10,17.8176155090332,17.9472351074219,17.2393169403076,17.3988475799561,3527339,16.2101306915283
2020-12-11,17.3988475799561,17.9472351074219,17.3489933013916,17.6580848693848,5264131,16.45166015625
2020-12-14,17.8275852203369,18.0569114685059,17.4387302398682,17.9073524475098,1234518,16.6838932037354
2020-12-15,17.9073524475098,18.0668830871582,17.4686412811279,18.0469417572021,2078392,16.8139457702637
2020-12-16,18.0369701385498,18.1566181182861,17.757791519165,17.9372634887695,4435100,16.7117614746094
2020-12-17,17.9671764373779,18.4258289337158,17.9173221588135,18.1466484069824,4845403,16.9068450927734
2020-12-18,18.6053009033203,19.0240688323975,18.4756813049316,18.6850643157959,25877857,17.4084758758545
2020-12-21,18.1965026855469,18.7249488830566,17.8375568389893,18.2962093353271,2712752,17.0461845397949
2020-12-22,18.3859443664551,19.0140972137451,18.2164421081543,18.844596862793,2560806,17.5571060180664
2020-12-23,18.8246555328369,18.9841861724854,18.4557399749756,18.9443035125732,1925243,17.6810131072998
