"Date","PETZ3.SA.Open","PETZ3.SA.High","PETZ3.SA.Low","PETZ3.SA.Close","PETZ3.SA.Volume","PETZ3.SA.Adjusted"
2020-12-28,18.974214553833,19.4228954315186,18.7548599243164,19.3032474517822,1757852,18.016019821167
2020-12-29,19.2932777404785,19.9314002990723,19.1636581420898,19.5026626586914,3056158,18.2021369934082
2020-12-30,19.5226020812988,19.7918128967285,19.0440101623535,19.0440101623535,2970006,17.7740688323975
2021-01-04,19.3431301116943,19.3630714416504,18.2662963867188,18.5255336761475,2176480,17.2901649475098
2021-01-05,18.5454769134521,18.7249488830566,18.0668830871582,18.5355052947998,2383286,17.2994709014893
2021-01-06,18.5255336761475,18.7050075531006,17.50852394104,17.5882892608643,4747015,16.4154243469238
2021-01-07,17.7478218078613,17.987117767334,17.3489933013916,17.4686412811279,6137691,16.3037490844727
2021-01-08,17.5484066009521,18.2862377166748,17.37890625,18.0768547058105,5652168,16.8714084625244
2021-01-11,17.9472351074219,18.8944492340088,17.8475284576416,18.8944492340088,5795187,17.6344795227051
2021-01-12,18.974214553833,20.4299354553223,18.6750946044922,20.0909328460693,9303973,18.7511749267578
2021-01-13,20.2404918670654,21.6064758300781,19.6522216796875,21.5067691802979,7669883,20.0725975036621
2021-01-14,21.566593170166,21.9355087280273,21.0680599212646,21.9355087280273,3756311,20.4727478027344
2021-01-15,21.9355087280273,21.9753913879395,21.2774448394775,21.6862411499023,2845541,20.2401027679443
2021-01-18,21.7859497070312,21.925537109375,21.1577968597412,21.436975479126,1938582,20.0074577331543
2021-01-19,21.7360954284668,21.7360954284668,20.5894660949707,21.3472385406494,2488294,19.9237060546875
2021-01-20,21.6264171600342,22.6533985137939,21.2874145507812,21.7261257171631,3536065,20.2773323059082
2021-01-21,21.7261257171631,22.4041309356689,21.3472385406494,22.2346305847168,3511393,20.7519226074219
2021-01-22,22.0252456665039,22.2146873474121,21.5965061187744,21.9654216766357,2044693,20.5006694793701
2021-01-26,21.9554500579834,22.9824314117432,21.795919418335,22.5337505340576,5183695,21.0310955047607
2021-01-27,22.5836048126221,22.8029594421387,21.0381469726562,21.0381469726562,4411431,19.6352272033691
2021-01-28,21.5366821289062,22.1548633575439,21.187707901001,21.7360954284668,2492606,20.2866344451904
2021-01-29,21.54665184021,21.815860748291,20.7888793945312,21.436975479126,2316590,20.0074577331543
2021-02-01,21.2375602722168,22.065128326416,21.2375602722168,21.5366821289062,2547367,20.100513458252
2021-02-02,21.7460651397705,22.065128326416,21.5566234588623,21.7360954284668,2517178,20.2866344451904
2021-02-03,21.8457736968994,22.5237808227539,21.5566234588623,21.9055976867676,3924103,20.4448318481445
2021-02-04,21.8956260681152,22.0352153778076,21.1378536224365,21.5865345001221,2193229,20.147045135498
2021-02-05,21.6862411499023,21.7759780883789,21.2575016021729,21.5965061187744,1559471,20.1563510894775
2021-02-08,21.5965061187744,22.1548633575439,21.3671798706055,21.9654216766357,1526675,20.5006694793701
2021-02-09,21.8358020782471,22.6234855651855,21.6762714385986,22.5836048126221,3253437,21.0776252746582
2021-02-10,22.6434288024902,22.7730464935303,21.9853630065918,22.294454574585,3575982,20.8077602386475
2021-02-11,22.294454574585,22.5337505340576,22.0152740478516,22.1748065948486,1598184,20.6960887908936
2021-02-12,22.1050109863281,22.5237808227539,21.7161540985107,22.2844829559326,2407958,20.7984485626221
2021-02-17,22.424072265625,23.550760269165,22.0053043365479,23.1020793914795,3850186,21.5615291595459
2021-02-18,23.3314056396484,23.530818939209,22.9425487518311,23.052225112915,3719102,21.5149974822998
2021-02-19,23.1120491027832,24.0293521881104,23.052225112915,23.7302322387695,5803010,22.1477909088135
2021-02-22,23.0322856903076,23.6803798675537,22.3443069458008,23.2715816497803,4702083,21.7197265625
2021-02-23,23.4610233306885,23.8199691772461,22.6833114624023,22.7331638336182,2732710,21.217212677002
2021-02-24,22.9325771331787,23.0621967315674,21.7560367584229,22.0750999450684,10712703,20.6030349731445
2021-02-25,22.2047176361084,22.4739265441895,21.2874145507812,21.3372688293457,4519448,19.9144039154053
2021-02-26,21.4768581390381,21.6663017272949,20.6492900848389,20.9184989929199,4126095,19.5235595703125
2021-03-01,21.1179122924805,21.925537109375,20.8187923431396,21.5965061187744,2521792,20.1563510894775
2021-03-02,21.5366821289062,22.3941612243652,20.6991443634033,22.2545719146729,3290345,20.7705364227295
2021-03-03,22.3243656158447,22.3243656158447,21.187707901001,21.7360954284668,2511963,20.2866344451904
2021-03-04,22.1149806976318,22.1149806976318,21.2774448394775,21.3372688293457,1427685,19.9144039154053
2021-03-05,21.297384262085,21.4868278503418,20.1906394958496,21.3073558807373,3286634,19.8864860534668
2021-03-08,21.0481185913086,21.4768581390381,19.7718696594238,20.1706981658936,4198206,18.8256244659424
2021-03-09,20.5296421051025,21.4270038604736,20.1507568359375,21.4270038604736,4886724,19.9981536865234
2021-03-10,21.4967994689941,21.5865345001221,20.439905166626,20.439905166626,19611990,19.0768795013428
2021-03-11,20.6293487548828,20.8586750030518,19.6921043395996,20.2006092071533,5629000,18.8535423278809
2021-03-12,20.1407852172852,20.2404918670654,19.2334537506104,19.5724563598633,3949978,18.2672729492188
2021-03-15,19.5525150299072,20.3601417541504,19.3231887817383,20.3401985168457,3128370,18.9838199615479
2021-03-16,20.1706981658936,20.5296421051025,19.9413719177246,19.9413719177246,2034463,18.6115894317627
2021-03-17,19.7918128967285,20.4299354553223,19.7020740509033,20.3601417541504,2048003,19.0024356842041
2021-03-18,20.350170135498,20.5296421051025,19.9114608764648,19.9114608764648,1454864,18.5836715698242
2021-03-19,19.8915176391602,20.5894660949707,19.722017288208,20.3102874755859,7845197,18.955904006958
2021-03-22,20.1706981658936,20.7789096832275,20.0709915161133,20.3202571868896,2701920,18.9652099609375
2021-03-23,20.2404918670654,20.439905166626,19.9912242889404,19.9912242889404,1318063,18.6581172943115
2021-03-24,20.100902557373,20.3601417541504,19.6023693084717,19.8416652679443,2325216,18.5185317993164
2021-03-25,19.9014892578125,20.0909328460693,19.7718696594238,19.8715763092041,1649635,18.5464496612549
2021-03-26,19.9214305877686,20.0610198974609,18.7448902130127,19.2334537506104,2524199,17.9508762359619
2021-03-29,19.3331604003906,19.6621932983398,18.8047142028809,19.1835994720459,3152039,17.9043483734131
2021-03-30,19.1437168121338,19.2932777404785,18.8745079040527,19.093864440918,2870715,17.8205986022949
2021-03-31,19.0539817810059,19.8915176391602,18.7847728729248,19.7319869995117,6469364,18.4161682128906
2021-04-01,19.3431301116943,19.8715763092041,19.3431301116943,19.7020740509033,2760792,18.3882503509521
2021-04-05,19.8416652679443,20.4099941253662,19.8017826080322,20.2704048156738,2526706,18.9186820983887
2021-04-06,20.2404918670654,20.6792030334473,20.0211372375488,20.5396137237549,2618876,19.1699371337891
2021-04-07,20.439905166626,20.6991443634033,20.0011959075928,20.1407852172852,2503438,18.7977046966553
2021-04-08,20.4199657440186,21.815860748291,20.350170135498,21.5067691802979,4937473,20.0725975036621
2021-04-09,21.436975479126,22.2346305847168,21.207649230957,22.2346305847168,3584407,20.7519226074219
2021-04-12,22.2246589660645,22.2645416259766,21.3970928192139,21.7460651397705,2882148,20.2959384918213
2021-04-13,21.7360954284668,21.8358020782471,21.0680599212646,21.4868278503418,2363327,20.0539894104004
2021-04-14,21.54665184021,21.815860748291,21.1179122924805,21.815860748291,1842300,20.3610801696777
2021-04-15,21.8258323669434,22.1349239349365,21.2774448394775,21.5765647888184,3162269,20.1377429962158
2021-04-16,21.3572082519531,22.6434288024902,21.297384262085,22.5237808227539,3581599,21.0217914581299
2021-04-19,22.6633682250977,22.7730464935303,21.8557434082031,22.3941612243652,3703857,20.9008140563965
2021-04-20,22.5237808227539,22.8129291534424,22.04518699646,22.3941612243652,1488463,20.9008140563965
2021-04-22,22.5138092041016,23.1319904327393,21.5566234588623,21.7360954284668,3196269,20.2866344451904
2021-04-23,21.8756847381592,22.2545719146729,21.6862411499023,22.2545719146729,2430324,20.7705364227295
2021-04-26,22.2346305847168,22.5437202453613,21.9355087280273,22.314395904541,2683065,20.8263702392578
2021-04-27,22.2346305847168,22.9325771331787,22.1448936462402,22.9325771331787,2695702,21.4033279418945
2021-04-28,22.9325771331787,23.3214340209961,22.5736331939697,23.3214340209961,3113526,21.7662544250488
2021-04-29,23.3314056396484,24.2487087249756,23.2416687011719,23.8299388885498,3399565,22.2408542633057
2021-04-30,23.8399105072021,24.0991477966309,23.30149269104,24.0991477966309,8416672,22.4921073913574
2021-05-03,24.0891761779785,24.408239364624,23.5009078979492,23.6105842590332,2339758,22.0421123504639
2021-05-04,23.6105842590332,24.0094127655029,23.0921096801758,23.7302322387695,3933330,22.15380859375
2021-05-05,23.7402038574219,24.2686500549316,23.3812599182129,24.139030456543,3892711,22.5354499816895
2021-05-06,24.0891761779785,24.6973896026611,23.6803798675537,24.6973896026611,3136293,23.0567169189453
2021-05-07,24.7273006439209,25.0962162017822,24.4481220245361,24.7871246337891,2257617,23.1404914855957
2021-05-10,24.7871246337891,25.3454837799072,24.3384437561035,24.5478286743164,5349180,22.9170932769775
2021-05-11,24.2088260650635,24.2088260650635,22.8229007720947,23.281551361084,10160484,21.734935760498
2021-05-12,23.0921096801758,23.3314056396484,21.1777362823486,21.1976776123047,7932051,19.789493560791
2021-05-13,21.4070625305176,21.9155673980713,21.2375602722168,21.456916809082,3368975,20.03151512146
2021-05-14,21.6363887786865,22.1349239349365,21.2375602722168,21.6064758300781,4343031,20.1711368560791
2021-05-17,21.7859497070312,22.5337505340576,21.7560367584229,22.4340438842773,3005510,20.9437294006348
2021-05-18,22.5138092041016,22.9026660919189,22.1448936462402,22.424072265625,2887865,20.934419631958
2021-05-19,22.065128326416,22.5836048126221,21.297384262085,21.5366821289062,3454325,20.1059799194336
2021-05-20,21.7061824798584,21.8956260681152,21.2575016021729,21.8956260681152,5041679,20.4410800933838
2021-05-21,21.8358020782471,21.9853630065918,20.8088226318359,21.187707901001,2713554,19.7801895141602
2021-05-24,21.207649230957,21.7161540985107,21.1079425811768,21.456916809082,7713711,20.03151512146
2021-05-25,21.4967994689941,22.6334571838379,21.4768581390381,22.0551567077637,5150899,20.5900115966797
2021-05-26,22.2745113372803,22.6533985137939,21.8557434082031,22.1448936462402,2751164,20.6737899780273
2021-05-27,22.3742198944092,23.0223140716553,22.2745113372803,22.9525184631348,8725678,21.4277610778809
2021-05-28,23.0621967315674,23.3314056396484,22.6533985137939,22.9724597930908,2788875,21.4463787078857
2021-05-31,22.9724597930908,23.4410839080811,22.9624900817871,23.2715816497803,1941190,21.7256298065186
2021-06-01,23.3912296295166,23.5707015991211,22.6932811737061,23.1319904327393,2365534,21.5953102111816
2021-06-02,23.3812599182129,23.7900562286377,22.8528118133545,23.1319904327393,2135158,21.5953102111816
2021-06-04,23.1419620513916,23.3912296295166,22.5138092041016,22.8827247619629,2498423,21.3626041412354
2021-06-07,22.8827247619629,23.1818447113037,22.5237808227539,22.9325771331787,2775435,21.4091415405273
2021-06-08,22.9325771331787,24.1190891265869,22.9325771331787,23.7402038574219,3695031,22.1631183624268
2021-06-09,23.7402038574219,24.2287673950195,23.3812599182129,24.0592651367188,2866803,22.4609870910645
2021-06-10,24.0592651367188,24.1689434051514,23.1918163299561,23.5607318878174,2630009,21.995569229126
2021-06-11,23.5607318878174,23.909704208374,23.2316970825195,23.8997344970703,3045828,22.3120536804199
2021-06-14,24.0293521881104,24.1689434051514,23.4909362792969,23.530818939209,3783290,21.967643737793
2021-06-15,23.640495300293,23.9196758270264,23.2915210723877,23.4211406707764,2962985,21.8652515411377
2021-06-16,23.4709949493408,24.0193824768066,23.2915210723877,23.7501735687256,2390106,22.1724281311035
2021-06-17,23.7501735687256,24.5278873443604,23.5707015991211,24.3284740447998,2828290,22.712308883667
2021-06-18,24.3284740447998,25.0862464904785,23.7302322387695,24.5777416229248,7572497,22.9450168609619
2021-06-21,24.7273006439209,25.0064792633057,24.3484153747559,24.3683567047119,2251199,22.7495441436768
2021-06-22,24.7273006439209,24.8170375823975,23.9894695281982,24.2387371063232,2599720,22.6285381317139
2021-06-23,24.3284740447998,25.0264225006104,24.1490001678467,24.8270072937012,3031586,23.1777286529541
2021-06-24,24.9267158508301,24.9765682220459,24.2088260650635,24.3783264160156,1774802,22.7588481903076
2021-06-25,24.4381504058838,24.7970962524414,24.0393238067627,24.7970962524414,2877033,23.1498031616211
2021-06-28,24.9167442321777,25.6047210693359,24.4281806945801,25.6047210693359,2793889,23.9037761688232
2021-06-29,25.7841949462891,25.873929977417,24.9665985107422,25.764253616333,2573443,24.0527095794678
2021-06-30,25.6545753479004,25.8041343688965,25.1660118103027,25.6844863891602,2723182,23.9782409667969
2021-07-01,25.7443103790283,25.7542819976807,24.6275939941406,24.8270072937012,3905949,23.1891479492188
2021-07-02,24.9267158508301,25.495044708252,24.8569202423096,25.1560401916504,2579661,23.4964752197266
2021-07-05,25.1560401916504,25.2557487487793,24.1490001678467,24.5877113342285,2327221,22.9656391143799
2021-07-06,24.6275939941406,24.7572135925293,24.049295425415,24.3185024261475,2700817,22.7141895294189
2021-07-07,24.1091194152832,24.5777416229248,23.8399105072021,24.3484153747559,3696535,22.7421321868896
2021-07-08,23.9495887756348,24.8270072937012,23.5607318878174,24.8070678710938,2523597,23.1705265045166
2021-07-12,24.8469486236572,24.9765682220459,24.0891761779785,24.4780330657959,3278009,22.8631954193115
2021-07-13,24.4580936431885,24.6176242828369,23.9296455383301,24.0293521881104,5040274,22.4441184997559
2021-07-14,24.1789131164551,24.3484153747559,23.780086517334,23.8698215484619,3633852,22.2951107025146
2021-07-15,23.8797931671143,24.1490001678467,23.6704082489014,23.8897647857666,3693426,22.3137359619141
2021-07-16,23.9595584869385,24.2985610961914,23.4410839080811,23.4410839080811,2515473,21.8946590423584
2021-07-19,23.4410839080811,23.5108776092529,22.783016204834,23.3214340209961,3158558,21.7828998565674
2021-07-20,23.281551361084,23.4610233306885,22.8827247619629,23.0821380615234,1837386,21.5593929290771
2021-07-21,23.0821380615234,23.2715816497803,22.5736331939697,22.8328704833984,3117538,21.3265686035156
2021-07-22,22.9824314117432,23.3513469696045,22.7929878234863,23.3314056396484,2562210,21.79221534729
2021-07-23,23.2516403198242,23.5108776092529,23.0223140716553,23.5108776092529,1582438,21.9598445892334
2021-07-26,23.4311122894287,23.4709949493408,22.7331638336182,23.0223140716553,3141508,21.5035133361816
2021-07-27,22.9525184631348,22.9924011230469,22.0950393676758,22.4141025543213,3119243,20.9354267120361
2021-07-28,22.314395904541,22.6334571838379,22.1448936462402,22.314395904541,2650369,20.8422966003418
2021-07-29,22.2246589660645,22.5536918640137,21.9654216766357,22.3941612243652,2647761,20.9168014526367
2021-07-30,22.2745113372803,23.4909362792969,22.1050109863281,22.7730464935303,6870239,21.2706890106201
2021-08-02,23.2217273712158,23.7102909088135,23.0821380615234,23.5407905578613,5162132,21.9877853393555
2021-08-03,24.9267158508301,25.5249557495117,24.5079460144043,24.8668918609619,12106990,23.2264022827148
2021-08-04,24.7073593139648,26.0234909057617,24.7073593139648,25.4651317596436,8625885,23.785177230835
2021-08-05,25.4651317596436,26.0932846069336,25.2158641815186,25.8240776062012,6236080,24.1204433441162
2021-08-06,26.0434322357178,26.3126392364502,25.5847797393799,26.2727584838867,3687609,24.5395240783691
2021-08-09,26.2428455352783,27.110294342041,26.1132278442383,26.7214374542236,3039209,24.9586029052734
2021-08-10,26.9009113311768,27.2199726104736,26.1630802154541,26.1630802154541,4723446,24.4370822906494
2021-08-11,26.0633735656738,26.1032562255859,25.0064792633057,25.9237842559814,6221738,24.2135715484619
2021-08-12,25.873929977417,26.3126392364502,25.2058944702148,25.4053077697754,2785064,23.7292976379395
2021-08-13,25.4053077697754,25.7742233276367,25.0762748718262,25.5847797393799,3309501,23.8969306945801
2021-08-16,25.5748100280762,26.143138885498,24.9466552734375,25.265718460083,4424971,23.5989189147949
2021-08-17,25.1959228515625,26.3026695251465,24.3384437561035,26.2029628753662,10039730,24.4743309020996
2021-08-18,26.1929912567139,26.621732711792,25.7044277191162,25.8539886474609,5194125,24.148380279541
2021-08-19,25.6645450592041,26.9108829498291,25.3155727386475,26.9108829498291,7431183,25.1355495452881
2021-08-20,26.621732711792,27.9378623962402,26.621732711792,27.8281841278076,6716488,25.992338180542
2021-08-23,27.83815574646,27.9578037261963,27.2000312805176,27.3196792602539,4859444,25.5173778533936
2021-08-24,27.5589752197266,27.9278907775879,27.3097095489502,27.5589752197266,4659659,25.7408866882324
2021-08-25,27.6487121582031,28.5759868621826,27.5988597869873,28.2668952941895,7526864,26.4021053314209
2021-08-26,28.2668952941895,28.6956348419189,26.8410873413086,27.4193878173828,6708765,25.6105079650879
2021-08-27,27.479211807251,28.0674800872803,27.2100028991699,27.6686534881592,5756374,25.8433303833008
2021-08-30,27.5190925598145,27.5789165496826,26.143138885498,26.9208526611328,8300331,25.1448612213135
2021-08-31,26.9108829498291,27.6187992095947,26.0733432769775,26.4023761749268,6894309,24.6605911254883
2021-09-01,26.4622001647949,27.0105876922607,25.5349273681641,25.5847797393799,6735343,23.8969306945801
2021-09-02,25.8440189361572,26.3624935150146,25.4451904296875,25.9736366271973,5953652,24.2601337432861
2021-09-03,26.3026695251465,27.2897682189941,26.0135192871094,26.5220241546631,15602637,24.7723445892334
2021-09-06,26.5220241546631,27.0604419708252,26.1630802154541,26.5319957733154,3660630,24.7816581726074
2021-09-08,26.3425521850586,26.4123477935791,25.3255424499512,25.495044708252,4039641,23.8131160736084
2021-09-09,25.3753967285156,27.5689468383789,25.2258358001709,26.9009113311768,4367402,25.1262378692627
2021-09-10,27.0205593109131,27.0205593109131,25.9836082458496,26.3724632263184,4651033,24.6326503753662
2021-09-13,26.8709983825684,26.9607353210449,25.893871307373,25.9138126373291,3878870,24.2042560577393
2021-09-14,26.0534019470215,27.2000312805176,25.9935779571533,26.9208526611328,4581931,25.1448612213135
2021-09-15,26.8709983825684,27.1800899505615,26.482141494751,26.8211441040039,3778576,25.0517292022705
2021-09-16,26.6815567016602,26.9108829498291,26.2926998138428,26.7214374542236,2140073,24.9586029052734
2021-09-17,26.6117610931396,26.8211441040039,26.2129325866699,26.6616134643555,3414108,24.9027271270752
2021-09-20,26.2229042053223,26.5319957733154,25.1759815216064,25.4252490997314,4953821,23.7479248046875
2021-09-21,25.624662399292,26.5519371032715,25.624662399292,26.1929912567139,2843435,24.4650173187256
2021-09-22,26.3724632263184,26.7712917327881,26.1132278442383,26.3824348449707,2983445,24.6419639587402
2021-09-23,26.3824348449707,27.249885559082,26.0633735656738,26.1132278442383,6875153,24.3905181884766
2021-09-24,25.9636669158936,26.2727584838867,25.3853664398193,25.7243690490723,3610082,24.0273113250732
2021-09-27,25.644603729248,25.9935779571533,25.0563335418701,25.7243690490723,4934765,24.0273113250732
2021-09-28,25.4551601409912,25.5748100280762,23.7402038574219,24.2088260650635,8884644,22.6117496490479
2021-09-29,24.5877113342285,24.7173309326172,23.6006145477295,23.8299388885498,5315782,22.2578563690186
2021-09-30,24.0393238067627,24.2187957763672,23.0322856903076,23.3912296295166,6787095,21.8480911254883
2021-10-01,23.3613166809082,24.0891761779785,22.5935745239258,23.9296455383301,7917810,22.3509883880615
2021-10-04,23.9296455383301,23.9296455383301,22.6833114624023,22.9026660919189,3478697,21.3917579650879
2021-10-05,23.0322856903076,23.4311122894287,22.5736331939697,23.2316970825195,4944293,21.6990814208984
2021-10-06,22.5337505340576,23.0322856903076,22.0152740478516,22.8428421020508,6861413,21.335880279541
2021-10-07,23.052225112915,23.30149269104,22.6633682250977,23.0621967315674,4253167,21.5407657623291
2021-10-08,23.3413753509521,23.9994411468506,23.2616100311279,23.3314056396484,4255975,21.79221534729
2021-10-11,23.3214340209961,23.4809646606445,21.3472385406494,21.925537109375,8491491,20.4790935516357
2021-10-13,22.1947479248047,23.7202625274658,22.1947479248047,23.4011993408203,6170287,21.8574028015137
2021-10-14,23.4410839080811,24.158971786499,22.9525184631348,23.7900562286377,5809028,22.220609664917
2021-10-15,23.9794998168945,23.9794998168945,23.2017860412598,23.7003211975098,5251293,22.136791229248
2021-10-18,23.4909362792969,23.780086517334,22.9724597930908,23.3812599182129,5030847,21.8387794494629
2021-10-19,23.1519336700439,23.30149269104,22.04518699646,22.3443069458008,4322972,20.8702354431152
2021-10-20,22.5736331939697,22.6135158538818,21.2475318908691,21.3173274993896,9054642,19.9110069274902
2021-10-21,20.7390270233154,21.2275905609131,19.2633647918701,20.0410785675049,11220692,18.7189502716064
2021-10-22,19.5923976898193,19.9613132476807,18.7648315429688,19.4827194213867,17051785,18.1974315643311
2021-10-25,19.8416652679443,20.350170135498,19.5325736999512,19.8616065979004,6680884,18.5513191223145
