"Date","SLCE3.SA.Open","SLCE3.SA.High","SLCE3.SA.Low","SLCE3.SA.Close","SLCE3.SA.Volume","SLCE3.SA.Adjusted"
2017-01-02,2.98966908454895,3.05371904373169,2.98966908454895,3.0289249420166,491260,1.52595520019531
2017-01-03,3.05165195465088,3.08264398574829,3.00826406478882,3.04958605766296,816024,1.53636395931244
2017-01-04,3.04958605766296,3.18181800842285,3.04958605766296,3.15082597732544,1304380,1.58736789226532
2017-01-05,3.16942095756531,3.25,3.16942095756531,3.23760294914246,1429252,1.63108599185944
2017-01-06,3.23760294914246,3.27685904502869,3.21074295043945,3.23553705215454,563860,1.63004505634308
2017-01-09,3.21280908584595,3.25413203239441,3.20247888565063,3.23347091674805,911856,1.6290043592453
2017-01-10,3.25619792938232,3.25619792938232,3.20247888565063,3.21280908584595,845064,1.61859488487244
2017-01-11,3.223140001297,3.25413203239441,3.19008207321167,3.21694207191467,748748,1.62067699432373
2017-01-12,3.25206589698792,3.32644605636597,3.20041298866272,3.30165195465088,1471360,1.66335332393646
2017-01-13,3.28718996047974,3.32231402397156,3.24793291091919,3.27479290962219,1341648,1.64982175827026
2017-01-16,3.2851231098175,3.31818103790283,3.28305697441101,3.31198310852051,840708,1.66855812072754
2017-01-17,3.31198310852051,3.39669394493103,3.3057849407196,3.36570191383362,2421452,1.69562113285065
2017-01-18,3.36570191383362,3.39876008033752,3.34504103660583,3.39462804794312,502392,1.71019411087036
2017-01-19,3.40289211273193,3.40909004211426,3.34090900421143,3.34710693359375,615164,1.68625330924988
2017-01-20,3.35950398445129,3.39669394493103,3.31198310852051,3.37809896469116,812636,1.70186698436737
2017-01-23,3.39669394493103,3.39669394493103,3.33057808876038,3.35950398445129,1055604,1.69249880313873
2017-01-24,3.37603306770325,3.48140406608582,3.35743808746338,3.45041298866272,1612688,1.73829829692841
2017-01-26,3.47107410430908,3.50826406478882,3.43595004081726,3.46280908584595,1516372,1.7445433139801
2017-01-27,3.46487593650818,3.47727203369141,3.41115689277649,3.45867705345154,547888,1.74246180057526
2017-01-30,3.46074295043945,3.46074295043945,3.36570191383362,3.36570191383362,765688,1.69562113285065
2017-01-31,3.37190008163452,3.42355298995972,3.36983394622803,3.3925609588623,503360,1.70915293693542
2017-02-01,3.39669394493103,3.54338788986206,3.39669394493103,3.473140001297,1251140,1.74974799156189
2017-02-02,3.51032996177673,3.51859498023987,3.40082597732544,3.45041298866272,751652,1.73829829692841
2017-02-03,3.45247888565063,3.49380111694336,3.41942095756531,3.46074295043945,419144,1.74350249767303
2017-02-06,3.44421410560608,3.473140001297,3.43181800842285,3.45041298866272,363968,1.73829829692841
2017-02-07,3.46074295043945,3.49173498153687,3.42975211143494,3.46694207191467,386232,1.74662554264069
2017-02-08,3.47107410430908,3.48140406608582,3.44628000259399,3.45867705345154,308792,1.74246180057526
2017-02-09,3.46280908584595,3.51239609718323,3.44421410560608,3.50619792938232,390588,1.76640248298645
2017-02-10,3.51446199417114,3.54958605766296,3.49380111694336,3.54751992225647,543532,1.78722035884857
2017-02-13,3.55371904373169,3.5578510761261,3.51239609718323,3.51239609718323,473352,1.76952517032623
2017-02-14,3.51239609718323,3.5578510761261,3.46280908584595,3.49173498153687,1275340,1.75911617279053
2017-02-15,3.51032996177673,3.60537099838257,3.5,3.58884191513062,1271952,1.80803787708282
2017-02-16,3.59504103660583,3.71074295043945,3.58470988273621,3.66942095756531,1848396,1.84863317012787
2017-02-17,3.67768502235413,3.67768502235413,3.63223099708557,3.63636302947998,988812,1.83197855949402
2017-02-20,3.64049506187439,3.64669394493103,3.57437992095947,3.57437992095947,405592,1.80075192451477
2017-02-21,3.57231402397156,3.66735506057739,3.57231402397156,3.66735506057739,1325192,1.84759271144867
2017-02-22,3.65909004211426,3.66322302818298,3.57231402397156,3.60330510139465,692120,1.81532466411591
2017-02-23,3.61776804924011,3.70867705345154,3.51652789115906,3.53718996047974,660660,1.78201639652252
2017-02-24,3.53305697441101,3.60743808746338,3.51239609718323,3.55371904373169,1797576,1.79034340381622
2017-03-01,3.56404900550842,3.59504103660583,3.53305697441101,3.56404900550842,1780152,1.79554784297943
2017-03-02,3.57231402397156,3.60330510139465,3.49380111694336,3.54545402526855,765204,1.78617918491364
2017-03-03,3.53718996047974,3.67561888694763,3.53718996047974,3.65702390670776,1637856,1.8423877954483
2017-03-06,3.65702390670776,3.7809910774231,3.6384289264679,3.7809910774231,2235596,1.90484154224396
2017-03-07,3.76032996177673,3.84710693359375,3.70661091804504,3.76652789115906,3659040,1.89755511283875
2017-03-08,3.78718996047974,3.78718996047974,3.64669394493103,3.64669394493103,1692548,1.83718323707581
2017-03-09,3.65289211273193,3.68801593780518,3.49793291091919,3.51239609718323,1581712,1.76952517032623
2017-03-10,3.52479290962219,3.59710693359375,3.52479290962219,3.58470988273621,352836,1.80595636367798
2017-03-13,3.62809896469116,3.63429689407349,3.53305697441101,3.54338788986206,1000912,1.78513872623444
2017-03-14,3.54958605766296,3.57851195335388,3.53305697441101,3.54338788986206,313632,1.78513872623444
2017-03-15,3.54751992225647,3.57851195335388,3.52479290962219,3.52479290962219,1211936,1.77577042579651
2017-03-16,3.56198310852051,3.60743808746338,3.54545402526855,3.59504103660583,3121800,1.81116092205048
2017-03-17,3.59504103660583,3.64669394493103,3.49380111694336,3.57437992095947,1218228,1.80075192451477
2017-03-20,3.59090900421143,3.60123896598816,3.52066111564636,3.56404900550842,1026080,1.79554784297943
2017-03-21,3.58470988273621,3.58470988273621,3.50413203239441,3.51239609718323,1325676,1.76952517032623
2017-03-22,3.51652789115906,3.64462804794312,3.47520589828491,3.57024693489075,2249148,1.79866993427277
2017-03-23,3.5578510761261,3.62396597862244,3.5578510761261,3.59297490119934,2522124,1.8101202249527
2017-03-24,3.56198310852051,3.68388390541077,3.56198310852051,3.64669394493103,1756920,1.83718323707581
2017-03-27,3.61570191383362,3.65289211273193,3.5289249420166,3.56198310852051,1699808,1.79450643062592
2017-03-28,3.57437992095947,3.62190008163452,3.54958605766296,3.61156988143921,885720,1.81948828697205
2017-03-29,3.63223099708557,3.66735506057739,3.60123896598816,3.62809896469116,1647536,1.82781553268433
2017-03-30,3.62809896469116,3.67768502235413,3.62603306770325,3.66322302818298,467544,1.84551084041595
2017-03-31,3.65909004211426,3.71900796890259,3.6384289264679,3.68181800842285,1620916,1.8548789024353
2017-04-03,3.68388390541077,3.69421410560608,3.65082597732544,3.65702390670776,670340,1.8423877954483
2017-04-04,3.65702390670776,3.71900796890259,3.65702390670776,3.71900796890259,1678028,1.87361490726471
2017-04-05,3.71487593650818,3.76032996177673,3.66322302818298,3.73140406608582,1409892,1.87985980510712
2017-04-06,3.74586701393127,3.74586701393127,3.68801593780518,3.71900796890259,534336,1.87361490726471
2017-04-07,3.72520589828491,3.73966908454895,3.69628000259399,3.71900796890259,1825648,1.87361490726471
2017-04-10,3.71900796890259,3.7851231098175,3.71900796890259,3.7851231098175,849420,1.90692341327667
2017-04-11,3.7851231098175,3.7851231098175,3.75206589698792,3.77066111564636,556600,1.89963757991791
2017-04-12,3.76446199417114,3.77685904502869,3.71074295043945,3.71900796890259,1156760,1.87361490726471
2017-04-13,3.6983470916748,3.7851231098175,3.69214797019958,3.76239609718323,1149016,1.89547348022461
2017-04-17,3.76032996177673,3.76859498023987,3.6983470916748,3.71900796890259,727452,1.87361490726471
2017-04-18,3.68801593780518,3.75413203239441,3.68801593780518,3.73966908454895,1993112,1.88402390480042
2017-04-19,3.73966908454895,3.86983394622803,3.73760294914246,3.83264398574829,2266088,1.93086385726929
2017-04-20,3.83057808876038,3.86776804924011,3.79338788986206,3.80165195465088,849904,1.91525042057037
2017-04-24,3.8057849407196,3.85537099838257,3.76859498023987,3.83884191513062,566280,1.93398654460907
2017-04-25,3.83264398574829,3.85950398445129,3.81198310852051,3.82231402397156,325732,1.92566013336182
2017-04-26,3.83057808876038,3.92561888694763,3.82231402397156,3.92561888694763,1345036,1.97770440578461
2017-04-27,3.90495800971985,3.94421410560608,3.83264398574829,3.92561888694763,829576,1.99306905269623
2017-04-28,3.91322302818298,4.05165195465088,3.89876008033752,4.04958581924438,1600104,2.05600810050964
2017-05-02,4.02066087722778,4.04338788986206,3.98966908454895,4.0289249420166,824736,2.04551815986633
2017-05-03,4.0289249420166,4.05785083770752,3.99586701393127,4.05785083770752,780208,2.06020450592041
2017-05-04,4.08677577972412,4.08677577972412,3.97933793067932,4.07024717330933,1206612,2.06649780273438
2017-05-05,4.04338788986206,4.10330486297607,4.03512287139893,4.08884191513062,490776,2.07593870162964
2017-05-08,4.09090900421143,4.09917306900024,4.05785083770752,4.0805778503418,905564,2.07174301147461
2017-05-09,4.10330486297607,4.14049482345581,4.05165195465088,4.12396621704102,1122396,2.09377193450928
2017-05-10,4.13223123550415,4.22727203369141,4.09710693359375,4.20454502105713,1590424,2.13468241691589
2017-05-11,4.17561912536621,4.2809910774231,4.17561912536621,4.1983470916748,2016828,2.13153529167175
2017-05-12,4.2004132270813,4.28718996047974,4.2004132270813,4.27685880661011,1947616,2.17139625549316
2017-05-15,4.27685880661011,4.27685880661011,4.25413179397583,4.27479314804077,1463132,2.17034769058228
2017-05-16,4.27272701263428,4.43181800842285,4.25,4.42148685455322,2138312,2.2448251247406
2017-05-17,4.33884191513062,4.35950422286987,4.23347091674805,4.23347091674805,2062808,2.14936780929565
2017-05-18,3.90495800971985,4.10537099838257,3.85330510139465,4.0309910774231,1798060,2.04656720161438
2017-05-19,4.07231378555298,4.22107410430908,4.05165195465088,4.22107410430908,2284480,2.14307427406311
2017-05-22,4.21900796890259,4.21900796890259,4.01446199417114,4.03925609588623,1097228,2.05076360702515
2017-05-23,4.06198310852051,4.22107410430908,4.04545402526855,4.1652889251709,1442804,2.11475133895874
2017-05-24,4.20454502105713,4.40495777130127,4.17148685455322,4.33884191513062,3135352,2.20286583900452
2017-05-25,4.33884191513062,4.35950422286987,4.21900796890259,4.30785083770752,1567192,2.18713164329529
2017-05-26,4.34297513961792,4.34297513961792,4.21900796890259,4.33471012115479,2311100,2.200767993927
2017-05-29,4.33471012115479,4.33471012115479,4.33471012115479,4.33471012115479,0,2.200767993927
2017-05-30,4.25619792938232,4.32851219177246,4.25413179397583,4.2789249420166,631136,2.17244553565979
2017-05-31,4.24793291091919,4.27066087722778,4.16735506057739,4.16735506057739,992684,2.11580061912537
2017-06-01,4.17561912536621,4.21694183349609,4.17561912536621,4.20247888565063,1108844,2.13363337516785
2017-06-02,4.23347091674805,4.24793291091919,4.15702390670776,4.1652889251709,1282600,2.11475133895874
2017-06-05,4.16115713119507,4.26239585876465,4.16115713119507,4.23140382766724,529496,2.14831852912903
2017-06-06,4.18181800842285,4.24173498153687,4.17768478393555,4.1942138671875,508684,2.1294367313385
2017-06-07,4.1983470916748,4.23347091674805,4.15289211273193,4.22107410430908,1509596,2.14307427406311
2017-06-08,4.18181800842285,4.21280908584595,4.14049482345581,4.15289211273193,1308252,2.10845756530762
