"Date","MGLU3.SA.Open","MGLU3.SA.High","MGLU3.SA.Low","MGLU3.SA.Close","MGLU3.SA.Volume","MGLU3.SA.Adjusted"
2017-03-10,6.93417978286743,6.94185209274292,6.24328279495239,6.24766683578491,3161259,6.09542179107666
2017-03-13,6.39381122589111,6.46688413619995,6.03977680206299,6.21332311630249,2466056,6.06191539764404
2017-03-14,6.20491981506348,6.32073879241943,6.06133317947388,6.32073879241943,3790774,6.16671323776245
2017-03-15,6.29845190048218,6.41902112960815,6.1095609664917,6.41902112960815,1915914,6.26260137557983
2017-03-16,6.50451612472534,7.15924215316772,6.50451612472534,7.15924215316772,3870148,6.98478317260742
2017-03-17,7.19796991348267,7.19796991348267,6.71898221969604,6.71898221969604,2701440,6.555251121521
2017-03-20,6.71898221969604,7.23414087295532,6.64298677444458,7.14316606521606,2260779,6.9690990447998
2017-03-21,7.16070318222046,7.16070318222046,6.65212106704712,6.72263622283936,2928612,6.5588173866272
2017-03-22,6.73761606216431,6.77707481384277,6.58818292617798,6.66271686553955,1702427,6.50035762786865
2017-03-23,6.68610000610352,6.9162769317627,6.68135023117065,6.90531587600708,790999,6.73704481124878
2017-03-24,6.94185209274292,6.94185209274292,6.62252712249756,6.65321683883667,1675057,6.49108934402466
2017-03-27,6.55347394943237,6.63129615783691,6.45774984359741,6.63129615783691,1902229,6.46970272064209
2017-03-28,6.69888782501221,6.70071411132812,6.41134881973267,6.4540958404541,2255305,6.29681968688965
2017-03-29,6.47601795196533,6.6064510345459,6.4266939163208,6.58927917480469,1283663,6.42870950698853
2017-03-30,6.54141712188721,6.64627599716187,6.44861507415771,6.61302804946899,804684,6.45188045501709
2017-03-31,6.60864305496216,6.92321920394897,6.47053718566895,6.47053718566895,3924888,6.31286144256592
2017-04-03,6.52205276489258,6.82859086990356,6.46724891662598,6.68573522567749,1313770,6.52281522750854
2017-04-04,6.72263622283936,6.8687801361084,6.58014488220215,6.71496295928955,1661371,6.55133056640625
2017-04-05,6.75332593917847,6.82639789581299,6.64919805526733,6.82603311538696,3998788,6.65969371795654
2017-04-06,6.7577109336853,6.8687801361084,6.74748086929321,6.8687801361084,1163234,6.70139932632446
2017-04-07,6.79095792770386,6.9126238822937,6.77853584289551,6.85233879089355,1280926,6.68535947799683
2017-04-10,6.83261013031006,6.83297491073608,6.64992904663086,6.75917196273804,1228922,6.59446287155151
2017-04-11,6.77634382247925,6.84357023239136,6.6027979850769,6.84357023239136,1874859,6.6768045425415
2017-04-12,6.74857711791992,6.76538276672363,6.51657295227051,6.55712795257568,2356575,6.39734125137329
2017-04-13,6.55712795257568,6.64956378936768,6.17459487915039,6.28456878662109,1237133,6.13142395019531
2017-04-17,6.35727500915527,6.93271780014038,6.2304949760437,6.93271780014038,2425000,6.76377964019775
2017-04-18,6.79497718811035,7.19358587265015,6.77744007110596,7.19358587265015,2860187,7.01829099655151
2017-04-19,7.19029808044434,7.5995020866394,7.14280080795288,7.52642917633057,2605644,7.34302234649658
2017-04-20,7.52606391906738,7.82967901229858,7.45810699462891,7.82602500915527,1776326,7.6353178024292
2017-04-24,7.8607349395752,8.18371295928955,7.55017805099487,7.67257404327393,3632027,7.48560619354248
2017-04-25,7.63384580612183,7.84392786026001,7.63384580612183,7.65430593490601,1540943,7.46778297424316
2017-04-26,7.63603782653809,7.7858362197876,7.63530683517456,7.71422481536865,960694,7.56296586990356
2017-04-27,7.74491500854492,8.110276222229,7.74491500854492,8.110276222229,6089872,7.95124959945679
2017-04-28,8.09273910522461,8.65027904510498,8.00139808654785,8.13986968994141,3968681,7.98026418685913
2017-05-02,8.32985782623291,8.44677257537842,8.11137199401855,8.36602783203125,1967918,8.20199012756348
2017-05-03,8.3850269317627,8.51107692718506,8.17421436309814,8.40329456329346,1995288,8.238525390625
2017-05-04,8.33058834075928,8.46175289154053,8.21769237518311,8.29368686676025,3185892,8.13106536865234
2017-05-05,9.3166971206665,9.97434616088867,9.2070894241333,9.46284103393555,7302373,9.27729511260986
2017-05-08,9.27979469299316,9.71494007110596,8.99664115905762,9.60898494720459,2455108,9.42057514190674
2017-05-09,9.64552116394043,9.93415641784668,9.64552116394043,9.90931224822998,2162246,9.715012550354
2017-05-10,9.9706916809082,10.2300987243652,9.97032737731934,10.2300987243652,2991564,10.0295085906982
2017-05-11,9.49974346160889,9.95936584472656,9.49974346160889,9.62725257873535,5452146,9.43848514556885
2017-05-12,9.62761878967285,9.86473846435547,9.43068885803223,9.68205738067627,3525283,9.49221229553223
2017-05-15,9.7540340423584,9.95607757568359,9.54358577728271,9.95607757568359,3883833,9.76086139678955
2017-05-16,9.95790481567383,10.3196115493774,9.95790481567383,10.3031711578369,2479741,10.1011486053467
2017-05-17,10.265172958374,10.3031711578369,10.1204900741577,10.249828338623,2734284,10.0488529205322
2017-05-18,9.02404308319092,9.1866283416748,8.40914058685303,8.58597469329834,5033382,8.41762256622314
2017-05-19,9.1340160369873,9.49937725067139,9.0792121887207,9.0792121887207,4116480,8.90118885040283
2017-05-22,8.95243167877197,9.0244083404541,8.07300853729248,8.10662174224854,2676806,7.94766902923584
2017-05-23,8.38539218902588,8.9622974395752,8.09310436248779,8.83770942687988,2912190,8.66442203521729
2017-05-24,8.91479969024658,9.22535705566406,8.91479969024658,9.12232494354248,2184143,8.94345569610596
2017-05-25,9.09747982025146,9.30756282806396,8.95133590698242,9.08761596679688,2657647,8.90942859649658
2017-05-26,9.23887538909912,9.3166971206665,9.15849590301514,9.3166971206665,1748956,9.13401794433594
2017-05-29,9.3166971206665,9.3166971206665,9.3166971206665,9.3166971206665,0,9.13401794433594
2017-05-30,9.44457340240479,9.60861968994141,9.42995929718018,9.49937725067139,1108493,9.31311321258545
2017-05-31,9.55418109893799,9.66378879547119,9.14424705505371,9.17055320739746,2876609,8.99073791503906
2017-06-01,9.26006603240967,9.42593955993652,8.82638263702393,9.0470609664917,2110243,8.86966800689697
2017-06-02,9.17055320739746,9.22133827209473,8.71385192871094,8.82345962524414,4450396,8.65045070648193
2017-06-05,8.80519199371338,8.86036109924316,8.65868186950684,8.65868186950684,2600170,8.48890399932861
2017-06-06,8.62506866455078,8.75038814544678,8.25715065002441,8.65904808044434,3571812,8.48926448822021
2017-06-07,8.75806045532227,9.1340160369873,8.70398712158203,9.11538314819336,2994301,8.9366512298584
2017-06-08,9.11538314819336,9.51618385314941,9.00613975524902,9.39744186401367,2934086,9.21317958831787
2017-06-09,9.44493770599365,9.56696891784668,9.17566776275635,9.2070894241333,1866648,9.0265588760376
2017-06-12,9.1340160369873,9.38282680511475,9.02733135223389,9.0722713470459,2310046,8.89438343048096
2017-06-13,9.14570808410645,9.34117603302002,8.99006366729736,9.34117603302002,2367523,9.15801525115967
2017-06-14,9.369309425354,9.4990119934082,9.2914867401123,9.38976860046387,2706914,9.20565509796143
2017-06-15,9.38976860046387,9.38976860046387,9.38976860046387,9.38976860046387,0,9.20565509796143
2017-06-16,9.38976860046387,9.46284103393555,9.07263565063477,9.46284103393555,2756180,9.27729511260986
2017-06-19,9.32363891601562,9.49572372436523,9.31085109710693,9.38976860046387,1732534,9.20565509796143
2017-06-20,9.389404296875,9.389404296875,8.98312282562256,8.98312282562256,3541705,8.80698490142822
2017-06-21,9.14753532409668,9.20562744140625,8.89726257324219,8.95133590698242,2862924,8.77581977844238
2017-06-22,9.02477359771729,9.04633045196533,8.7321195602417,8.7321195602417,2745232,8.5609016418457
2017-06-23,8.84940147399902,9.04267597198486,8.69521808624268,8.94001007080078,4267016,8.76471614837646
2017-06-26,8.98787212371826,9.19868469238281,8.92393398284912,9.17055320739746,1729797,8.99073791503906
2017-06-27,9.17055320739746,9.2089147567749,8.83661270141602,8.98787212371826,1822856,8.8116397857666
2017-06-28,9.06057929992676,9.06094360351562,8.80519199371338,8.80519199371338,2230672,8.63254165649414
2017-06-29,8.89360904693604,9.09747982025146,8.83515071868896,9.07848167419434,2184143,8.90047073364258
2017-06-30,9.04377174377441,9.42630481719971,9.04377174377441,9.35323333740234,2854713,9.16983699798584
2017-07-03,9.33496475219727,9.49937725067139,9.33496475219727,9.49937725067139,1565576,9.31311321258545
2017-07-04,9.4990119934082,9.56623840332031,9.43361186981201,9.49937725067139,1078386,9.31311321258545
2017-07-05,9.42630481719971,9.51764488220215,9.41497898101807,9.49937725067139,2942298,9.31311321258545
2017-07-06,9.46247577667236,9.48951244354248,9.38976860046387,9.47745609283447,4674832,9.29162311553955
2017-07-07,9.46284103393555,10.4858512878418,9.46284103393555,10.430682182312,7611656,10.2261590957642
2017-07-10,10.430682182312,10.8840942382812,10.3627243041992,10.8811712265015,5780589,10.6678142547607
2017-07-11,10.9235534667969,11.1719980239868,10.8530378341675,11.1065988540649,3703189,10.8888235092163
2017-07-12,11.2764911651611,11.5812015533447,11.1953811645508,11.5088605880737,3670345,11.2831974029541
2017-07-13,11.5819330215454,11.6915407180786,10.9608201980591,11.0338916778564,5807959,10.8175392150879
2017-07-14,11.0156240463257,11.5746259689331,11.0156240463257,11.5453968048096,2797235,11.319016456604
2017-07-17,11.5453968048096,12.1190128326416,11.5453968048096,12.0583629608154,3979629,11.8219242095947
2017-07-18,12.2399482727051,12.7507219314575,12.2399482727051,12.5684070587158,5468568,12.3219680786133
2017-07-19,12.8241586685181,12.984917640686,12.3857269287109,12.6085968017578,6609906,12.3613700866699
2017-07-20,12.6085968017578,12.8241586685181,12.53187084198,12.7284345626831,3084623,12.4788570404053
2017-07-21,12.7291660308838,12.8683681488037,12.2399482727051,12.2432355880737,4023421,12.0031709671021
2017-07-24,12.4646444320679,12.5793676376343,12.2143716812134,12.2395820617676,2301835,11.9995899200439
2017-07-25,12.4222631454468,12.7580289840698,12.2395820617676,12.6564588546753,3634764,12.4082918167114
2017-07-26,12.678014755249,12.758394241333,12.4405307769775,12.5592727661133,2706914,12.3130130767822
2017-07-27,12.7145509719849,12.7328186035156,12.4270124435425,12.7152824401855,2487952,12.4659633636475
2017-07-28,12.608962059021,13.3952178955078,12.5684070587158,13.3952178955078,4516085,13.1325664520264
2017-07-31,13.7010250091553,13.9377794265747,13.1712522506714,13.4043521881104,6073450,13.1415233612061
2017-08-01,14.0660200119019,14.0678472518921,13.4043521881104,13.5311317443848,6678332,13.265814781189
2017-08-02,13.4127550125122,13.7550983428955,13.2300748825073,13.5870323181152,6626328,13.3206195831299
2017-08-03,13.774097442627,13.774097442627,13.3904676437378,13.6074934005737,4839053,13.3406791687012
2017-08-04,13.6641235351562,14.3586740493774,13.4821739196777,14.3586740493774,7611656,14.077130317688
2017-08-07,14.3952102661133,14.8679866790771,14.3586740493774,14.614426612854,7507649,14.3278703689575
2017-08-08,14.62575340271,14.7233037948608,14.0908651351929,14.4090938568115,9557678,14.1265621185303
2017-08-09,14.2494306564331,15.0521287918091,14.2128953933716,14.8142786026001,5684793,14.5238037109375
2017-08-10,14.8142786026001,15.0345907211304,14.3955755233765,14.4891080856323,4102795,14.2050085067749
2017-08-11,14.4682817459106,15.1248359680176,14.4682817459106,15.1248359680176,4683043,14.8282699584961
2017-08-14,15.162467956543,16.349889755249,15.0528593063354,16.2826633453369,6013236,15.9633951187134
2017-08-15,16.5833549499512,16.9662532806396,16.3871574401855,16.5968742370605,5282451,16.2714443206787
2017-08-16,16.8979301452637,17.9278831481934,16.770055770874,17.9026737213135,7135414,17.5516414642334
2017-08-17,18.5603218078613,18.5957622528076,16.1489429473877,16.4777660369873,10515636,16.154670715332
2017-08-18,15.8201169967651,17.1350498199463,15.5278282165527,16.7335186004639,7488490,16.4054107666016
2017-08-21,16.8833160400391,17.5373115539551,16.8833160400391,17.2815608978271,5441198,16.9427051544189
2017-08-22,17.4116287231445,17.5033340454102,16.8796634674072,17.0977821350098,3424013,16.7625312805176
2017-08-23,16.8065910339355,16.9848861694336,16.4412307739258,16.9194869995117,3404854,16.5877323150635
2017-08-24,16.8478755950928,17.5738487243652,16.7850341796875,17.4313564300537,4267016,17.0895652770996
2017-08-25,17.5373115539551,17.6629962921143,17.2267551422119,17.4923725128174,3971418,17.1493854522705
2017-08-28,17.5373115539551,18.3228378295898,17.5373115539551,18.0484523773193,3894781,17.6945629119873
2017-08-29,17.939208984375,18.213228225708,17.756893157959,18.1218891143799,1943285,17.7665596008301
2017-08-30,18.1949615478516,18.9983882904053,18.0853538513184,18.8160743713379,4683043,18.4471340179443
2017-08-31,18.9439506530762,20.8255577087402,18.9439506530762,20.7524852752686,9303135,20.345573425293
2017-09-01,21.1543827056885,22.067419052124,20.5120792388916,20.611457824707,9294924,20.2073154449463
2017-09-04,20.6794147491455,22.7254333496094,20.2775173187256,22.7177600860596,7220262,22.2723140716553
2017-09-05,23.3129348754883,25.2537307739258,22.9621868133545,23.9676609039307,10194378,23.4977054595947
2017-09-06,25.3414154052734,25.4174118041992,24.4060935974121,24.9643630981445,4947850,24.4748649597168
2017-09-07,24.9643630981445,24.9643630981445,24.9643630981445,24.9643630981445,0,24.4748649597168
2017-09-08,25.2128086090088,25.516788482666,22.7985057830811,23.0674114227295,7609261,22.6151123046875
2017-09-11,23.8828964233398,24.1167278289795,22.5062160491943,22.8861923217773,6145297,22.437442779541
2017-09-12,20.1679096221924,21.1763038635254,18.5953979492188,20.173755645752,18370887,19.7781925201416
2017-09-13,20.5420379638672,21.3224487304688,19.2910423278809,21.1324615478516,9601813,20.7181015014648
2017-09-14,21.3692150115967,24.0816535949707,21.2493762969971,23.9676609039307,16020128,23.4977054595947
2017-09-15,24.6399230957031,25.4291038513184,24.2044143676758,24.3154830932617,11993969,23.8387107849121
2017-09-18,24.9497509002686,24.9497509002686,22.5529823303223,23.7484436035156,7840882,23.282787322998
2017-09-19,23.5292263031006,24.3359432220459,22.950496673584,23.0469512939453,6181562,22.5950527191162
2017-09-20,23.573070526123,23.6490669250488,21.795955657959,22.0677852630615,9644237,21.6350803375244
2017-09-21,22.0677852630615,22.3600730895996,21.1909198760986,22.2519264221191,5165785,21.8156127929688
2017-09-22,22.5354461669922,22.7254333496094,21.7988796234131,21.9362545013428,3216684,21.5061321258545
2017-09-25,21.5884304046631,21.9800987243652,20.8489418029785,20.9863166809082,5727901,20.5748195648193
2017-09-26,21.0740032196045,22.021017074585,20.0276107788086,21.626428604126,8992483,21.2023830413818
2017-09-27,21.5855083465576,21.6819648742676,19.916540145874,19.9662303924561,9655185,19.5747356414795
2017-09-28,21.0447750091553,21.3370628356934,20.2029838562012,20.6794147491455,16067342,20.2739372253418
2017-09-29,20.4017391204834,21.7754955291748,20.3140525817871,21.690731048584,17072171,21.2654228210449
2017-10-02,22.1700859069824,22.8189659118652,21.7550354003906,22.7634315490723,10925847,22.3170909881592
2017-10-03,22.9914169311523,23.5087661743164,22.2139282226562,23.0878715515137,8617169,22.6351699829102
2017-10-04,22.9388046264648,23.2369384765625,22.6494388580322,23.2369384765625,5183234,22.7813110351562
2017-10-05,23.2369384765625,23.3830833435059,22.570520401001,22.9154205322266,7303741,22.4660987854004
2017-10-06,22.7955837249756,23.3743133544922,22.3951473236084,23.2953968048096,5386116,22.8386249542236
2017-10-09,23.5292263031006,23.5876846313477,22.5179080963135,22.7371253967285,4153087,22.2913017272949
2017-10-10,22.900806427002,23.2953968048096,22.6231327056885,23.2720127105713,3135258,22.8156986236572
2017-10-11,23.1492519378662,23.3830833435059,22.5062160491943,22.5062160491943,4780550,22.0649166107178
2017-10-12,22.5062160491943,22.5062160491943,22.5062160491943,22.5062160491943,0,22.0649166107178
2017-10-13,20.2263679504395,21.3809051513672,20.1094512939453,21.2493762969971,18136530,20.8327217102051
2017-10-16,21.3955211639404,21.8485679626465,20.1474494934082,20.2555961608887,10946374,19.8584289550781
2017-10-17,20.46604347229,20.787561416626,17.6308441162109,18.6480083465576,19648392,18.2823619842529
2017-10-18,19.18874168396,20.6706447601318,18.9432201385498,20.6706447601318,17482724,20.2653388977051
2017-10-19,20.7524852752686,21.182149887085,19.6768646240234,20.457275390625,7240790,20.05615234375
2017-10-20,20.7524852752686,21.1909198760986,20.4835815429688,21.1763038635254,6937665,20.7610836029053
2017-10-23,21.1909198760986,21.4832077026367,20.0802211761475,20.2263679504395,5972522,19.8297729492188
2017-10-24,20.512809753418,20.7144889831543,19.463493347168,20.1094512939453,7298609,19.7151470184326
2017-10-25,20.2555961608887,20.3871250152588,19.6739406585693,20.1152973175049,3792485,19.7208824157715
2017-10-26,20.182523727417,20.2906703948975,18.8789176940918,19.1975116729736,6941428,18.8210926055908
2017-10-27,19.2588920593262,20.0100727081299,18.4609432220459,18.7064666748047,7672897,18.3396739959717
2017-10-30,18.7503108978271,18.794153213501,17.8237552642822,18.4872493743896,6661567,18.124755859375
2017-10-31,18.7064666748047,18.9402961730957,18.0663547515869,18.633394241333,5345060,18.2680358886719
2017-11-01,20.1679096221924,20.3140525817871,19.4751853942871,19.5804080963135,11146861,19.1964797973633
2017-11-02,19.5804080963135,19.5804080963135,19.5804080963135,19.5804080963135,0,19.1964797973633
2017-11-03,19.5833320617676,19.7265529632568,17.7126846313477,17.9845142364502,12707306,17.6318740844727
2017-11-06,18.2592658996582,18.3264904022217,16.6604461669922,16.6604461669922,11875935,16.3337707519531
2017-11-07,16.2658576965332,16.2658576965332,14.9067153930664,15.0733203887939,20483183,14.7777662277222
2017-11-08,15.1990041732788,16.131404876709,15.1697750091553,16.1109447479248,11240604,15.7950439453125
2017-11-09,16.1489429473877,16.1635551452637,14.9476356506348,15.1171627044678,9387641,14.8207483291626
2017-11-10,15.1259317398071,15.5994386672974,13.9889287948608,14.339674949646,13953677,14.0585050582886
2017-11-13,14.3367528915405,15.2340784072876,13.8837051391602,14.9476356506348,10616563,14.6545438766479
2017-11-14,15.1814661026001,16.2190914154053,15.0996255874634,16.0524864196777,12936189,15.7377328872681
2017-11-15,16.0524864196777,16.0524864196777,16.0524864196777,16.0524864196777,0,15.7377328872681
2017-11-16,16.5172252655029,17.2421016693115,16.2833938598633,16.6604461669922,12958769,16.3337707519531
2017-11-17,17.0988788604736,17.52854347229,16.9848861694336,17.3327102661133,8419077,16.9928512573242
2017-11-20,17.3327102661133,17.3327102661133,17.3327102661133,17.3327102661133,0,16.9928512573242
2017-11-21,17.6249980926514,17.9465160369873,17.5373115539551,17.7126846313477,8367758,17.3653774261475
2017-11-22,17.6863784790039,17.9406700134277,16.7218265533447,17.6337661743164,9530992,17.2880077362061
2017-11-23,17.4759311676025,17.4759311676025,16.9527359008789,17.1602592468262,3766825,16.8237819671631
2017-11-24,17.2041034698486,17.9611301422119,17.0228843688965,17.9611301422119,4743258,17.6089515686035
2017-11-27,18.1218891143799,18.2095756530762,17.245023727417,17.4174747467041,7918887,17.0759544372559
2017-11-28,17.5051593780518,17.7945251464844,17.0608825683594,17.1777973175049,3997761,16.8409786224365
2017-11-29,17.2421016693115,17.405782699585,16.8153591156006,17.0111923217773,4867792,16.677640914917
2017-11-30,17.0111923217773,17.0199604034424,16.0378723144531,16.6078357696533,9756454,16.2821922302246
2017-12-01,16.6604461669922,17.2888679504395,16.1460189819336,17.0141162872314,7231210,16.6805076599121
2017-12-04,17.2596378326416,17.2596378326416,16.7189044952393,16.865047454834,4364180,16.5343608856201
2017-12-05,16.7773628234863,17.0959568023682,16.4733829498291,16.8065910339355,5361824,16.4770526885986
2017-12-06,16.7335186004639,17.0930347442627,16.5581455230713,17.0433444976807,4249225,16.7091617584229
2017-12-07,16.7364406585693,18.9286060333252,16.6604461669922,18.8409194946289,14404259,18.4714889526367
2017-12-08,19.4371871948242,20.5946502685547,19.2910423278809,20.4485054016113,17109120,20.0475559234619
2017-12-11,20.8752460479736,21.3955211639404,20.3169765472412,20.3900470733643,8808761,19.9902400970459
2017-12-12,19.5833320617676,20.3783569335938,19.472261428833,20.3783569335938,7212735,19.97878074646
2017-12-13,20.796329498291,21.1909198760986,20.0509948730469,20.1094512939453,8258277,19.7151470184326
2017-12-14,19.843469619751,20.6063423156738,19.5277976989746,20.2263679504395,5465147,19.8297729492188
2017-12-15,20.3286685943604,20.4309692382812,19.9954586029053,20.2877464294434,3629290,19.8899478912354
2017-12-18,20.8723239898682,20.9015522003174,20.021764755249,20.1065273284912,4104847,19.7122802734375
2017-12-19,20.2000617980957,20.2439041137695,19.4138050079346,19.5599498748779,3908466,19.1764240264893
2017-12-20,19.7294769287109,20.4514293670654,19.4401111602783,20.3491287231445,3839356,20.0689163208008
2017-12-21,20.3491287231445,21.4218273162842,20.23805809021,21.1061553955078,9201523,20.8155174255371
2017-12-22,20.9278583526611,21.6819648742676,20.6180324554443,21.296142578125,4595801,21.0028877258301
2017-12-25,21.296142578125,21.296142578125,21.296142578125,21.296142578125,0,21.0028877258301
2017-12-26,21.3955211639404,22.2022361755371,21.2610683441162,22.0648612976074,6357416,21.761022567749
2017-12-27,22.345458984375,22.7985057830811,22.345458984375,22.5939044952393,4396340,22.2827796936035
2017-12-28,23.0031070709229,23.4473857879639,22.7429714202881,23.4473857879639,9828301,23.1245098114014
2017-12-29,23.4473857879639,23.4473857879639,23.4473857879639,23.4473857879639,0,23.1245098114014
2018-01-02,23.6461429595947,24.0787296295166,22.9183444976807,23.1784801483154,6353653,22.8593063354492
2018-01-03,23.0907936096191,23.7805957794189,22.6582069396973,22.8861923217773,4424737,22.5710391998291
2018-01-04,23.3830833435059,23.5350723266602,23.1784801483154,23.4356956481934,5125072,23.1129760742188
2018-01-05,23.514612197876,23.6490669250488,22.900806427002,22.9738788604736,3280662,22.6575222015381
2018-01-08,22.9446506500244,23.4152355194092,22.900806427002,22.9768028259277,3078806,22.6604080200195
2018-01-09,23.1638679504395,23.2690906524658,22.3016147613525,22.4243774414062,3316927,22.1155872344971
2018-01-10,22.3834552764893,22.9446506500244,22.1087055206299,22.6523628234863,3716875,22.3404369354248
2018-01-11,22.9446506500244,23.0264911651611,22.5822124481201,22.6932811737061,1899492,22.3807926177979
2018-01-12,22.4389915466309,22.9329586029053,22.3308448791504,22.6698989868164,2911848,22.3577270507812
2018-01-15,22.8569641113281,23.1580219268799,22.740047454834,23.0615653991699,2146509,22.7439994812012
2018-01-16,23.0907936096191,23.3976974487305,22.8686542510986,23.0031070709229,2644646,22.6863479614258
2018-01-17,23.1463298797607,23.2661685943604,22.845272064209,23.0264911651611,1659661,22.7094097137451
2018-01-18,23.0937175750732,23.1492519378662,22.3659191131592,22.6494388580322,3642291,22.3375511169434
2018-01-19,22.6991271972656,22.9738788604736,22.4331455230713,22.4331455230713,1884781,22.1242351531982
2018-01-22,22.7254333496094,22.740047454834,22.1613178253174,22.5062160491943,2257700,22.1962985992432
2018-01-23,22.4243774414062,22.5003719329834,21.8076477050781,21.8514919281006,3257739,21.5505905151367
2018-01-24,21.9216403961182,23.6753711700439,21.9157943725586,23.6724491119385,7601050,23.3464698791504
2018-01-25,23.6724491119385,23.6724491119385,23.6724491119385,23.6724491119385,0,23.3464698791504
2018-01-26,23.9676609039307,24.6983814239502,23.6753711700439,24.2014904022217,7021828,23.8682289123535
