"Date","LJQQ3.SA.Open","LJQQ3.SA.High","LJQQ3.SA.Low","LJQQ3.SA.Close","LJQQ3.SA.Volume","LJQQ3.SA.Adjusted"
2020-08-10,13.0138397216797,13.0138397216797,12.4715957641602,12.609622001648,36216360,11.9126510620117
2020-08-11,12.619481086731,12.8166599273682,12.5110321044922,12.5701856613159,6744923,11.875394821167
2020-08-12,12.6786346435547,12.6983528137207,12.2349805831909,12.4715957641602,10832267,11.7822542190552
2020-08-13,12.4715957641602,12.964545249939,12.4715957641602,12.7180700302124,6112301,12.0151052474976
2020-08-14,12.629340171814,13.309609413147,12.4715957641602,13.309609413147,3189379,12.5739479064941
2020-08-17,13.309609413147,13.3194675445557,12.7575063705444,13.1124286651611,1798463,12.3876657485962
2020-08-18,13.1124286651611,13.4574928283691,12.8856725692749,13.4574928283691,2166656,12.7136573791504
2020-08-19,13.4574928283691,13.4673519134521,13.1222877502441,13.4574928283691,1741967,12.7136573791504
2020-08-20,13.2110185623169,13.5363645553589,12.9152498245239,13.309609413147,1963186,12.5739479064941
2020-08-21,13.309609413147,13.5363645553589,12.9152498245239,13.309609413147,2065428,12.5739479064941
2020-08-24,13.4081983566284,13.5363645553589,13.3391857147217,13.4476337432861,977586,12.7043437957764
2020-08-25,13.4476337432861,13.7532615661621,13.1617240905762,13.7532615661621,1179027,12.9930782318115
2020-08-26,13.6053781509399,13.6842489242554,13.3687620162964,13.4279155731201,588499,12.6857147216797
2020-08-27,13.3687620162964,13.4476337432861,12.7969417572021,13.2603139877319,1144845,12.5273771286011
2020-08-28,13.2603139877319,13.5265064239502,13.0828523635864,13.4870700836182,856478,12.7416000366211
2020-08-31,13.5265064239502,13.5265064239502,13.1814422607422,13.4574928283691,730502,12.7136573791504
2020-09-01,13.3884801864624,14.2264928817749,13.3884801864624,13.8617105484009,1659301,13.0955333709717
2020-09-02,14.0786075592041,14.5616979598999,13.8124160766602,14.4532489776611,1907095,13.6543760299683
2020-09-03,14.4532489776611,14.4926853179932,14.2166337966919,14.3743772506714,973428,13.5798635482788
2020-09-04,14.3250827789307,14.8476076126099,13.9011468887329,14.3152236938477,1662546,13.5239791870117
2020-09-08,14.1279029846191,14.4433898925781,13.9898777008057,14.0490312576294,637287,13.2725009918213
2020-09-09,14.1673393249512,14.4138126373291,14.0983257293701,14.2955055236816,1031953,13.5053510665894
2020-09-10,14.4729671478271,14.6405696868896,13.9701595306396,14.1969156265259,3058737,13.4122104644775
2020-09-11,14.2166337966919,14.4631080627441,14.0194540023804,14.4433898925781,1055282,13.6450614929199
2020-09-14,14.4631080627441,14.7490177154541,14.3053646087646,14.4926853179932,708390,13.691632270813
2020-09-15,14.5222616195679,14.8771848678589,14.2363519668579,14.8771848678589,842887,14.0548791885376
2020-09-16,14.8771848678589,15.7743511199951,14.6800050735474,14.6997232437134,2691660,13.8872261047363
2020-09-17,14.7391586303711,15.2715444564819,14.5222616195679,14.7884540557861,1033373,13.9710531234741
2020-09-18,14.8180313110352,14.9363393783569,14.4729671478271,14.6898641586304,583833,13.8779125213623
2020-09-21,14.5814161300659,15.0053510665894,14.1377620697021,14.7884540557861,657472,13.9710531234741
2020-09-22,14.7490177154541,14.8673257827759,14.4926853179932,14.7884540557861,1182476,13.9710531234741
2020-09-23,14.9363393783569,15.5771722793579,14.6405696868896,14.7391586303711,1767730,13.9244813919067
2020-09-24,14.7391586303711,15.0842227935791,14.4039535522461,15.0349283218384,1319306,14.2039041519165
2020-09-25,15.0842227935791,15.0842227935791,14.6109933853149,14.6109933853149,864086,13.8034009933472
2020-09-28,14.8081722259521,14.8377485275269,13.8124160766602,14.2166337966919,616697,13.4308385848999
2020-09-29,14.2462110519409,14.2462110519409,13.8025569915771,13.8025569915771,511615,13.0396490097046
2020-09-30,13.8715696334839,14.0490312576294,13.6546726226807,13.7532615661621,613552,12.9930782318115
2020-10-01,14.2955055236816,14.7785949707031,13.8715696334839,14.1771984100342,1447615,13.3935832977295
2020-10-02,14.1476211547852,14.5518388748169,14.0194540023804,14.5518388748169,1019680,13.7475166320801
2020-10-05,14.4926853179932,15.1433773040771,14.3645181655884,14.7884540557861,1570650,13.9710531234741
2020-10-06,14.9264802932739,15.2025308609009,14.7884540557861,14.9363393783569,1545394,14.1107635498047
2020-10-07,14.9560565948486,15.2912616729736,14.7391586303711,15.0349283218384,1267475,14.2039041519165
2020-10-08,15.0250692367554,15.2616853713989,15.0250692367554,15.2222490310669,537682,14.3808708190918
2020-10-09,15.1828126907349,15.4194278717041,15.0842227935791,15.1630954742432,548941,14.3249864578247
2020-10-13,15.1630954742432,16.2672996520996,15.0940818786621,15.8630819320679,2081961,14.9862823486328
2020-10-14,15.9123773574829,16.3757476806641,15.3306970596313,16.0701198577881,2113202,15.1818771362305
2020-10-15,16.01096534729,16.4250431060791,15.8039283752441,16.1687107086182,1446905,15.2750186920166
2020-10-16,16.1588516235352,16.957426071167,15.9813890457153,16.2081451416016,1749675,15.3122730255127
2020-10-19,16.2672996520996,16.7602481842041,15.8236455917358,15.9222364425659,1074047,15.0421676635742
2020-10-20,15.9222364425659,16.2574405670166,15.7151966094971,16.1194152832031,1376107,15.2284479141235
2020-10-21,16.0701198577881,16.336311340332,15.4292869567871,15.4292869567871,1507256,14.5764646530151
2020-10-22,15.5574541091919,15.6560430526733,14.8969030380249,14.8969030380249,1225888,14.07350730896
2020-10-23,14.9461984634399,15.0645046234131,14.4138126373291,14.5912752151489,2180450,13.7847728729248
2020-10-26,14.5912752151489,14.8771848678589,14.0490312576294,14.4433898925781,1047269,13.6450614929199
2020-10-27,14.5124025344849,15.2814025878906,14.4729671478271,14.8771848678589,1408463,14.0548791885376
2020-10-28,14.4926853179932,14.9363393783569,14.2363519668579,14.5419797897339,696624,13.7382020950317
2020-10-29,14.5814161300659,15.1828126907349,13.950442314148,14.7884540557861,1974445,13.9710531234741
2020-10-30,14.7884540557861,14.9264802932739,14.0983257293701,14.6898641586304,1462830,13.8779125213623
2020-11-03,14.7983131408691,14.9757747650146,14.3349409103394,14.8870439529419,2409075,14.0641937255859
2020-11-04,15.2814025878906,16.0996971130371,15.1335182189941,15.5968904495239,2773413,14.7348051071167
2020-11-05,15.8335046768188,16.2672996520996,15.2912616729736,15.2912616729736,2458370,14.4460697174072
2020-11-06,15.2912616729736,15.3898506164551,14.9461984634399,15.1729536056519,1380773,14.3343000411987
2020-11-09,15.5771722793579,15.7151966094971,14.6898641586304,14.7884540557861,1564565,13.9710531234741
2020-11-10,14.7983131408691,14.8180313110352,13.8518524169922,14.0490312576294,2307746,13.2725009918213
2020-11-11,14.0983257293701,14.8476076126099,13.9701595306396,14.6898641586304,2526126,13.8779125213623
2020-11-12,14.9560565948486,15.3405561447144,14.2462110519409,14.2462110519409,2856789,13.4587812423706
2020-11-13,14.4335308074951,14.8377485275269,14.4335308074951,14.6997232437134,1004060,13.8872261047363
2020-11-16,14.8377485275269,14.9560565948486,14.4532489776611,14.4926853179932,1316263,13.691632270813
2020-11-17,14.5124025344849,14.5124025344849,13.950442314148,14.1969156265259,1608788,13.4122104644775
2020-11-18,14.1969156265259,14.2955055236816,13.950442314148,13.9997367858887,1355212,13.2259302139282
2020-11-19,14.0391721725464,14.4828262329102,13.8025569915771,14.3940954208374,2549150,13.5984916687012
2020-11-23,14.8870439529419,15.1926717758179,14.6602869033813,15.1926717758179,1621163,14.3529281616211
2020-11-24,15.1236591339111,15.4982995986938,14.9363393783569,15.2814025878906,2051431,14.4367542266846
2020-11-25,15.2025308609009,15.6067485809326,15.0152101516724,15.6067485809326,1720565,14.7441177368164
2020-11-26,15.4884414672852,15.8433637619019,15.3306970596313,15.7447738647461,1037126,14.8745136260986
2020-11-27,15.7743511199951,16.0306835174561,15.5081586837769,15.9222364425659,1606760,15.0421676635742
2020-11-30,15.8729410171509,16.5926456451416,15.5377359390259,16.2180042266846,6820692,15.321587562561
2020-12-01,16.2870178222656,16.5236320495605,15.6461839675903,15.8630819320679,1225787,14.9862823486328
2020-12-02,15.8729410171509,16.0602607727051,15.5870313644409,15.6363248825073,1139875,14.7720594406128
2020-12-03,15.7743511199951,15.8335046768188,15.2912616729736,15.4982995986938,1506546,14.6416635513306
2020-12-04,15.6954793930054,15.6954793930054,15.0349283218384,15.5475950241089,1471959,14.6882333755493
2020-12-07,15.7644920349121,16.0602607727051,15.3898506164551,15.5673131942749,2249829,14.706862449646
2020-12-08,15.6856203079224,16.01096534729,15.6560430526733,15.7349147796631,1206312,14.8652000427246
2020-12-09,15.7349147796631,15.9616708755493,15.2123899459839,15.2518262863159,1477334,14.4088134765625
2020-12-10,15.5377359390259,15.5377359390259,14.7194414138794,15.2715444564819,1563347,14.4274415969849
2020-12-11,15.2123899459839,15.2123899459839,14.8377485275269,14.9363393783569,1417998,14.1107635498047
2020-12-14,14.9856328964233,15.1335182189941,14.7490177154541,14.7687358856201,1031243,13.9524240493774
2020-12-15,14.7687358856201,15.2814025878906,14.7490177154541,15.2814025878906,1453295,14.4367542266846
2020-12-16,15.3011207580566,15.4687232971191,15.0447874069214,15.1335182189941,1876159,14.2970447540283
2020-12-17,15.1335182189941,15.3602743148804,14.9363393783569,15.1828126907349,2225587,14.3436145782471
2020-12-18,15.2025308609009,15.4292869567871,14.7884540557861,14.7884540557861,5724431,13.9710531234741
2020-12-21,14.5912752151489,14.6504287719727,14.3053646087646,14.5419797897339,2095046,13.7382020950317
2020-12-22,14.6109933853149,14.7095823287964,14.5025444030762,14.6109933853149,979108,13.8034009933472
2020-12-23,14.5912752151489,14.9757747650146,14.5912752151489,14.9757747650146,1301555,14.1480197906494
2020-12-28,15.0250692367554,15.3306970596313,14.8574666976929,15.1236591339111,1088146,14.28773021698
2020-12-29,15.2321081161499,15.6757612228394,15.1433773040771,15.4194278717041,1565985,14.5671510696411
2020-12-30,15.4588642120361,16.1588516235352,15.4588642120361,16.0799789428711,5013505,15.1911916732788
2021-01-04,16.1588516235352,16.632080078125,15.8926591873169,16.1391334533691,1696729,15.2470769882202
2021-01-05,16.2081451416016,16.2180042266846,15.6757612228394,16.0996971130371,1112590,15.2098197937012
2021-01-06,16.0996971130371,16.0996971130371,15.2025308609009,15.2419672012329,1635465,14.3994989395142
2021-01-07,15.2025308609009,15.4588642120361,14.9560565948486,15.0743637084961,1343548,14.2411594390869
2021-01-08,15.1039409637451,15.7743511199951,14.9659156799316,15.7546329498291,1068671,14.883828163147
2021-01-11,15.5968904495239,16.01096534729,15.4588642120361,15.6757612228394,1082567,14.8093166351318
2021-01-12,15.6757612228394,15.7546329498291,15.3898506164551,15.6264667510986,1885288,14.7627458572388
2021-01-13,15.6264667510986,15.8630819320679,15.2814025878906,15.7842102050781,1038242,14.9117708206177
2021-01-14,15.7940692901611,16.1687107086182,15.7842102050781,15.9715299606323,2567611,15.0887365341187
2021-01-15,15.9715299606323,15.9715299606323,15.6757612228394,15.8532228469849,593469,14.9769687652588
2021-01-18,15.8926591873169,16.1687107086182,15.4490051269531,15.4490051269531,791664,14.5950937271118
2021-01-19,15.5771722793579,15.6363248825073,15.1236591339111,15.3799915313721,580790,14.5298948287964
2021-01-20,15.4095687866211,15.5968904495239,15.1433773040771,15.5475950241089,1259563,14.6882333755493
2021-01-21,15.6067485809326,16.0996971130371,15.3306970596313,16.0504016876221,902731,15.1632490158081
2021-01-22,15.8433637619019,16.2672996520996,15.5771722793579,16.0701198577881,949896,15.1818771362305
2021-01-26,16.0799789428711,17.1348896026611,16.0799789428711,17.0461578369141,3656365,16.103967666626
2021-01-27,17.0461578369141,17.0461578369141,16.326452255249,16.8489799499512,2077296,15.9176874160767
2021-01-28,16.8588371276855,17.5785427093506,16.4151840209961,17.35178565979,1518312,16.3927001953125
2021-01-29,17.2531967163086,17.8151588439941,17.026439666748,17.4996719360352,1728781,16.532413482666
2021-02-01,18.1405048370361,18.978515625,17.8052997589111,18.929220199585,3528563,17.8829479217529
2021-02-02,18.939079284668,19.4714641571045,18.663028717041,19.2249908447266,3168890,18.1623706817627
2021-02-03,19.2249908447266,19.678503036499,18.988374710083,19.5700531005859,1984791,18.4883594512939
2021-02-04,19.7179393768311,20.4475021362305,19.284143447876,19.7869510650635,3367187,18.6932697296143
2021-02-05,19.9151172637939,20.5460910797119,19.8362464904785,20.0728626251221,1233090,18.9633769989014
2021-02-08,20.378490447998,20.8517208099365,19.8461055755615,19.954553604126,1373064,18.8516063690186
2021-02-09,19.944694519043,20.2503223419189,19.313720703125,19.668643951416,2306326,18.5815010070801
2021-02-10,19.9151172637939,20.2207450866699,18.919361114502,18.998233795166,3447216,17.9481449127197
2021-02-11,18.998233795166,19.619348526001,18.4362735748291,18.7320423126221,1484333,17.6966667175293
2021-02-12,18.7616195678711,18.7616195678711,17.8545932769775,17.982759475708,4236953,16.9888000488281
2021-02-17,18.0517730712891,18.0912094116211,17.3715038299561,17.7165679931641,2220820,16.7373218536377
2021-02-18,17.7855815887451,18.1897983551025,17.2137603759766,17.8447341918945,1835790,16.8584041595459
2021-02-19,17.8447341918945,17.933464050293,17.3912220001221,17.933464050293,1745719,16.9422302246094
2021-02-22,17.5884017944336,18.3869781494141,16.9179916381836,18.1207866668701,2270521,17.119197845459
2021-02-23,18.1602210998535,18.367259979248,17.5292472839355,17.7461452484131,997568,16.7652645111084
2021-02-24,17.8447341918945,17.8447341918945,17.292631149292,17.4700946807861,1201646,16.5044708251953
2021-02-25,17.4700946807861,17.5489654541016,16.5729274749756,16.7503890991211,1806983,15.8245458602905
2021-02-26,16.7799663543701,17.1841831207275,16.336311340332,16.5433502197266,1543366,15.6289510726929
2021-03-01,16.7602481842041,17.1743259429932,16.316593170166,16.8785552978516,1244957,15.9456281661987
2021-03-02,16.8588371276855,16.9179916381836,16.0799789428711,16.7306709289551,1449948,15.8059177398682
2021-03-03,16.8292617797852,16.8292617797852,15.7053375244141,16.3954658508301,2619543,15.4892406463623
2021-03-04,16.7503890991211,16.7996845245361,15.5870313644409,15.5870313644409,5605656,14.7254905700684
2021-03-05,15.7250556945801,16.7109527587891,15.0349283218384,16.5926456451416,3964207,15.6755208969116
2021-03-08,16.0701198577881,16.3658885955811,14.8771848678589,14.9954919815063,3551892,14.1666469573975
2021-03-09,15.0940818786621,15.2616853713989,14.6504287719727,14.8771848678589,2306224,14.0548791885376
2021-03-10,14.9659156799316,15.3504152297974,14.3645181655884,14.8180313110352,2579377,13.9989948272705
2021-03-11,14.9166212081909,15.4687232971191,14.620852470398,15.3405561447144,2631918,14.4926385879517
2021-03-12,15.3504152297974,15.5771722793579,14.6011343002319,14.6011343002319,1977488,13.7940874099731
2021-03-15,14.8180313110352,15.0349283218384,14.1673393249512,14.1673393249512,1835587,13.3842697143555
2021-03-16,14.0983257293701,14.6011343002319,13.9997367858887,14.4236717224121,2384427,13.6264333724976
2021-03-17,14.5124025344849,15.1828126907349,14.4236717224121,15.1729536056519,2627150,14.3343000411987
2021-03-18,15.1630954742432,15.1630954742432,14.6109933853149,14.6701459884644,4092821,13.8592844009399
2021-03-19,14.7785949707031,15.0842227935791,14.5124025344849,15.0842227935791,1204182,14.2504730224609
2021-03-22,15.0152101516724,15.3701333999634,14.8377485275269,15.2321081161499,1079828,14.3901844024658
2021-03-23,15.1926717758179,15.6264667510986,15.0152101516724,15.4785823822021,1527847,14.6230354309082
2021-03-24,15.4982995986938,15.5771722793579,14.8870439529419,14.8870439529419,1318190,14.0641937255859
2021-03-25,14.9757747650146,15.2912616729736,14.5616979598999,15.2321081161499,855971,14.3901844024658
2021-03-26,15.1828126907349,15.5673131942749,14.9856328964233,15.2321081161499,893196,14.3901844024658
2021-03-29,15.0152101516724,15.2814025878906,14.8180313110352,15.1532363891602,756975,14.3156728744507
2021-03-30,15.0447874069214,15.2222490310669,14.8771848678589,15.1729536056519,1167059,14.3343000411987
2021-03-31,15.1729536056519,15.3504152297974,14.8476076126099,15.1039409637451,1610614,14.2691020965576
2021-04-01,15.2814025878906,15.4095687866211,14.9067621231079,15.3208379745483,1528354,14.4740104675293
2021-04-05,15.4292869567871,16.0799789428711,15.2814025878906,15.7842102050781,2467499,14.9117708206177
2021-04-06,15.8039283752441,16.3658885955811,15.7250556945801,16.1982860565186,1199111,15.3029594421387
