"IRBR3.SA.Open","IRBR3.SA.High","IRBR3.SA.Low","IRBR3.SA.Close","IRBR3.SA.Volume","IRBR3.SA.Adjusted"
259.931396484375,262.768402099609,259.931396484375,261.004852294922,34548,245.607971191406
261.388244628906,262.615051269531,259.164642333984,259.854705810547,12911,244.525680541992
259.931396484375,262.615051269531,258.397888183594,260.698150634766,49924,245.319381713867
261.541595458984,261.541595458984,259.394653320312,260.698150634766,74064,245.319381713867
260.698150634766,261.08154296875,259.624694824219,259.624694824219,48463,244.30924987793
259.624694824219,260.698150634766,256.941040039062,260.468139648438,67439,245.102920532227
260.391448974609,263.381805419922,257.707794189453,263.381805419922,138609,247.844711303711
262.921752929688,266.448852539062,261.771606445312,262.921752929688,135061,247.41178894043
263.765197753906,266.065460205078,260.621490478516,260.621490478516,80546,245.24723815918
260.698150634766,262.385009765625,257.784454345703,257.784454345703,50811,242.577545166016
257.554443359375,263.688507080078,257.094390869141,260.698150634766,49754,245.319381713867
259.087951660156,260.621490478516,257.171051025391,258.474548339844,47133,243.226928710938
259.931396484375,259.931396484375,255.714218139648,258.474548339844,61101,243.226928710938
257.247741699219,260.698150634766,254.564071655273,259.701354980469,117298,244.381362915039
259.394653320312,260.928192138672,258.627899169922,260.698150634766,108939,245.319381713867
261.388244628906,263.53515625,253.260589599609,255.56086730957,51971,240.485137939453
253.797317504883,257.324401855469,253.720642089844,257.017700195312,83520,241.856018066406
257.554443359375,259.931396484375,253.18391418457,253.18391418457,415462,238.248397827148
254.717437744141,257.631103515625,245.976379394531,253.030563354492,41081,238.104095458984
253.107238769531,253.643966674805,249.963516235352,251.497039794922,28066,236.661041259766
250.500259399414,253.873992919922,247.203186035156,251.727066040039,282957,236.877471923828
253.107238769531,255.56086730957,251.497039794922,254.180694580078,149421,239.186386108398
254.257369995117,258.244537353516,252.263793945312,258.244537353516,94553,243.010513305664
258.244537353516,258.244537353516,258.244537353516,258.244537353516,0,243.010513305664
258.321197509766,261.771606445312,253.797317504883,260.774841308594,75564,245.391540527344
260.621490478516,260.698150634766,258.397888183594,258.397888183594,56145,243.154815673828
258.474548339844,261.08154296875,255.56086730957,260.698150634766,86715,245.319381713867
260.698150634766,260.698150634766,260.698150634766,260.698150634766,0,245.319381713867
256.480987548828,261.694946289062,256.480987548828,258.474548339844,75969,243.226928710938
258.551239013672,260.008056640625,256.941040039062,258.474548339844,106056,243.226928710938
258.551239013672,262.231658935547,256.480987548828,260.698150634766,136353,245.319381713867
259.164642333984,265.222045898438,258.551239013672,264.071899414062,47198,248.494094848633
264.225250244141,269.745910644531,261.694946289062,268.365753173828,106434,252.534652709961
269.439208984375,270.58935546875,267.138916015625,267.982360839844,125476,252.173904418945
270.359313964844,270.512664794922,266.602203369141,267.905700683594,106434,252.101715087891
268.365753173828,276.033325195312,266.985565185547,276.033325195312,230476,259.749908447266
273.809722900391,285.924530029297,273.656372070312,283.624267578125,209648,266.89306640625
286.767974853516,292.135284423828,286.767974853516,287.534729003906,103578,270.572814941406
288.454833984375,291.368530273438,288.454833984375,289.528289794922,112382,272.448760986328
289.60498046875,290.448425292969,286.767974853516,287.534729003906,84224,270.572814941406
288.224822998047,291.368530273438,286.461273193359,287.534729003906,137800,270.572814941406
287.534729003906,291.138488769531,287.534729003906,287.534729003906,172753,270.572814941406
287.534729003906,297.195892333984,286.767974853516,292.518676757812,99157,275.262756347656
289.834991455078,300.416290283203,289.834991455078,292.902038574219,126649,275.623504638672
293.362091064453,297.502593994141,291.828582763672,292.902038574219,135740,275.623504638672
292.902038574219,292.902038574219,292.902038574219,292.902038574219,0,275.623504638672
294.052185058594,300.492950439453,286.844635009766,292.135284423828,251382,274.902008056641
291.368530273438,295.969085693359,280.787231445312,285.617828369141,143447,268.769012451172
287.3046875,287.458038330078,279.943817138672,285.617828369141,107087,268.769012451172
288.378173828125,291.215179443359,286.154571533203,287.918121337891,347644,270.933624267578
291.368530273438,292.365325927734,287.534729003906,290.218383789062,203518,273.098205566406
288.608184814453,293.822143554688,288.071472167969,291.291839599609,110412,274.108306884766
291.291839599609,299.036102294922,288.454833984375,298.269348144531,164614,280.674194335938
296.659149169922,298.959442138672,292.135284423828,296.889190673828,121863,279.37548828125
297.502593994141,298.499389648438,292.595336914062,295.969085693359,107778,278.509613037109
294.282196044922,304.940155029297,294.282196044922,298.115997314453,176848,280.529907226562
298.192687988281,302.716552734375,287.381378173828,289.068237304688,222103,272.015899658203
289.451629638672,302.869903564453,289.451629638672,297.042541503906,141282,279.519775390625
299.726196289062,299.802886962891,293.745483398438,293.745483398438,86167,276.417236328125
296.73583984375,297.655944824219,292.518676757812,296.73583984375,112655,279.231140136719
298.192687988281,299.572845458984,292.902038574219,294.35888671875,88593,276.994415283203
296.122436523438,299.036102294922,293.668792724609,296.505798339844,192250,279.014709472656
298.115997314453,301.029693603516,297.195892333984,298.269348144531,151246,280.674194335938
299.496185302734,302.026489257812,294.895629882812,299.036102294922,196828,281.395721435547
299.11279296875,302.793243408203,298.346038818359,298.499389648438,164562,280.890716552734
301.259704589844,302.103149414062,297.962646484375,298.346038818359,58114,280.746368408203
298.499389648438,300.569641113281,293.898834228516,299.802886962891,80520,282.117248535156
299.036102294922,301.029693603516,293.208740234375,296.73583984375,75330,279.231140136719
296.73583984375,299.572845458984,294.052185058594,295.202331542969,57645,277.788146972656
296.73583984375,299.036102294922,293.975494384766,298.269348144531,44407,280.674194335938
298.729400634766,299.419494628906,294.512237548828,295.202331542969,71404,277.788146972656
295.969085693359,301.183044433594,295.662384033203,300.109588623047,60553,282.405914306641
298.652740478516,305.936950683594,298.652740478516,305.400207519531,73125,287.384429931641
306.703704833984,312.837799072266,305.936950683594,310.537506103516,360517,292.218658447266
311.457611083984,326.639465332031,311.380950927734,323.955780029297,178074,304.845367431641
322.038909912109,332.160125732422,321.348815917969,331.009979248047,187725,311.483428955078
332.160125732422,334.307037353516,328.479675292969,334.307037353516,244066,314.585998535156
332.773529052734,332.773529052734,325.949371337891,328.172973632812,157963,308.813781738281
328.172973632812,330.473236083984,318.511810302734,318.511810302734,147334,299.722534179688
321.732177734375,322.8056640625,308.237213134766,310.9208984375,330507,292.579406738281
312.454406738281,323.955780029297,311.687652587891,321.272125244141,266146,302.320007324219
322.038909912109,326.639465332031,322.038909912109,325.872680664062,107700,306.649200439453
328.402984619141,328.939727783203,326.946166992188,327.866271972656,118055,308.525177001953
317.361663818359,325.719329833984,316.134857177734,324.722564697266,263759,317.726806640625
324.722564697266,329.093078613281,321.118774414062,322.422271728516,128358,315.47607421875
324.952575683594,327.406219482422,324.109130859375,325.105926513672,81498,318.101898193359
325.565979003906,326.869476318359,321.885528564453,321.885528564453,78499,314.950866699219
321.962219238281,322.8056640625,316.288208007812,320.658721923828,60149,313.750518798828
321.962219238281,324.339172363281,319.968658447266,320.965423583984,133366,314.050598144531
322.88232421875,322.88232421875,314.447967529297,318.971862792969,76921,312.100006103516
319.431915283203,321.195465087891,317.898406982422,318.511810302734,70439,311.649841308594
318.511810302734,326.256072998047,316.288208007812,320.50537109375,68913,313.600494384766
328.172973632812,329.706481933594,326.946166992188,329.016418457031,84368,321.928131103516
330.933288574219,332.39013671875,324.799224853516,325.796020507812,105548,318.777160644531
327.022827148438,330.01318359375,324.569213867188,328.556335449219,72199,321.477996826172
329.706481933594,331.623382568359,326.639465332031,329.016418457031,106904,321.928131103516
330.396575927734,336.453979492188,330.166534423828,332.3134765625,50159,325.154205322266
332.3134765625,332.696838378906,323.649078369141,325.105926513672,107060,318.101898193359
325.1826171875,328.939727783203,322.038909912109,325.105926513672,180213,318.101898193359
328.249633789062,332.006774902344,324.109130859375,326.639465332031,159737,319.602386474609
329.706481933594,340.057739257812,328.633026123047,338.524230957031,399969,331.231140136719
340.517791748047,351.559112548828,340.517791748047,349.718902587891,142808,342.184600830078
350.025604248047,364.977416992188,350.025604248047,361.910369873047,241809,354.113403320312
361.833709716797,366.510925292969,357.539855957031,362.293762207031,100696,354.488586425781
360.530212402344,363.903961181641,353.476013183594,353.936096191406,112942,346.310943603516
353.476013183594,358.076568603516,351.099060058594,355.622955322266,71391,347.961517333984
356.389709472656,362.983856201172,352.095855712891,361.833709716797,82020,354.038452148438
360.453521728516,369.961364746094,360.453521728516,369.961364746094,151181,361.990966796875
374.101837158203,374.178527832031,362.753814697266,366.740966796875,216052,358.839996337891
366.740966796875,367.507720947266,360.683563232422,362.677124023438,66083,354.863677978516
362.677124023438,366.434265136719,358.076568603516,364.133972167969,156555,356.289184570312
368.044464111328,370.191375732422,361.296966552734,369.501281738281,146682,361.540832519531
371.878234863281,385.679901123047,353.859405517578,385.679901123047,336833,377.370910644531
385.679901123047,385.679901123047,376.248779296875,379.8525390625,165384,371.669036865234
380.312591552734,380.389282226562,369.577972412109,373.028381347656,143917,364.991912841797
374.101837158203,377.705627441406,368.044464111328,371.111480712891,105117,363.116333007812
366.510925292969,366.510925292969,354.549499511719,363.673919677734,218204,355.838989257812
364.210662841797,376.555480957031,364.210662841797,369.577972412109,94240,361.615875244141
369.731323242188,377.782287597656,368.044464111328,368.044464111328,112773,360.115417480469
371.111480712891,387.750152587891,371.111480712891,386.446685791016,409111,378.121154785156
388.746948242188,398.714813232422,388.746948242188,392.044006347656,163245,383.597869873047
393.960906982422,396.4912109375,385.449890136719,386.830047607422,115420,378.496246337891
386.446685791016,386.446685791016,366.127563476562,373.871826171875,310384,365.817230224609
375.712036132812,383.302947998047,366.204223632812,369.577972412109,199215,361.615875244141
369.501281738281,378.702392578125,369.501281738281,376.478790283203,147790,368.368011474609
376.248779296875,376.248779296875,359.226715087891,369.884674072266,194780,361.915954589844
362.830474853516,373.718475341797,362.830474853516,371.801574707031,202723,363.791534423828
372.491668701172,381.386077880859,366.510925292969,367.277679443359,304724,359.365112304688
364.594024658203,367.89111328125,354.702850341797,365.744171142578,219195,357.864654541016
368.044464111328,373.565124511719,357.079803466797,364.977416992188,340941,357.114379882812
364.210662841797,374.255187988281,362.140411376953,369.731323242188,2110271,361.765899658203
374.945281982422,378.395690917969,365.360778808594,375.712036132812,197871,367.617797851562
380.695983886719,390.663848876953,379.469177246094,390.663848876953,242827,382.247467041016
389.513702392578,389.973754882812,378.932434082031,384.52978515625,177500,376.245544433594
379.929229736328,392.350708007812,379.77587890625,392.120697021484,162971,383.672943115234
391.66064453125,394.727661132812,371.801574707031,393.654205322266,291760,385.173400878906
390.280456542969,394.881011962891,384.223083496094,393.960906982422,293742,385.473449707031
397.181304931641,403.315368652344,379.545837402344,385.296539306641,371642,376.995788574219
383.379638671875,385.756591796875,368.197814941406,375.558685302734,229511,367.467712402344
374.868621826172,384.299743652344,370.574768066406,379.315826416016,115316,371.143920898438
378.549041748047,383.226287841797,376.172088623047,381.846130371094,163336,373.619720458984
381.846130371094,384.989837646484,373.488433837891,384.989837646484,246296,376.695709228516
384.989837646484,386.216644287109,375.02197265625,381.232696533203,104843,373.019500732422
375.635375976562,380.542633056641,371.494873046875,374.791931152344,184986,366.717498779297
378.549041748047,378.932434082031,369.961364746094,370.3447265625,79346,362.366119384766
368.121124267578,374.178527832031,360.376861572266,363.597259521484,160480,355.764007568359
367.277679443359,368.811218261719,358.153259277344,360.453521728516,100487,352.68798828125
360.376861572266,366.587615966797,358.843353271484,363.290557861328,136953,355.463928222656
363.2138671875,367.9677734375,363.2138671875,366.894317626953,116477,358.990051269531
368.657867431641,370.191375732422,360.453521728516,365.360778808594,83103,357.489501953125
367.277679443359,367.814422607422,361.757019042969,361.757019042969,117507,353.96337890625
362.217071533203,370.728118896484,359.456756591797,370.728118896484,190059,362.7412109375
368.044464111328,373.641784667969,367.277679443359,370.038024902344,58036,362.065979003906
370.038024902344,372.7216796875,366.510925292969,366.510925292969,56719,358.614898681641
366.970977783203,369.271270751953,357.233154296875,361.833709716797,63018,354.038452148438
362.293762207031,370.881469726562,362.293762207031,369.194580078125,66122,361.24072265625
367.354370117188,373.411773681641,366.434265136719,368.427825927734,56875,360.490447998047
368.121124267578,379.392486572266,368.121124267578,378.702392578125,97553,370.543670654297
375.865386962891,388.363586425781,375.865386962891,381.616088867188,77299,373.394622802734
380.542633056641,398.254760742188,380.542633056641,394.881011962891,158172,386.373779296875
391.353942871094,408.222625732422,390.893890380859,402.548614501953,107608,393.876190185547
403.392059326172,408.222625732422,399.558258056641,399.864959716797,72708,391.250335693359
398.714813232422,403.852111816406,393.730895996094,402.625305175781,126219,393.951232910156
402.471954345703,405.385620117188,399.558258056641,404.082122802734,102626,395.376647949219
403.775421142578,411.596374511719,395.954498291016,411.519714355469,96340,402.653991699219
412.439819335938,423.174438476562,411.673065185547,415.353485107422,143200,406.405181884766
413.819976806641,418.037170410156,409.296112060547,416.887023925781,54684,407.905700683594
417.960479736328,421.487579345703,415.736877441406,416.733673095703,89258,407.755676269531
416.273620605469,422.867736816406,411.903076171875,422.867736816406,87563,413.757568359375
423.327789306641,426.011444091797,408.836059570312,410.216217041016,118211,401.378631591797
413.206573486328,414.050018310547,398.408111572266,398.79150390625,107087,390.200012207031
399.864959716797,406.305725097656,399.864959716797,402.701965332031,72473,394.026245117188
407.149169921875,410.599578857422,405.615661621094,409.449462890625,98544,400.628387451172
407.915924072266,415.966918945312,404.925567626953,409.066070556641,84015,400.253234863281
409.066070556641,421.027526855469,406.229064941406,420.797485351562,67674,411.731903076172
422.484375,427.468292236328,414.203369140625,425.321380615234,193633,416.158325195312
425.551391601562,434.139099121094,425.551391601562,430.228637695312,103174,420.959899902344
434.062438964844,442.573455810547,433.065643310547,436.592742919922,123311,427.186889648438
436.899444580078,456.528472900391,434.752502441406,450.164367675781,155172,440.466094970703
445.870513916016,454.841613769531,443.800262451172,445.487152099609,86363,435.889678955078
445.487152099609,451.927917480469,441.653350830078,443.186859130859,87106,433.638946533203
443.646911621094,445.717163085938,437.052795410156,441.269958496094,49754,431.763336181641
445.947204589844,453.998168945312,441.730010986328,452.694671630859,82646,442.941925048828
452.694671630859,459.672180175781,450.547760009766,455.071624755859,76308,445.267639160156
459.135467529297,459.135467529297,449.934356689453,456.221771240234,68717,446.393005371094
456.298431396484,458.522033691406,446.177215576172,452.771362304688,64270,443.016937255859
452.311309814453,461.589080810547,445.333801269531,458.905426025391,76842,449.018859863281
458.905426025391,465.34619140625,454.611572265625,454.688262939453,63487,444.892578125
453.844818115234,459.135467529297,451.544525146484,452.387969970703,60566,442.641845703125
453.001373291016,455.83837890625,431.072052001953,437.512847900391,95258,428.087188720703
439.889801025391,447.250671386719,433.985748291016,437.052795410156,110243,427.637023925781
437.206146240234,445.103759765625,437.206146240234,442.880157470703,61388,433.338806152344
445.487152099609,452.081268310547,445.487152099609,446.33056640625,46390,436.714904785156
447.787414550781,453.844818115234,447.787414550781,452.081268310547,43246,442.341735839844
451.927917480469,455.685028076172,449.014221191406,452.464660644531,65848,442.716827392578
456.145080566406,458.445373535156,449.090911865234,455.76171875,65300,445.942901611328
455.455017089844,463.429290771484,452.771362304688,456.221771240234,33765,446.393005371094
452.848022460938,460.055572509766,450.241058349609,458.445373535156,35382,448.568725585938
459.902221679688,481.371459960938,458.138671875,480.834747314453,107452,470.475738525391
483.135009765625,505.677734375,483.135009765625,502.687377929688,140070,491.857604980469
502.150634765625,505.677734375,494.713073730469,498.316864013672,65822,487.581268310547
496.783325195312,497.243377685547,487.122161865234,489.345764160156,57280,478.803405761719
494.483062744141,494.559722900391,482.981658935547,484.20849609375,50876,473.776794433594
482.828308105469,487.658905029297,477.691040039062,480.834747314453,76764,470.475738525391
481.908203125,494.866424560547,470.330139160156,483.058349609375,87237,472.651428222656
485.511962890625,489.575805664062,481.601501464844,483.058349609375,29839,472.651428222656
485.205261230469,485.358612060547,470.790191650391,472.937133789062,72004,462.748229980469
468.029846191406,480.604705810547,468.029846191406,477.844390869141,53158,467.5498046875
480.374694824219,486.508758544922,476.924255371094,482.521606445312,54997,472.126312255859
483.058349609375,488.655700683594,479.991302490234,485.358612060547,102809,474.902099609375
501.537231445312,509.051483154297,486.968811035156,490.725921630859,114729,480.15380859375
492.336120605469,497.626770019531,490.189208984375,497.320068359375,76842,486.605926513672
502.073974609375,505.907775878906,498.086822509766,502.227325439453,57175,491.407440185547
502.917419433594,506.751190185547,498.393524169922,500.693817138672,111443,489.906951904297
499.543670654297,511.351776123047,498.393524169922,509.511535644531,82437,498.534729003906
513.728698730469,516.795776367188,500.693817138672,506.061126708984,76882,495.158660888672
512.961975097656,521.396301269531,510.891693115234,515.645629882812,103031,504.536651611328
522.23974609375,524.463317871094,494.559722900391,498.010162353516,143969,487.281127929688
499.160278320312,509.281524658203,480.911407470703,490.725921630859,143591,480.15380859375
491.569366455078,499.390319824219,475.467437744141,490.265869140625,188272,479.703704833984
498.393524169922,503.990875244141,468.566589355469,471.940338134766,227176,461.772979736328
471.556945800781,475.467437744141,459.135467529297,464.656127929688,213274,454.645660400391
466.726379394531,476.924255371094,464.272735595703,472.553741455078,196176,462.373168945312
472.630432128906,485.281951904297,471.556945800781,484.745208740234,120559,474.301940917969
484.975250244141,501.613922119141,480.528045654297,485.358612060547,243088,474.902099609375
493.71630859375,514.648803710938,482.061553955078,510.431640625,117924,499.434997558594
505.294372558594,532.514343261719,500.770477294922,529.217224121094,187503,517.81591796875
530.290710449219,536.654846191406,527.223693847656,531.977600097656,132636,520.516784667969
529.063903808594,534.584594726562,521.779663085938,529.063903808594,87498,517.665832519531
535.044616699219,535.504699707031,524.77001953125,526.840270996094,60501,515.490112304688
532.897705078125,557.357299804688,524.846740722656,550.916564941406,160702,539.047790527344
552.066650390625,554.366943359375,525.996887207031,532.667663574219,107960,521.191955566406
535.121276855469,542.405517578125,527.453735351562,535.581359863281,118198,524.042846679688
527.607055664062,532.437622070312,512.041870117188,529.830688476562,181243,518.416137695312
516.489074707031,525.613464355469,514.265441894531,521.626342773438,124850,510.388458251953
529.447265625,550.916564941406,516.795776367188,546.852722167969,130875,535.071533203125
548.23291015625,560.11767578125,548.23291015625,555.59375,139717,543.624145507812
529.063903808594,538.725036621094,523.389892578125,532.130920410156,268389,520.666748046875
536.731506347656,540.565307617188,517.5625,525.230102539062,153555,513.914611816406
525.230102539062,525.996887207031,517.63916015625,522.929809570312,70726,511.663879394531
524.463317871094,524.463317871094,493.79296875,502.150634765625,167692,491.332397460938
499.773681640625,515.952331542969,499.160278320312,515.26220703125,149747,508.677581787109
515.26220703125,530.444091796875,513.728698730469,519.326049804688,220056,512.689453125
519.86279296875,530.597412109375,515.0322265625,530.597412109375,67570,523.816772460938
530.827453613281,549.689697265625,528.603820800781,544.399108886719,127693,537.442138671875
544.399108886719,547.542785644531,537.881652832031,547.082763671875,103291,540.091491699219
546.699340820312,557.434020996094,543.63232421875,557.434020996094,83637,550.310485839844
554.366943359375,558.967529296875,550.60986328125,558.890808105469,66070,551.748596191406
555.133728027344,565.178283691406,544.475769042969,565.178283691406,65457,557.955749511719
564.334838867188,571.542358398438,559.427551269531,566.558410644531,55036,559.318237304688
567.478515625,577.369750976562,564.334838867188,567.631896972656,87641,560.377990722656
567.708557128906,585.037353515625,567.708557128906,572.309143066406,120402,564.995544433594
572.309143066406,587.260925292969,572.309143066406,586.494140625,111782,578.999145507812
585.804077148438,589.177856445312,578.979919433594,582.737060546875,68365,575.290100097656
582.890380859375,585.344055175781,565.178283691406,579.669982910156,103670,572.26220703125
579.516662597656,584.193908691406,573.919311523438,573.919311523438,144308,566.585083007812
575.989562988281,582.430358886719,563.798095703125,564.9482421875,159359,557.728698730469
569.012084960938,575.529541015625,559.810974121094,572.309143066406,113529,564.995544433594
574.686096191406,578.903259277344,565.408264160156,570.468872070312,72082,563.178771972656
567.40185546875,581.050170898438,566.021667480469,574.686096191406,80025,567.342041015625
575.376159667969,585.420715332031,574.839416503906,581.970275878906,82581,574.533142089844
582.737060546875,584.577270507812,576.372924804688,576.602966308594,67100,569.234436035156
581.740234375,581.740234375,566.405090332031,578.136474609375,121498,570.748352050781
578.136474609375,587.950988769531,575.912902832031,580.053405761719,122528,572.640686035156
581.203552246094,584.193908691406,571.465698242188,582.737060546875,85033,575.290100097656
579.2099609375,591.01806640625,577.446411132812,588.79443359375,76086,581.270080566406
588.87109375,599.452392578125,582.737060546875,584.193908691406,111025,576.728332519531
589.254516601562,611.873901367188,582.737060546875,608.960205078125,168814,601.178161621094
607.963439941406,618.544677734375,601.369323730469,612.717346191406,143734,604.887329101562
613.407409667969,622.148498535156,605.663146972656,618.084655761719,151781,610.18603515625
616.781188964844,622.378479003906,608.806884765625,619.54150390625,378071,611.624267578125
615.631042480469,626.212280273438,612.257263183594,618.774719238281,118120,610.867309570312
616.474487304688,623.375305175781,612.947387695312,623.375305175781,69382,615.409118652344
622.991882324219,642.237548828125,618.928100585938,639.937316894531,152029,631.759399414062
639.783935546875,651.668701171875,633.496520996094,638.71044921875,124863,630.548217773438
637.943725585938,640.244018554688,626.82568359375,631.196228027344,120585,623.130065917969
638.327087402344,638.327087402344,615.631042480469,624.142028808594,186720,616.166076660156
626.82568359375,631.42626953125,614.174194335938,630.429504394531,82163,622.373107910156
631.042907714844,641.470825195312,629.816040039062,636.410217285156,213026,628.277404785156
641.08740234375,641.164123535156,631.809631347656,634.723327636719,147321,626.612060546875
635.950134277344,637.330322265625,621.688415527344,621.688415527344,131058,613.743774414062
